파일명,컬럼명,공통 특성 그룹,대표 특성
58_소방청_화재발생 정보_20231231.csv,사망,104,대표
58_소방청_화재발생 정보_20231231.csv,부상,104,
58_소방청_화재발생 정보_20231231.csv,재산피해소계,104,
58_소방청_화재발생 정보_20231231.csv,부동산,104,
58_소방청_화재발생 정보_20231231.csv,동산,104,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,시군,105,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,시설명,105,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,위치 (상세주소 작성),105,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,준공년도 (보강년도),105,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,계획빈도(년),105,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,펌프(HP_기),105,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,계약용량(KW),105,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,처리능력(m3_분),105,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,유수지용량(m3),105,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,수문(기),105,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,수혜지역,105,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,방류 하천명,105,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,기관명,105,대표
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,부서,105,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,직위,105,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,성명,105,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,사무실,105,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,운영기간,105,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,상주여부,105,
59_충청북도_재난대응용 배수펌프장 현황_20240830.csv,신분,105,
60_한국가스안전공사_전국 LPG 충전소 현황_20240926.csv,행정구역,106,
60_한국가스안전공사_전국 LPG 충전소 현황_20240926.csv,업소명,106,
60_한국가스안전공사_전국 LPG 충전소 현황_20240926.csv,소재지,106,
60_한국가스안전공사_전국 LPG 충전소 현황_20240926.csv,전화번호,106,대표
60_한국가스안전공사_전국 LPG 충전소 현황_20240926.csv,관리구분,106,
61_한국가스안전공사_전국 도시가스충전소 현황_20240926.csv,행정구역,107,대표
61_한국가스안전공사_전국 도시가스충전소 현황_20240926.csv,지사,107,
61_한국가스안전공사_전국 도시가스충전소 현황_20240926.csv,시설명,107,
61_한국가스안전공사_전국 도시가스충전소 현황_20240926.csv,우편번호,107,
61_한국가스안전공사_전국 도시가스충전소 현황_20240926.csv,주소,107,
62_한국산업안전보건공단_건설업 공종별 세부공정 목록_20210910.csv,공사종류,108,
62_한국산업안전보건공단_건설업 공종별 세부공정 목록_20210910.csv,공종명,108,대표
62_한국산업안전보건공단_건설업 공종별 세부공정 목록_20210910.csv,세부공정명,108,
63_한국소비자원 소비자 위해 정보_20240630.csv,접수번호,109,대표
63_한국소비자원 소비자 위해 정보_20240630.csv,접수일,110,
63_한국소비자원 소비자 위해 정보_20240630.csv,위해자연령,110,
63_한국소비자원 소비자 위해 정보_20240630.csv,위해자성별,110,
63_한국소비자원 소비자 위해 정보_20240630.csv,발생일자,110,
63_한국소비자원 소비자 위해 정보_20240630.csv,치료기간,110,
63_한국소비자원 소비자 위해 정보_20240630.csv,품목대분류,110,
63_한국소비자원 소비자 위해 정보_20240630.csv,품목중분류,110,
63_한국소비자원 소비자 위해 정보_20240630.csv,품목소분류,110,
63_한국소비자원 소비자 위해 정보_20240630.csv,위험및위해원인 소분류,110,
63_한국소비자원 소비자 위해 정보_20240630.csv,위해부위 소분류,110,
63_한국소비자원 소비자 위해 정보_20240630.csv,위해증상 소분류,110,대표
63_한국소비자원 소비자 위해 정보_20240630.csv,발생장소,110,
64_한국전기안전공사_전기화재통계_20231231.csv,행정구역별,111,
64_한국전기안전공사_전기화재통계_20231231.csv,2016년,111,
64_한국전기안전공사_전기화재통계_20231231.csv,2017년,111,
64_한국전기안전공사_전기화재통계_20231231.csv,2018년,111,
64_한국전기안전공사_전기화재통계_20231231.csv,2019년,111,
64_한국전기안전공사_전기화재통계_20231231.csv,2020년,111,
64_한국전기안전공사_전기화재통계_20231231.csv,2021년,111,
64_한국전기안전공사_전기화재통계_20231231.csv,2022년,111,
64_한국전기안전공사_전기화재통계_20231231.csv,2023년,111,대표
65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,발생일시,112,
65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,월별,112,
65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,시간대별,112,
65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,관할해경서,112,
65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,발생해역,112,
65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,위도,112,
65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,경도,112,
65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,기상상태,112,
65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,발생원인,112,
65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,발생유형,112,
65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,사고선박수,112,
65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,발생인원,112,대표
65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,구조,112,
65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,부상,112,
65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,사망,112,
65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,실종,112,
65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,선 종,112,
65_해양경찰청_해상조난사고 상세데이터 현황_20231231.csv,톤수,112,
66_행정안전부_사고발생 현황_20221231.csv,사고유형별(1),113,
66_행정안전부_사고발생 현황_20221231.csv,2022년 발생건수 (건),113,
66_행정안전부_사고발생 현황_20221231.csv,2022년 인명피해현황_사망(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2022년 인명피해현황_부상(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2022년 인명피해현황_실종(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2022년 재산피해 (억원),113,
66_행정안전부_사고발생 현황_20221231.csv,2021년 발생건수 (건),113,
66_행정안전부_사고발생 현황_20221231.csv,2021년 인명피해현황_사망(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2021년 인명피해현황_부상(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2021년 인명피해현황_실종(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2021년 재산피해 (억원),113,
66_행정안전부_사고발생 현황_20221231.csv,2020년 발생건수 (건),113,
66_행정안전부_사고발생 현황_20221231.csv,2020년 인명피해현황_사망(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2020년 인명피해현황_부상(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2020년 인명피해현황_실종(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2020년 재산피해 (억원),113,
66_행정안전부_사고발생 현황_20221231.csv,2019년 발생건수 (건),113,
66_행정안전부_사고발생 현황_20221231.csv,2019년 인명피해현황_사망(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2019년 인명피해현황_부상(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2019년 인명피해현황_실종(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2019년 재산피해 (억원),113,
66_행정안전부_사고발생 현황_20221231.csv,2018년 발생건수 (건),113,
66_행정안전부_사고발생 현황_20221231.csv,2018년 인명피해현황_사망(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2018년 인명피해현황_부상(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2018년 인명피해현황_실종(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2018년 재산피해 (억원),113,
66_행정안전부_사고발생 현황_20221231.csv,2017년 발생건수 (건),113,
66_행정안전부_사고발생 현황_20221231.csv,2017년 인명피해현황_사망(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2017년 인명피해현황_부상(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2017년 인명피해현황_실종(명),113,대표
66_행정안전부_사고발생 현황_20221231.csv,2017년 재산피해 (억원),113,
66_행정안전부_사고발생 현황_20221231.csv,2016년 발생건수 (건),113,
66_행정안전부_사고발생 현황_20221231.csv,2016년 인명피해현황_사망(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2016년 인명피해현황_부상(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2016년 인명피해현황_기타(명),113,
66_행정안전부_사고발생 현황_20221231.csv,2016년 재산피해 (억원),113,
67_행정안전부_상습 결빙구간_20231222.csv,구간 번호,114,
67_행정안전부_상습 결빙구간_20231222.csv,관리청,114,
67_행정안전부_상습 결빙구간_20231222.csv,도로 분류,114,
67_행정안전부_상습 결빙구간_20231222.csv,대표지역,114,
67_행정안전부_상습 결빙구간_20231222.csv,도로(노선)명,114,
67_행정안전부_상습 결빙구간_20231222.csv,총길이(km),114,
67_행정안전부_상습 결빙구간_20231222.csv,기점 위도(WGS84(4326)),114,
67_행정안전부_상습 결빙구간_20231222.csv,기점 경도(WGS84(4326)),114,
67_행정안전부_상습 결빙구간_20231222.csv,종점 위도(WGS84(4326)),114,
67_행정안전부_상습 결빙구간_20231222.csv,종점 경도(WGS84(4326)),114,
67_행정안전부_상습 결빙구간_20231222.csv,정북기준 도로방향 각도(x1),114,
67_행정안전부_상습 결빙구간_20231222.csv,정북기준 도로방향 각도(y1),114,대표
67_행정안전부_상습 결빙구간_20231222.csv,정북기준 도로방향 각도(기점 기준십진수 방위각),114,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,기준년도,115,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,성별,115,대표
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,청력(좌),115,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,청력(우),115,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,흡연상태,115,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,음주여부,115,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,구강검진수검여부,115,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,가입자일련번호,116,대표
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,시도코드,117,대표
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,연령대코드(5세단위),117,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,신장(5cm단위),117,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,체중(5kg단위),117,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,시력(좌),117,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,허리둘레,118,대표
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,수축기혈압,118,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,이완기혈압,118,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,식전혈당(공복혈당),118,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,총콜레스테롤,118,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,트리글리세라이드,118,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,HDL콜레스테롤,118,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,LDL콜레스테롤,118,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,혈색소,118,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,혈청크레아티닌,118,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,혈청지오티(AST),118,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,혈청지피티(ALT),118,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,감마지티피,118,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,시력(우),119,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,이완기혈압,119,대표
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,요단백,120,대표
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,흡연상태,120,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,음주여부,120,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,치아우식증유무,120,
6_국민건강보험공단_건강검진정보_20221231_수정.CSV,치석,120,
79_광주광역시_보건환경연구원 식품중 방사능 검사 현황_20231231.csv,연번,121,대표
79_광주광역시_보건환경연구원 식품중 방사능 검사 현황_20231231.csv,분류,121,
79_광주광역시_보건환경연구원 식품중 방사능 검사 현황_20231231.csv,제품명,121,
79_광주광역시_보건환경연구원 식품중 방사능 검사 현황_20231231.csv,수거일,121,
79_광주광역시_보건환경연구원 식품중 방사능 검사 현황_20231231.csv,원산지,121,
79_광주광역시_보건환경연구원 식품중 방사능 검사 현황_20231231.csv,세슘검출량(Bq_kg),121,
79_광주광역시_보건환경연구원 식품중 방사능 검사 현황_20231231.csv,요오드검출량(Bq_kg),121,
79_광주광역시_보건환경연구원 식품중 방사능 검사 현황_20231231.csv,적부판정,121,
80_광주광역시_보건환경연구원 지하수 노로바이러스 검사 현황_20231220.csv,연번,121,
81_충청남도 당진시_담배소매인_20240701.csv,연번,121,
82_한국의약품안전관리원_연도별증상별 이상사례보고현황_20231231.csv,순위,121,
84_충청북도 옥천군_공중위생업소현황_20240808.csv,연번,121,
87_부산광역시 동래구_소독업소 현황_20231213.csv,순번,121,
91_부산광역시_수영구_약국 현황_20240305.csv,순번,121,
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,연번,121,
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,제품규격(정량),121,
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,수거량(정량),121,
7_서울특별시_양천구_폐건전지폐형광등분리수거함_20241010.csv,행정동,122,대표
7_서울특별시_양천구_폐건전지폐형광등분리수거함_20241010.csv,수거함 설치위치,122,
7_서울특별시_양천구_폐건전지폐형광등분리수거함_20241010.csv,수거함종류,122,
7_서울특별시_양천구_폐건전지폐형광등분리수거함_20241010.csv,데이터기준일자,122,
80_광주광역시_보건환경연구원 지하수 노로바이러스 검사 현황_20231220.csv,업소명,123,
80_광주광역시_보건환경연구원 지하수 노로바이러스 검사 현황_20231220.csv,소재지,123,
80_광주광역시_보건환경연구원 지하수 노로바이러스 검사 현황_20231220.csv,업종,123,대표
80_광주광역시_보건환경연구원 지하수 노로바이러스 검사 현황_20231220.csv,2023년 노로바이러스 검사결과,123,
81_충청남도 당진시_담배소매인_20240701.csv,민원구분,124,
81_충청남도 당진시_담배소매인_20240701.csv,업소명,124,
81_충청남도 당진시_담배소매인_20240701.csv,업소지번주소,124,대표
81_충청남도 당진시_담배소매인_20240701.csv,업소도로명주소,124,
81_충청남도 당진시_담배소매인_20240701.csv,우편번호,124,
81_충청남도 당진시_담배소매인_20240701.csv,Unnamed: 6,124,
82_한국의약품안전관리원_연도별증상별 이상사례보고현황_20231231.csv,연도별증상(2023),125,대표
82_한국의약품안전관리원_연도별증상별 이상사례보고현황_20231231.csv,연도별보고건수(2023),125,
82_한국의약품안전관리원_연도별증상별 이상사례보고현황_20231231.csv,연도별증상(2022),125,
82_한국의약품안전관리원_연도별증상별 이상사례보고현황_20231231.csv,연도별보고건수(2022),125,
82_한국의약품안전관리원_연도별증상별 이상사례보고현황_20231231.csv,연도별증상(2021),125,
82_한국의약품안전관리원_연도별증상별 이상사례보고현황_20231231.csv,연도별보고건수(2021),125,
82_한국의약품안전관리원_연도별증상별 이상사례보고현황_20231231.csv,연도별증상(2020),125,
82_한국의약품안전관리원_연도별증상별 이상사례보고현황_20231231.csv,연도별보고건수(2020),125,
82_한국의약품안전관리원_연도별증상별 이상사례보고현황_20231231.csv,연도별증상(2019),125,
82_한국의약품안전관리원_연도별증상별 이상사례보고현황_20231231.csv,연도별보고건수(2019),125,
83_전라남도 여수시_공중위생업소 현황_20230915.csv,업종명,126,
83_전라남도 여수시_공중위생업소 현황_20230915.csv,신고일자,126,대표
83_전라남도 여수시_공중위생업소 현황_20230915.csv,업소명,126,
83_전라남도 여수시_공중위생업소 현황_20230915.csv,영업소 주소(도로명),126,
83_전라남도 여수시_공중위생업소 현황_20230915.csv,영업소 주소(지번),126,
84_충청북도 옥천군_공중위생업소현황_20240808.csv,업종명,127,대표
84_충청북도 옥천군_공중위생업소현황_20240808.csv,업소명,127,
84_충청북도 옥천군_공중위생업소현황_20240808.csv,영업소 주소(도로명),127,
84_충청북도 옥천군_공중위생업소현황_20240808.csv,데이터기준일,127,
85_전라북도 정읍시_의료기관 현황_20221213.csv,의료기관명,128,
85_전라북도 정읍시_의료기관 현황_20221213.csv,종별,128,
85_전라북도 정읍시_의료기관 현황_20221213.csv,병상수,128,
85_전라북도 정읍시_의료기관 현황_20221213.csv,소재지도로명주소,128,대표
85_전라북도 정읍시_의료기관 현황_20221213.csv,전화번호,128,
85_전라북도 정읍시_의료기관 현황_20221213.csv,데이터기준일자,128,
86_보건복지부_시도별 암 발생자 분포_20201231.csv,연도,129,대표
86_보건복지부_시도별 암 발생자 분포_20201231.csv,시도,129,
86_보건복지부_시도별 암 발생자 분포_20201231.csv,남자 암발생자수(명),129,
86_보건복지부_시도별 암 발생자 분포_20201231.csv,여자 암발생자수(명),129,
97_보건복지부_시도별 암 발생자 분포_20201231.csv,연도,129,
87_부산광역시 동래구_소독업소 현황_20231213.csv,업체명,130,
87_부산광역시 동래구_소독업소 현황_20231213.csv,소재지 주소,130,대표
87_부산광역시 동래구_소독업소 현황_20231213.csv,전화번호,130,
88_한국의약품안전관리원_노인주의약물_20240813.csv,성분명,131,
88_한국의약품안전관리원_노인주의약물_20240813.csv,성분코드,131,
88_한국의약품안전관리원_노인주의약물_20240813.csv,제품명,131,
88_한국의약품안전관리원_노인주의약물_20240813.csv,업체명,131,대표
88_한국의약품안전관리원_노인주의약물_20240813.csv,공고번호,131,
88_한국의약품안전관리원_노인주의약물_20240813.csv,공고일자,131,
88_한국의약품안전관리원_노인주의약물_20240813.csv,급여구분,131,
88_한국의약품안전관리원_노인주의약물_20240813.csv,약품상세정보,131,
88_한국의약품안전관리원_노인주의약물_20240813.csv,제품코드,132,대표
88_한국의약품안전관리원_노인주의약물_20240813.csv,공고번호,132,
8_학생의체력증진에관한사항현황.csv,기준년도,133,
8_학생의체력증진에관한사항현황.csv,지역교육청명,133,
8_학생의체력증진에관한사항현황.csv,학교명,133,
8_학생의체력증진에관한사항현황.csv,학교급명,133,
8_학생의체력증진에관한사항현황.csv,설립구분명,133,
8_학생의체력증진에관한사항현황.csv,제외여부,133,
8_학생의체력증진에관한사항현황.csv,제외사유,133,
8_학생의체력증진에관한사항현황.csv,학년명,133,
8_학생의체력증진에관한사항현황.csv,성별명,133,
8_학생의체력증진에관한사항현황.csv,심폐지구력-왕복오래달리기평균값(회),133,
8_학생의체력증진에관한사항현황.csv,심폐지구력-오래달리기걷기평균값(초),133,
8_학생의체력증진에관한사항현황.csv,심폐지구력-스텝검사평균값(PEI),133,
8_학생의체력증진에관한사항현황.csv,유연성-앉아윗몸앞으로굽히기평균값(cm),133,
8_학생의체력증진에관한사항현황.csv,유연성-종합유연성평균(점),133,
8_학생의체력증진에관한사항현황.csv,근력·근지구력-(무릎대고)팔굽혀펴기평균값(회),133,
8_학생의체력증진에관한사항현황.csv,근력·근지구력-윗몸말아올리기평균값(회),133,
8_학생의체력증진에관한사항현황.csv,근력·근지구력-악력평균값kg,133,
8_학생의체력증진에관한사항현황.csv,순발력-50m달리기평균값(초),133,
8_학생의체력증진에관한사항현황.csv,순발력-제자리멀리뛰기평균값(cm),133,
8_학생의체력증진에관한사항현황.csv,비만-BMI평균값(kg/㎡),133,
8_학생의체력증진에관한사항현황.csv,비만-체지방률평균값(%fat),133,
8_학생의체력증진에관한사항현황.csv,1등급(80~100점)인원수(명),133,
8_학생의체력증진에관한사항현황.csv,1등급(80~100점)비율(%),133,
8_학생의체력증진에관한사항현황.csv,2등급(60~79점)인원수(명),133,
8_학생의체력증진에관한사항현황.csv,2등급(60~79점)비율(%),133,
8_학생의체력증진에관한사항현황.csv,3등급(40~59점)인원수(명),133,
8_학생의체력증진에관한사항현황.csv,3등급(40~59점)비율(%),133,
8_학생의체력증진에관한사항현황.csv,4등급(20~39점)인원수(명),133,대표
8_학생의체력증진에관한사항현황.csv,4등급(20~39점)비율(%),133,
8_학생의체력증진에관한사항현황.csv,5등급(0~19점)인원수(명),133,
8_학생의체력증진에관한사항현황.csv,5등급(0~19점)비율(%),133,
8_학생의체력증진에관한사항현황.csv,검사인원수(명),133,
90_충청북도 제천시_담배소매인지정현황_20240912.csv,소매인구분,134,
90_충청북도 제천시_담배소매인지정현황_20240912.csv,업소명,134,
90_충청북도 제천시_담배소매인지정현황_20240912.csv,업소지번주소,134,
90_충청북도 제천시_담배소매인지정현황_20240912.csv,업소도로명주소,134,
90_충청북도 제천시_담배소매인지정현황_20240912.csv,업소전화번호,134,대표
90_충청북도 제천시_담배소매인지정현황_20240912.csv,지정일자,134,
90_충청북도 제천시_담배소매인지정현황_20240912.csv,영업구분,134,
90_충청북도 제천시_담배소매인지정현황_20240912.csv,데이터기준일자,134,
91_부산광역시_수영구_약국 현황_20240305.csv,약국명칭,135,
91_부산광역시_수영구_약국 현황_20240305.csv,약국소재지(도로명),135,
91_부산광역시_수영구_약국 현황_20240305.csv,약국전화번호,135,대표
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,시도,136,
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,군구,136,
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,식품수거일자,136,대표
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,수거검사명,136,
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,수거식품명,136,
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,제품규격(정량),136,
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,단위(정량),136,
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,수거량(정량),136,
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,수거량,136,
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,식품유형,136,
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,국산-수입,136,
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,검사항목,136,
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,검사기관,136,
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,검사의뢰일자,136,
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,결과회보일자,136,
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,검사결과,136,
93_인천광역시 서구_유통식품 방사능 수거검사 결과_20240805.csv,데이터기준일자,136,
94_한국의료기기안전정보원_품목코드_20240821.csv,일련번호,137,
94_한국의료기기안전정보원_품목코드_20240821.csv,명칭,137,
94_한국의료기기안전정보원_품목코드_20240821.csv,최종수정일,137,
94_한국의료기기안전정보원_품목코드_20240821.csv,품목코드,137,대표
94_한국의료기기안전정보원_품목코드_20240821.csv,사용여부,138,대표
95_국립암센터_암발생 통계 정보_20231228.csv,성별,139,
95_국립암센터_암발생 통계 정보_20231228.csv,국제질병분류,139,
95_국립암센터_암발생 통계 정보_20231228.csv,암종,139,
95_국립암센터_암발생 통계 정보_20231228.csv,연령군,139,대표
95_국립암센터_암발생 통계 정보_20231228.csv,조발생률,139,
95_국립암센터_암발생 통계 정보_20231228.csv,발생자수,140,
96_대구광역시 북구_의료기관 수술실 현황_20240531.csv,수술실 수,140,
98_강원특별자치도_의료시설 현황_20230821.csv,입원실,140,
98_강원특별자치도_의료시설 현황_20230821.csv,병상,140,대표
96_대구광역시 북구_의료기관 수술실 현황_20240531.csv,의료기관명,141,
96_대구광역시 북구_의료기관 수술실 현황_20240531.csv,의료기관종별,141,
96_대구광역시 북구_의료기관 수술실 현황_20240531.csv,수술실 유무,141,대표
96_대구광역시 북구_의료기관 수술실 현황_20240531.csv,수술실 수,141,
96_대구광역시 북구_의료기관 수술실 현황_20240531.csv,데이터 기준일자,141,
97_보건복지부_시도별 암 발생자 분포_20201231.csv,시도,142,
97_보건복지부_시도별 암 발생자 분포_20201231.csv,남자 암발생자수(명),142,
97_보건복지부_시도별 암 발생자 분포_20201231.csv,여자 암발생자수(명),142,대표
98_강원특별자치도_의료시설 현황_20230821.csv,시도명,143,
98_강원특별자치도_의료시설 현황_20230821.csv,시군구명,143,
98_강원특별자치도_의료시설 현황_20230821.csv,의료기관종별,143,
98_강원특별자치도_의료시설 현황_20230821.csv,의료기관명,143,
98_강원특별자치도_의료시설 현황_20230821.csv,개설구분,143,
98_강원특별자치도_의료시설 현황_20230821.csv,개설연도,143,
98_강원특별자치도_의료시설 현황_20230821.csv,입원실,143,대표
98_강원특별자치도_의료시설 현황_20230821.csv,병상,143,
98_강원특별자치도_의료시설 현황_20230821.csv,연락처,143,
98_강원특별자치도_의료시설 현황_20230821.csv,응급의료센터지정,143,
98_강원특별자치도_의료시설 현황_20230821.csv,소재지도로명주소,143,
98_강원특별자치도_의료시설 현황_20230821.csv,경도,143,
98_강원특별자치도_의료시설 현황_20230821.csv,위도,143,
99_전라남도_광양시_보건소 의료장비 보유 현황_20241022.csv,물품명,144,
99_전라남도_광양시_보건소 의료장비 보유 현황_20241022.csv,규격명,144,
99_전라남도_광양시_보건소 의료장비 보유 현황_20241022.csv,구입단가,144,
99_전라남도_광양시_보건소 의료장비 보유 현황_20241022.csv,구입일자,144,
99_전라남도_광양시_보건소 의료장비 보유 현황_20241022.csv,기능,144,대표
99_전라남도_광양시_보건소 의료장비 보유 현황_20241022.csv,확보기관,144,
99_전라남도_광양시_보건소 의료장비 보유 현황_20241022.csv,비고,144,
