순번,행정구역,업소명,소재지,전화번호,관리구분
1565,전북 부안군,서림엘피지충전소,전북특별자치도 부안군 부안읍 오리정로 42,063-581-7600,자동차충전
1566,전북 순창군,순창엘피지충전소,전북특별자치도 순창군 순창읍 장류로 234-7,063-652-0144,자동차충전
1567,전북 완주군,(주)동신산업동신LPG충전소완주지점,전북특별자치도 완주군 봉동읍 완주로 539 (외3필지),063-244-3979,용기+자동차+탱크+13kg용기
1568,전북 완주군,삼례엘피지충전소,전북특별자치도 완주군 삼례읍 삼례로 297 ,063-291-4321,자동차+13kg용기
1569,전북 완주군,(주)풀무원푸드앤컬처(순천방향)충전소,전북특별자치도 완주군 이서면 호남고속도로 161-1 ,063-227-4114,자동차충전
1570,전북 완주군,한일엘피지충전소,전북특별자치도 완주군 소양면 전진로 656 ,063-241-5757,자동차충전
1571,전북 완주군,소양엘피지(LPG)충전소,전북특별자치도 완주군 소양면 전진로 592 ,063-244-2127,자동차충전
1572,전북 완주군,(주)조은에너지편백충전소,전북특별자치도 완주군 상관면 춘향로 4449,063-231-5179,자동차충전
1573,전북 완주군,(주)가스온현대,전북특별자치도 완주군 용진읍 구억명덕로 130 ,063-242-5589,용기+탱크+13kg용기
1574,전북 완주군,오케이완주충전소,전북특별자치도 완주군 상관면 춘향로 4082 ,063-478-1331,자동차충전
1575,전북 완주군,구이LPG충전소,전북특별자치도 완주군 구이면 모악로 3850 ,063-221-1206,자동차충전
1576,전북 완주군,정원충전소,전북특별자치도 완주군 봉동읍 봉동로 824,063-262-0096,자동차충전
1577,전북 완주군,(주)풀무원푸드앤컬처(천안방향)충전소,전북특별자치도 완주군 이서면 호남고속도로 162-1 ,063-236-4400,자동차충전
1578,전북 완주군,삼봉에너지,전북특별자치도 완주군 삼례읍 과학로 509 ,063-261-5100,자동차+13kg용기
1579,전북 완주군,용진에너지,전북특별자치도 완주군 용진읍 초포다리로 259 외1필지,063-241-4910,용기+자동차+13kg용기
1580,전북 완주군,소양사랑LPG충전소,전북특별자치도 완주군 소양면 전진로 891,063-244-2188,자동차충전
1581,전북 익산시,현대엘피지충전소,전북특별자치도 익산시 하나로 51 (금강동),063-837-5147,자동차충전
1582,전북 익산시,호남제일충전소,전북특별자치도 익산시 오산면 군익로 365 ,063-858-4457,자동차충전
1583,전북 익산시,우리유통(주)여산(하)충전소,전북특별자치도 익산시 여산면 호남고속도로 191 ,063-836-5246,자동차충전
1584,전북 익산시,넝쿨가스충전소,"전북특별자치도 익산시 석암로 171 (석암동,외9필지)",063-856-7171,용기+자동차+탱크+13kg용기
1585,전북 익산시,익산IC LPG충전소(대왕석유무역(주)),전북특별자치도 익산시 무왕로 1711 (덕기동) ,063-834-8580,자동차충전
1586,전북 익산시,(주)피더스,전북특별자치도 익산시 무왕로 1658 (덕기동) ,063-836-3451,자동차충전
1587,전북 익산시,익산LPG충전소,전북특별자치도 익산시 하나로 16 (금강동) ,063-833-9771,용기+자동차+탱크+13kg용기
1588,전북 익산시,동산가스충전소,전북특별자치도 익산시 평동로 854 (동산동),063-851-9600,자동차+13kg용기
1589,전북 익산시,(주)한유에너지 신동양충전소,전북특별자치도 익산시 목천로 29 (목천동) ,063-837-1011,용기+자동차+탱크+13kg용기+부탄캔
1590,전북 익산시,익산하나로LPG충전소,전북특별자치도 익산시 하나로 61 (금강동) ,063-858-0996,자동차충전
1591,전북 익산시,월드컵엘피지충전소,전북특별자치도 익산시 익산대로 621 (신용동) ,063-856-8280,자동차충전
1592,전북 익산시,새천년엘피지충전소,전북특별자치도 익산시 목천로 140 (목천동),063-856-4903,자동차충전
1593,전북 익산시,신용LPG충전소,전북특별자치도 익산시 익산대로 610 (신용동) ,063-853-6334,자동차충전
1594,전북 익산시,하이엘피지충전소,전북특별자치도 익산시 하나로 633 (임상동) ,063-838-2117,자동차충전
1595,전북 익산시,(주)승민에너지,전북특별자치도 익산시 함열읍 함열로 25 ,063-862-3737,자동차충전
1596,전북 익산시,서해고속LPG충전소,전북특별자치도 익산시 무왕로 801 (신용동) ,063-853-5800,자동차충전
1597,전북 익산시,우리유통(주)여산(상)충전소,전북특별자치도 익산시 여산면 호남고속도로 192,063-836-5272,자동차충전
1598,전북 익산시,익산금호가스충전소,전북특별자치도 익산시 무왕로 1512 (석왕동) ,063-838-0778,자동차충전
1599,전북 익산시,(주)한성가스,전북특별자치도 익산시 서동로 210 (금강동) ,063-858-5567,용기+자동차+13kg용기
1600,전북 익산시,모현충전소,전북특별자치도 익산시 익산대로 347 (모현동2가) ,063-856-9400,자동차충전
1601,전북 익산시,(유)이리가스,전북특별자치도 익산시 약촌로 53 (신흥동) ,063-855-0977,자동차충전
1602,전북 임실군,임실충전소,전북특별자치도 임실군 임실읍 춘향로 3007 ,063-643-4500,용기+자동차+13kg용기
1603,전북 임실군,(주)풀무원푸드앤컬처오수(완주방향)충전소,전북특별자치도 임실군 오수면 순천완주고속도로 74,063-644-4800,자동차충전
1604,전북 임실군,(주)풀무원푸드앤컬처오수(순천방향)충전소,전북특별자치도 임실군 오수면 순천완주고속도로 73,063-644-7300,자동차충전
1605,전북 장수군,장계가스충전소,전북특별자치도 장수군 계남면 장무로 148-3 ,063-351-4999,자동차충전
1606,전북 장수군,(주)풀무원 덕유산(통영)충전소,전북특별자치도 장수군 계북면 통영대전고속도로 147 ,063-353-5106,자동차충전
1607,전북 전주시 덕진구,덕진LPG충전소,전북특별자치도 전주시 덕진구 동부대로 1230 (송천동2가) ,063-253-6622,자동차충전
1608,전북 전주시 덕진구,신협제2LPG충전소,전북특별자치도 전주시 덕진구 기린대로 646 (팔복동2가),063-212-4859,자동차충전
1609,전북 전주시 덕진구,(유)전주에너지충전소,전북특별자치도 전주시 덕진구 신복로 96 (팔복동1가) ,063-211-6300,용기+자동차+탱크+13kg용기
1610,전북 전주시 덕진구,호남가스충전소,전북특별자치도 전주시 덕진구 기린대로 424 (금암동) ,063-274-8956,자동차충전
1611,전북 전주시 덕진구,서림가스충전소,전북특별자치도 전주시 덕진구 동부대로 844 (호성동1가),063-241-5454,자동차충전
1612,전북 전주시 덕진구,(유)하은에너지우문가스충전주유소,"전북특별자치도 전주시 덕진구 송천동2가 1186-2,1190,1191",063-278-0109,자동차충전
1613,전북 전주시 덕진구,전주오케이충전소,전북특별자치도 전주시 덕진구 동부대로 933 (호성동2가) ,063-253-1110,자동차충전
1614,전북 전주시 덕진구,(유)대성엘피지충전소,전북특별자치도 전주시 덕진구 기린대로 720 (팔복동1가) ,063-211-1955,자동차충전
1615,전북 전주시 덕진구,전주오렌지충전소,전북특별자치도 전주시 덕진구 온고을로 523  ,063-633-5500,자동차충전
1616,전북 전주시 덕진구,고랑엘피지충전소,전북특별자치도 전주시 덕진구 삼례로 164 (고랑동) ,063-277-7755,자동차충전
1617,전북 전주시 덕진구,길상LPG충전소,전북특별자치도 전주시 덕진구 삼례로 115 (반월동),063-211-0770,자동차충전
1618,전북 전주시 덕진구,은혜충전소,전북특별자치도 전주시 덕진구 신복로 2 (팔복동1가) ,063-288-5840,자동차충전
1619,전북 전주시 덕진구,직영충전소,전북특별자치도 전주시 덕진구 혁신로 360 (장동) ,063-213-0880,자동차충전
1620,전북 전주시 덕진구,경기장LPG충전소,전북특별자치도 전주시 덕진구 원반월길 106 (장동),063-212-7603,자동차충전
1621,전북 전주시 덕진구,전주산정충전소,전북특별자치도 전주시 덕진구 전진로 62 (산정동) ,063-247-5150,자동차충전
1622,전북 전주시 덕진구,만남의충전소,전북특별자치도 전주시 덕진구 초포다리로 194 (호성동1가) ,063-254-1771,자동차충전
1623,전북 전주시 덕진구,동산엘피지충전소,전북특별자치도 전주시 덕진구 기린대로 898 (동산동),063-277-1462,자동차충전
1624,전북 전주시 덕진구,대일LPG충전소,전북특별자치도 전주시 덕진구 사거리길 8 (호성동2가),063-253-8671,자동차충전
1625,전북 전주시 완산구,한일충전소,전북특별자치도 전주시 완산구 콩쥐팥쥐로 1695 (효자동3가),063-224-5005,자동차충전
1626,전북 전주시 완산구,(유)삼영에너지,전북특별자치도 전주시 완산구 쑥고개로 11 (용복동) ,063-222-1645,자동차충전
1627,전북 전주시 완산구,전주평화엘피지충전소,전북특별자치도 전주시 완산구 모악로 4601 (평화동3가),063-236-6570,자동차충전
1628,전북 전주시 완산구,전주유성LPG충전소,"전북특별자치도 전주시 완산구 춘향로 4981 (색장동) ,외8필지",063-284-0979,자동차충전
1629,전북 전주시 완산구,(주)피더스이엔에스,전북특별자치도 전주시 완산구 거마평로 223 (효자동1가),063-224-4142,자동차충전
1630,전북 전주시 완산구,(주)진성에너지색장충전소,전북특별자치도 전주시 완산구 춘향로 4900 (색장동) ,063-288-5840,용기+자동차+탱크+13kg용기+부탄캔
1631,전북 전주시 완산구,대광엘피지충전소,전북특별자치도 전주시 완산구 춘향로 4881 (색장동),063-232-5184,자동차충전
1632,전북 전주시 완산구,서곡가스충전소,전북특별자치도 전주시 완산구 온고을로 192 (효자동3가),063-277-9934,용기+자동차+탱크+13kg용기
1633,전북 전주시 완산구,하은충전소,전북특별자치도 전주시 완산구 쑥고개로 181 (삼천동3가) ,063-222-6337,자동차충전
1634,전북 전주시 완산구,완산IC충전소,전북특별자치도 전주시 완산구 모악로 4483 (석구동),063-225-7008,자동차충전
1635,전북 전주시 완산구,(유)동유산업상림충전소,전북특별자치도 전주시 완산구 콩쥐팥쥐로 1586 (상림동),063-237-5000,자동차+탱크
1636,전북 전주시 완산구,(유)일진엘피지충전소,전북특별자치도 전주시 완산구 우림로 1084 (중인동) ,063-221-8968,자동차+탱크
1637,전북 전주시 완산구,소망엘피지충전소,전북특별자치도 전주시 완산구 춘향로 5271 (대성동) ,070-776-7049,자동차충전
1638,전북 전주시 완산구,(주)반디이원전주점,전북특별자치도 전주시 완산구 쑥고개로 330 (효자동2가),063-228-0300,자동차충전
1639,전북 전주시 완산구,전주개인택시신협LPG충전소,전북특별자치도 전주시 완산구 온고을로 180 (효자동3가) ,063-278-6578,자동차충전
1640,전북 정읍시,정읍휴게소(하)충전소,전북특별자치도 정읍시 북면 정신로 135-61 ,063-533-0906,자동차충전
1641,전북 정읍시,정주가스충전소,전북특별자치도 정읍시 벚꽃로 167 (연지동) ,063-532-1101,자동차충전
1642,전북 정읍시,(유)에버그린에너지,전북특별자치도 정읍시 신태인읍 석지로 345,063-571-6100,용기+자동차+13kg용기
1643,전북 정읍시,신태인엘피지충전소,전북특별자치도 정읍시 신태인읍 감곡로 63 ,063-571-7030,자동차충전
1644,전북 정읍시,신흥엘피지충전소,전북특별자치도 정읍시 정읍북로 50 (구룡동),063-531-3324,자동차충전
1645,전북 정읍시,정읍공단엘피지충전소,전북특별자치도 정읍시 북면 서부산업도로 695 ,063-538-0099,자동차충전
1646,전북 정읍시,내장가스충전소,전북특별자치도 정읍시 내장산로 21 (상동) ,063-535-4804,자동차충전
1647,전북 정읍시,오케이종합에너지,전북특별자치도 정읍시 고부면 영원로 163 ,063-535-5128,자동차+탱크
1648,전북 정읍시,(주)에스피씨삼립정읍녹두장군(천안)충전소,전북특별자치도 정읍시 북면 하북1길 227-23 ,063-533-0903,자동차충전
1649,전북 정읍시,호남가스충전소,전북특별자치도 정읍시 정읍남로 1309 (시기3동),063-533-0061,자동차충전
1650,전북 정읍시,연송엘피지충전소,전북특별자치도 정읍시 충정로 470 (농소동) ,063-538-7771,자동차충전
1651,전북 정읍시,하북충전소,전북특별자치도 정읍시 서부산업도로 552 (하북동) ,063-531-9100,자동차충전
1652,전북 진안군,진안마이산(익산방향)충전소,전북특별자치도 진안군 진안읍 익산장수고속도로 41-1,063-432-1383,자동차충전
1653,전북 진안군,진안마이산(장수방향)충전소,전북특별자치도 진안군 진안읍 익산장수고속도로 42-1 ,063-432-6353,자동차충전
1654,전북 진안군,반석충전소,전북특별자치도 진안군 부귀면 전진로 2721 ,063-514-1785,자동차충전
1655,전북 진안군,마이산LPG충전소,전북특별자치도 진안군 진안읍 전진로 3067 ,063-432-5577,자동차충전
1656,전북 진안군,진안충전소,전북특별자치도 진안군 진안읍 진장로 112 ,063-433-3344,자동차충전
1657,제주 서귀포시,(주)한라에너지,제주특별자치도 서귀포시 일주동로 8281 한라LPG충전소,064-733-0098,용기+자동차+탱크+13kg용기
1658,제주 서귀포시,성산동부가스충전소,제주특별자치도 서귀포시 성산읍 일주동로 4085,064-784-1321,자동차충전
1659,제주 서귀포시,중문관광단지충전소,제주특별자치도 서귀포시 일주서로 1076,064-738-5157,자동차충전
1660,제주 서귀포시,중문충전소,제주특별자치도 서귀포시 일주서로 1120 중문충전소,064-738-8680,자동차충전
1661,제주 서귀포시,(주)천마강정충전소,제주특별자치도 서귀포시 일주서로 77 LPG충전소,064-739-6608,용기+자동차+탱크+13kg용기
1662,제주 서귀포시,안덕하나충전소,제주특별자치도 서귀포시 안덕면 한창로 178 안덕주유소,064-794-6996,자동차충전
1663,제주 서귀포시,표선충전소,제주특별자치도 서귀포시 표선면 일주동로 5691,064-787-5149,자동차충전
1664,제주 서귀포시,송악충전소,제주특별자치도 서귀포시 대정읍 일주서로 2184,064-792-7890,자동차충전
1665,제주 서귀포시,서귀포충전소,제주특별자치도 서귀포시 동홍남로 85 서귀포 충전소,064-762-6409,자동차충전
1666,제주 서귀포시,모슬포LPG충전소,제주특별자치도 서귀포시 대정읍 일주서로 2556,064-792-7788,자동차충전
1667,제주 서귀포시,성산LPG충전소,제주특별자치도 서귀포시 성산읍 일주동로 4495 성산LPG충전소,064-784-7272,자동차충전
1668,제주 서귀포시,동천가스충전소,제주특별자치도 서귀포시 일주동로 9052 동천가스LPG,064-739-3488,자동차충전
1669,제주 서귀포시,유진가스충전소,제주특별자치도 서귀포시 표선면 번영로 3243,064-787-0459,자동차충전
1670,제주 제주시,제주도개인택시조합LPG충전소,제주특별자치도 제주시 도공로 141,064-713-2790,자동차충전
1671,제주 제주시,신엄충전소,제주특별자치도 제주시 애월읍 일주서로 6569,064-799-0101,자동차충전
1672,제주 제주시,SK제주공항충전소,제주특별자치도 제주시 용문로 28 (용담이동) ,064-745-1151,자동차충전
1673,제주 제주시,소명충전소,제주특별자치도 제주시 한북로 313 소명충전소,064-721-8181,자동차충전
1674,제주 제주시,제주특별자치도개인택시운송사업조합LPG충전소(화북점,제주특별자치도 제주시 일주동로 22,064-726-3200,자동차충전
1675,제주 제주시,주식회사 동인에너지,제주특별자치도 제주시 조천읍 와흘로 297 ,064-724-9798,용기+탱크+13kg용기
1676,제주 제주시,(주)제주미래에너지화북충전소,제주특별자치도 제주시 선반남1길 66,064-755-5151,자동차충전
1677,제주 제주시,안전LPG충전소,제주특별자치도 제주시 연삼로 640,064-702-2121,자동차충전
1678,제주 제주시,SK에너지(주)제주물류센터,제주특별자치도 제주시 천수동로 62 (일도이동) ,064-721-6051,탱크로리
1679,제주 제주시,연동가스충전소,제주특별자치도 제주시 과원로 60 (연동) SK LPG충전소,064-711-0339,자동차+13kg용기
1680,제주 제주시,극동충전소,제주특별자치도 제주시 동광로 141,064-758-8434,자동차충전
1681,제주 제주시,한마음가스충전소,제주특별자치도 제주시 간월동로 94,064-722-7900,자동차충전
1682,제주 제주시,삼화석유(주)늘푸른자동차충전소,제주특별자치도 제주시 서광로 137 늘푸른충전소,064-741-2121,자동차+13kg용기
1683,제주 제주시,동명가스충전소,제주특별자치도 제주시 연삼로 804,064-702-6622,자동차충전
1684,제주 제주시,제주공항LPG충전소,제주특별자치도 제주시 일주서로 7709,064-712-0020,자동차충전
1685,제주 제주시,함덕엘피지충전소,제주특별자치도 제주시 조천읍 일주동로 1122 ,064-784-1600,자동차충전
1686,제주 제주시,정우오라엘피지충전소,제주특별자치도 제주시 오남로 150,064-749-1123,자동차충전
1687,제주 제주시,(주)천마와산충전소,제주특별자치도 제주시 조천읍 미래로 205 천마물산,064-784-3205,용기+탱크+13kg용기
1688,제주 제주시,(주)천마한림충전소,제주특별자치도 제주시 한림읍 일주서로 5467,064-796-7901,자동차+13kg용기
1689,제주 제주시,제주가스충전소,제주특별자치도 제주시 동문로 157,064-757-4114,자동차충전
1690,제주 제주시,삼화석유(주)한동충전소,제주특별자치도 제주시 구좌읍 일주동로 2761,064-783-6001,자동차충전
1691,제주 제주시,제주오케이충전소,제주특별자치도 제주시 일주서로 7588,064-749-5187,자동차충전
1692,제주 제주시,삼광충전소,제주특별자치도 제주시 번영로 152 삼광충전소,064-725-5135,자동차충전
1693,제주 제주시,제주비케이 주식회사,제주특별자치도 제주시 노형로 162,064-753-7000,용기+자동차+탱크
1694,제주 제주시,(주)제주미래에너지,제주특별자치도 제주시 한림읍 협재남2길 2,064-796-1423,용기+탱크+13kg용기
1695,충남 계룡시,창연LPG충전소,충청남도 계룡시 엄사면 계백로 3207-4,042-841-8878,자동차충전
1696,충남 계룡시,계룡LPG충전소,충청남도 계룡시 엄사면 계백로 3013,042-841-6601,자동차충전
1697,충남 공주시,공주(당진방향)휴게소충전소,충청남도 공주시 의당면 당진영덕고속도로 71,041-854-9504,자동차충전
1698,충남 공주시,(주)지성에너지(반포),충청남도 공주시 반포면 금벽로 1749,041-856-6123,자동차충전
1699,충남 공주시,공주현대충전소,충청남도 공주시 계룡면 차령로 867 (충전소),041-881-5189,자동차충전
1700,충남 공주시,이인(상행)충전소,충청남도 공주시 이인면 논산천안고속도로 32,041-856-8741,자동차충전
1701,충남 공주시,공주(대전)휴게소충전소,충청남도 공주시 당진영덕고속도로 72,041-854-9728,자동차충전
1702,충남 공주시,공주LPG충전소,충청남도 공주시 창벽로 200-4,041-855-7252,자동차충전
1703,충남 공주시,정안상행충전소,충청남도 공주시 정안면 장원장자울길 120,,자동차충전
1704,충남 공주시,금학엘피지충전소,충청남도 공주시 우금티로 468,041-852-2000,자동차충전
1705,충남 공주시,오송가스충전소,충청남도 공주시 우금티로 353,041-852-5143,자동차충전
1706,충남 공주시,(주)재영 마암LPG충전소,충청남도 공주시 반포면 금벽로 1492,041-853-8581,자동차충전
1707,충남 공주시,지성에너지 주식회사,충청남도 공주시 차령로 1860,041-858-7335,자동차+13kg용기
1708,충남 공주시,유구농협엘피지충전소,충청남도 공주시 유구읍 금계산로 477,041-841-9533,자동차충전
1709,충남 공주시,키다리식품(주)정안하행주유소지점,충청남도 공주시 정안면 논산천안고속도로 57-1,041-858-0531,자동차충전
1710,충남 공주시,탄천(하행)충전소,충청남도 공주시 탄천면 논산천안고속도로 27-2,041-854-3526,자동차충전
1711,충남 공주시,백룡LPG충전소,충청남도 공주시 신풍면 차동로 1791-22,041-841-5185,자동차충전
1712,충남 공주시,미래에너지산업(주)미래LPG충전소,충청남도 공주시 신풍면 차동로 2152,041-841-3337,자동차+탱크
1713,충남 공주시,신공주충전소,충청남도 공주시 우성면 연미산고개길 44,041-855-1324,자동차충전
1714,충남 공주시,강변LPG충전소,충청남도 공주시 석장리길 35,041-856-0088,자동차+13kg용기
1715,충남 금산군,지량LPG충전소,충청남도 금산군 복수면 대둔산로 1787,041-753-7338,자동차충전
1716,충남 금산군,인삼랜드(하)충전소,충청남도 금산군 군북면 어필각로 300,075-128-2895,자동차충전
1717,충남 금산군,금산엘피지충전소,충청남도 금산군 금산읍 인삼로 196 금산LPG충전소,041-753-5959,자동차충전
1718,충남 금산군,금성LPG충전소,충청남도 금산군 금성면 금산로 1936 금성LG주유소,041-751-5404,자동차충전
1719,충남 금산군,(주)삼융 서대산충전소,충청남도 금산군 추부면 서대산로 58,041-585-5151,자동차충전
1720,충남 금산군,가스에너지뱅크(주),충청남도 금산군 금성면 의총리 353-6,041-751-7950,용기+자동차+탱크+13kg용기
1721,충남 금산군,(주)케이알산업 인삼랜드(상)충전소,충청남도 금산군 군북면 대암길 34-30 인삼랜드(상)휴게소,041-754-5180,자동차충전
1722,충남 논산시,선진LPG충전소,충청남도 논산시 논산대로 524,041-734-9300,자동차충전
1723,충남 논산시,논산LPG충전소,충청남도 논산시 계백로 1171,041-736-5573,자동차충전
1724,충남 논산시,연산LPG충전소,충청남도 논산시 연산면 계백로 2048,041-732-3759,자동차충전
1725,충남 논산시,강경가스충전소,충청남도 논산시 강경읍 강경로 26,041-745-7997,자동차충전
1726,충남 논산시,(주)썬엘 벌곡(대전방향)가스충전소,충청남도 논산시 벌곡로 9-58 외2필지,041-734-5250,자동차충전
1727,충남 논산시,황금LPG충전소,충청남도 논산시 논산대로 228-18 가동,041-734-5496,자동차충전
1728,충남 논산시,현대가스충전소,충청남도 논산시 계백로 917,073-523-2381,자동차충전
1729,충남 논산시,대교에너지,충청남도 논산시 광석면 논산평야로 684,041-736-7574,자동차충전
1730,충남 논산시,계백LPG충전소,충청남도 논산시 부적면 남마구평길 15,041-736-6668,자동차충전
1731,충남 논산시,연무충전소,충청남도 논산시 연무읍 동안로 955,041-741-7544,자동차충전
1732,충남 논산시,(주)바이오시스 벌곡주유소,충청남도 논산시 벌곡면 호남지선고속도로 25,041-733-7487,자동차충전
1733,충남 논산시,서강에너지(주) 구:현대연무충전소,충청남도 논산시 연무읍 동안로 1156 가동,041-742-9742,자동차충전
1734,충남 당진시,거룡엘피지충전소,충청남도 당진시 정미면 서해로 4916 거룡LPG충전소,041-356-8814,자동차충전
1735,충남 당진시,(주)비티비가스,충청남도 당진시 합덕읍 덕평로 409,041-362-2299,자동차충전
1736,충남 당진시,운정가스충전소,충청남도 당진시 신평면 서해로 7516-3,041-363-9777,자동차충전
1737,충남 당진시,21세기충전소,충청남도 당진시 시곡동 142-1,041-356-6630,자동차충전
1738,충남 당진시,당진가스충전소,충청남도 당진시 대덕로 238,041-355-1171,자동차충전
1739,충남 당진시,대우가스충전소,충청남도 당진시 합덕읍 남부로 1985,041-362-2848,자동차충전
1740,충남 당진시,LPG서산IC충전소,충청남도 당진시 정미면 서해로 4909,041-352-6557,자동차충전
1741,충남 당진시,효성LPG충전소,충청남도 당진시 신평면 북부산업로 135,041-362-2474,자동차충전
1742,충남 당진시,(주)당진엘피지,충청남도 당진시 원당로 17,041-353-4100,용기+자동차+13kg용기
1743,충남 당진시,서해LPG충전소,충청남도 당진시 신평면 매산로 67 E1.LPG충전소,041-363-3344,용기+13kg용기
1744,충남 당진시,영일충전소,충청남도 당진시 역천로 577,041-356-0101,자동차충전
1745,충남 당진시,해바라기충전소,충청남도 당진시 송악읍 서해로 6622,041-358-5179,자동차충전
1746,충남 당진시,(주)케이엘페트로행담도 하행지점LPG충전소,충청남도 당진시 신평면 서해안고속도로 275,041-357-8646,자동차충전
1747,충남 당진시,(주)케이엘페트로행담도 상행지점LPG충전소,충청남도 당진시 신평면 서해안고속도로 275,041-357-8644,자동차충전
1748,충남 당진시,신평엘피지충전소,충청남도 당진시 신평면 서해로 6923-5 사무실,041-362-7007,자동차충전
1749,충남 보령시,대천IC충전소,충청남도 보령시 대해로 286 (남곡동),041-935-5358,자동차충전
1750,충남 보령시,대천유통(주)대천(상)주유소,충청남도 보령시 주교면 서해안고속도로 200,041-931-5371,자동차충전
1751,충남 보령시,SK보령충전소,"충청남도 보령시 화산동 705-8, 705-9",041-931-5022,자동차+탱크
1752,충남 보령시,SK서해에너지,충청남도 보령시 대청로 177,041-934-2555,자동차충전
1753,충남 보령시,내항LPG충전소,충청남도 보령시 해안로 71,041-934-7993,자동차충전
1754,충남 보령시,대천(하)가스충전소,충청남도 보령시 주교면 서해안고속도로 199,041-931-5871,자동차충전
1755,충남 보령시,대성산업(주)보령충전소,충청남도 보령시 보령남로 130-17 (명천동) LPG보령충전소,041-935-6628,용기+자동차+탱크+13kg용기
1756,충남 보령시,보령머드엘피지충전소,충청남도 보령시 대청로 379,041-935-2488,자동차충전
1757,충남 보령시,보령엘엔지터미널 주식회사,충청남도 보령시 오천면 오천해안로 333,041-939-9922,기타
1758,충남 보령시,보령가스마트(주)옥산,"충청남도 보령시 궁촌동 12,12-3 ",,기타
1759,충남 부여군,가나다가스충전소,충청남도 부여군 부여읍 성왕로 441,041-835-3636,자동차충전
1760,충남 부여군,부여백제(공주방향)충전소,충청남도 부여군 내산면 서천공주고속도로 26,041-833-8300,자동차충전
1761,충남 부여군,충청LPG충전소,충청남도 부여군 석성면 왕릉로 513,041-836-0335,용기+탱크+13kg용기
1762,충남 부여군,OK충전소,충청남도 부여군 부여읍 성왕로 466,041-832-5560,자동차충전
1763,충남 부여군,궁남LPG충전소,충청남도 부여군 부여읍 대백제로 2366,041-837-3200,자동차충전
1764,충남 부여군,용정LPG충전소,충청남도 부여군 부여읍 백제문화로124번길 11,041-837-3100,자동차충전
1765,충남 부여군,주식회사 한유에너지 충남가스충전소,충청남도 부여군 홍산면 대백제로 1035,041-834-7733,용기+자동차+탱크+13kg용기
1766,충남 부여군,부여백제(서천방향)충전소,충청남도 부여군 내산면 서천공주고속도로 25,041-834-4600,자동차충전
1767,충남 서산시,서산자동차충전소,충청남도 서산시 고운로 352,041-665-3005,자동차충전
1768,충남 서산시,자연수석에너지(주),충청남도 서산시 소탐2길 17-8,041-668-0101,자동차충전
1769,충남 서산시,희망엘피지충전소,충청남도 서산시 충의로 262,041-668-1177,자동차충전
1770,충남 서산시,(주)애향,충청남도 서산시 중앙로 504,041-669-3002,자동차충전
1771,충남 서산시,서산가스산업(주),충청남도 서산시 충의로 267,041-664-7950,용기+자동차+탱크+13kg용기
1772,충남 서산시,(주)유니충전소,충청남도 서산시 서해로 3621,041-668-5182,자동차충전
1773,충남 서산시,간월LPG충전소,충청남도 서산시 부석면 천수만로 750,041-669-4004,자동차충전
1774,충남 서산시,(주)우리우일,충청남도 서산시 덕지천로 139-2,041-665-8029,용기충전
1775,충남 서산시,(주)서강에너지 서산LPG충전소,충청남도 서산시 서해로 3592,041-667-7727,자동차+13kg용기
1776,충남 서산시,(주)E1(대산기지),충청남도 서산시 대산읍 독곶1로 82-1,041-661-5413,기타
1777,충남 서산시,태아산업(주)서산(서울방향)충전소,충청남도 서산시 서해안고속도로 242,041-688-7717,자동차충전
1778,충남 서산시,태아산업(주)서산(목포방향)충전소,충청남도 서산시 해미면 서해안고속도로 241,041-688-8817,자동차충전
1779,충남 서산시,(주)당진엘피지 대산에너지,충청남도 서산시 대산읍 충의로 1700,041-669-2877,용기+자동차+탱크+13kg용기
1780,충남 서산시,에스케이(SK)가스서산충전소,충청남도 서산시 팔봉면 서해로 2655,041-663-5020,용기+자동차+탱크+13kg용기
1781,충남 서천군,대보건설(주)서천(목포)충전소,충청남도 서천군 서천읍 서해안고속도로 169,041-952-9738,자동차충전
1782,충남 서천군,삼호가스충전소,충청남도 서천군 서천읍 서문로 64,041-953-8811,자동차충전
1783,충남 서천군,서창산업(주)서천(서울방향)충전소,충청남도 서천군 비인면 서해안고속도로 168,041-952-9735,자동차충전
1784,충남 서천군,서천엘피지충전소,충청남도 서천군 마서면 장서로 750,041-951-8855,자동차충전
1785,충남 서천군,행복충전소,충청남도 서천군 서천읍 대백제로 866,041-952-2014,자동차충전
1786,충남 서천군,서천에너지산업(주)서천LPG충전소,충청남도 서천군 마서면 금강로 1089,041-956-7791,자동차충전
1787,충남 서천군,스타에너지주식회사,충청남도 서천군 종천면 충서로 187,041-952-8190,자동차+탱크
1788,충남 서천군,대영자동차충전소,충청남도 서천군 장항읍 장서로 230 대영자동차충전소,041-957-0183,자동차충전
1789,충남 아산시,현대자동차(주) 아산공장,충청남도 아산시 인주면 현대로 1077,041-530-5197,자동차사
1790,충남 아산시,SKgas 도고충전소,충청남도 아산시 도고면 온천대로 469,041-541-3603,자동차+탱크
1791,충남 아산시,아산온천LPG충전소,충청남도 아산시 곡교천로 177 E1 LPG충전소,041-532-9077,용기+자동차+탱크+13kg용기
1792,충남 아산시,아산둔포충전소,충청남도 아산시 둔포면 장영실로 1288,041-541-1610,자동차충전
