수가코드,한글수가명,산재단가금액,일반단가금액,건강단가금액,보호일반단가금액,산재일반단가금액,산재후유단가금액,감액가능품목여부,해당수가입력일자,적용시작일자,적용종료일자
Q2188,설단순절제술[거설증등]-1/2미만,157320,228110,157320,157320,157320,157320,Y,2001-01-01,2019-01-01,2019-12-31
Q2189,설단순절제술[거설증등]-1/2이상,187450,271800,187450,187450,187450,187450,Y,2001-01-01,2019-01-01,2019-12-31
Q2191,연구개열수술[점막하구개열수술],438300,635530,438300,438300,438300,438300,Y,2001-01-01,2019-01-01,2019-12-31
Q2192,구개인두부전증교정술,447200,648440,447200,447200,447200,447200,Y,2001-01-01,2019-01-01,2019-12-31
Q2193,경구개열수술@편측,505750,733340,505750,505750,505750,505750,Y,2001-01-01,2019-01-01,2019-12-31
Q2194,경구개열수술@양측,652510,946140,652510,652510,652510,652510,Y,2001-01-01,2019-01-01,2019-12-31
Q2195,(복잡)수면중무호흡증후군수술(구개인두성형술),246590,357560,246590,246590,246590,246590,Y,2015-12-28,2019-01-01,2019-12-31
Q2196,수면중무호흡증후군수술(구개인두성형술),207780,301280,207780,207780,207780,207780,Y,2001-01-01,2019-01-01,2019-12-31
Q2197,수면중무호흡증후군수술(구개수절제술),67260,97530,67260,67260,67260,67260,Y,2001-01-01,2019-01-01,2019-12-31
Q2198,치조열수술(편측),466380,676250,466380,466380,466380,466380,Y,2001-01-01,2019-01-01,2019-12-31
Q2199,치조열수술(양측),599170,868800,599170,599170,599170,599170,Y,2001-01-01,2019-01-01,2019-12-31
Q2201,구강내양성종양적출술,85880,124520,85880,85880,85880,85880,Y,2001-01-01,2019-01-01,2019-12-31
Q2202,구강내양성종양적출술(유두종),48250,69970,48250,48250,48250,48250,Y,2001-01-01,2019-01-01,2019-12-31
Q2203,구강내악성종양적출술,580750,842090,580750,580750,580750,580750,Y,2001-01-01,2019-01-01,2019-12-31
Q2204,구강내종양적출술(양성)-구강저 병소제거,112020,162440,112020,112020,112020,112020,Y,2001-01-01,2019-01-01,2019-12-31
Q2205,구강내종양적출술(유두종등을간단하게제거)-구강저 병소제거,62400,90480,62400,62400,62400,62400,Y,2001-01-01,2019-01-01,2019-12-31
Q2206,구강내종양적출술(악성[림프절청소포함])-구강저 병소제거,694050,1006370,694050,694050,694050,694050,Y,2001-01-01,2019-01-01,2019-12-31
Q2211,하마종조대술,58580,84940,58580,58580,58580,58580,Y,2001-01-01,2019-01-01,2019-12-31
Q2220,하마종적출술,115730,167810,115730,115730,115730,115730,Y,2001-01-01,2019-01-01,2019-12-31
Q2231,이하선종양적출술(양성),931260,1350320,931260,931260,931260,931260,Y,2001-01-01,2019-05-01,2019-12-31
Q2232,이하선종양적출술(악성)[림프절청소 포함],1191570,1727770,1191570,1191570,1191570,1191570,Y,2001-01-01,2019-01-01,2019-12-31
Q2236,악하선및설하선적출술,401300,581880,401300,401300,401300,401300,Y,2001-01-01,2019-05-01,2019-12-31
Q2241,타석절개술(단순),66070,95810,66070,66070,66070,66070,Y,2001-01-01,2019-01-01,2019-12-31
Q2242,타석절개술(타액선적출),203930,295700,203930,203930,203930,203930,Y,2001-01-01,2019-05-01,2019-12-31
Q2251,인후농양절개술(경구강),82450,119550,82450,82450,82450,82450,Y,2001-01-01,2019-01-01,2019-12-31
Q2252,인후 농양절개술(경경부),285690,414250,285690,285690,285690,285690,Y,2001-01-01,2019-05-01,2019-12-31
Q2261,연장경상돌기제거술,112790,163540,112790,112790,112790,112790,Y,2001-01-01,2019-01-01,2019-12-31
Q2272,인두이물제거술 (복잡한것),47020,68180,47020,47020,47020,47020,Y,2001-01-01,2019-01-01,2019-12-31
Q2280,아데노이드 절제술,72240,104740,72240,72240,72240,72240,Y,2001-01-01,2019-01-01,2019-12-31
Q2285,윤상인두근절개술,135340,196240,135340,135340,135340,135340,Y,2001-01-01,2019-01-01,2019-12-31
Q2286,인두피부누공폐쇄술,171680,248940,171680,171680,171680,171680,Y,2001-01-01,2019-01-01,2019-12-31
Q2291,인두양성종양절제술,116050,168270,116050,116050,116050,116050,Y,2001-01-01,2019-05-01,2019-12-31
Q2292,구인두악성종양수술(단순절제),584040,846850,584040,584040,584040,584040,Y,2001-01-01,2019-01-01,2019-12-31
Q2293,구인두악성종양수술(복합절제[하악골등포함]),1185920,1719580,1185920,1185920,1185920,1185920,Y,2001-01-01,2019-01-01,2019-12-31
Q2294,인두악성종양수술-하인두 부분절제,783290,1135780,783290,783290,783290,783290,Y,2001-01-01,2019-01-01,2019-12-31
Q2300,편도전적출술,98690,143110,98690,98690,98690,98690,Y,2001-01-01,2019-01-01,2019-12-31
Q2310,설편도절제술,100910,146310,100910,100910,100910,100910,Y,2001-01-01,2019-01-01,2019-12-31
Q2320,편도주위농양절개술 또는 흡인술,32710,47420,32710,32710,32710,32710,Y,2001-01-01,2019-01-01,2019-12-31
Q2331,식도절개술(경부접근),769170,1115300,769170,769170,769170,769170,Y,2001-01-01,2019-01-01,2019-12-31
Q2332,식도절개술(흉부접근),1057070,1532750,1057070,1057070,1057070,1057070,Y,2001-01-01,2019-01-01,2019-12-31
Q2333,식도조루술,831950,1206330,831950,831950,831950,831950,Y,2001-01-01,2019-01-01,2019-12-31
Q2341,식도봉합술(경부접근),852550,1236200,852550,852550,852550,852550,Y,2001-01-01,2019-01-01,2019-12-31
Q2342,흉부 식도봉합술,1056200,1531490,1056200,1056200,1056200,1056200,Y,2001-01-01,2019-01-01,2019-12-31
Q2343,식도봉합술(복부접근),807300,1170580,807300,807300,807300,807300,Y,2001-01-01,2019-01-01,2019-12-31
Q2346,단순식도절제술(경@복부접근),1282230,1859240,1282230,1282230,1282230,1282230,Y,2001-01-01,2019-01-01,2019-12-31
Q2347,단순식도절제술(흉@복부접근),1924590,2790650,1924590,1924590,1924590,1924590,Y,2001-01-01,2019-01-01,2019-12-31
Q2348,단순식도절제술(경@흉@복부접근),2157680,3128640,2157680,2157680,2157680,2157680,Y,2001-01-01,2019-01-01,2019-12-31
Q2351,식도열공탈장정복술(흉부접근),993050,1439930,993050,993050,993050,993050,Y,2001-01-01,2019-01-01,2019-12-31
Q2352,식도열공탈장정복술(복부접근),839380,1217110,839380,839380,839380,839380,Y,2001-01-01,2019-01-01,2019-12-31
Q2361,식도우회재건술(경@복부접근),2048960,2970990,2048960,2048960,2048960,2048960,Y,2001-01-01,2019-01-01,2019-12-31
Q2362,식도우회재건술(흉@복부접근),2300030,3335040,2300030,2300030,2300030,2300030,Y,2001-01-01,2019-01-01,2019-12-31
Q2363,식도우회재건술(경@흉@복부접근),2494690,3617300,2494690,2494690,2494690,2494690,Y,2001-01-01,2019-01-01,2019-12-31
Q2365,식도절제후재건술(피판성형),1871520,2713710,1871520,1871520,1871520,1871520,Y,2001-01-01,2019-01-01,2019-12-31
Q2366,식도절제후재건술(위이용),1879180,2724800,1879180,1879180,1879180,1879180,Y,2001-01-01,2019-01-01,2019-12-31
Q2367,식도절제후재건술(공장이용),2164880,3139070,2164880,2164880,2164880,2164880,Y,2001-01-01,2019-01-01,2019-12-31
Q2368,식도절제후재건술(유리공장이식),2883020,4180370,2883020,2883020,2883020,2883020,Y,2001-01-01,2019-01-01,2019-12-31
Q2369,식도절제후재건술(대장이용),2158470,3129790,2158470,2158470,2158470,2158470,Y,2001-01-01,2019-01-01,2019-12-31
Q2382,식도이물제거술(흉부접근),908620,1317500,908620,908620,908620,908620,Y,2001-01-01,2019-01-01,2019-12-31
Q2383,식도이물제거술(경부접근),647550,938940,647550,647550,647550,647550,Y,2001-01-01,2019-01-01,2019-12-31
Q2390,식도양성종양적출술(식도입구부),996120,1444370,996120,996120,996120,996120,Y,2001-01-01,2019-01-01,2019-12-31
Q2391,식도양성종양적출술(흉부접근),1212660,1758360,1212660,1212660,1212660,1212660,Y,2001-01-01,2019-01-01,2019-12-31
Q2392,식도양성종양적출술(복부접근),980000,1421000,980000,980000,980000,980000,Y,2001-01-01,2019-01-01,2019-12-31
Q2401,식도 악성종양근치수술[림프절청소포함]-경 복부접근,1820360,2639520,1820360,1820360,1820360,1820360,Y,2001-01-01,2019-01-01,2019-12-31
Q2402,식도악성종양근치수술[림프절청소포함]-흉@복부접근,2208480,3202300,2208480,2208480,2208480,2208480,Y,2001-01-01,2019-01-01,2019-12-31
Q2403,식도악성종양근치수술[림프절청소포함]-경@흉@복부접근,2451810,3555120,2451810,2451810,2451810,2451810,Y,2001-01-01,2019-01-01,2019-12-31
Q2411,선천성식도무공증수술(식도문합),1497880,2171930,1497880,1497880,1497880,1497880,Y,2001-01-01,2019-01-01,2019-12-31
Q2412,선천성식도무공증수술(기관식도루제거),1169660,1696000,1169660,1169660,1169660,1169660,Y,2001-01-01,2019-01-01,2019-12-31
Q2413,선천성식도무공증수술(식도문합과 기관식도루제거 동시 실시),1832350,2656910,1832350,1832350,1832350,1832350,Y,2001-01-01,2019-01-01,2019-12-31
Q2423,식도 게실 절제술-경부접근,900490,1305710,900490,900490,900490,900490,Y,2001-01-01,2019-01-01,2019-12-31
Q2424,식도 게실 절제술-흉부접근,1258630,1825010,1258630,1258630,1258630,1258630,Y,2001-01-01,2019-01-01,2019-12-31
Q2430,식도정맥류수술(직접결찰법)-복부접근,644320,934270,644320,644320,644320,644320,Y,2001-01-01,2019-01-01,2019-12-31
Q2431,식도정맥류수술(직접결찰법)-흉부접근,686740,995770,686740,686740,686740,686740,Y,2001-01-01,2019-01-01,2019-12-31
Q2432,식도정맥류수술(식도 혹은 상부 위절단 문합술),931490,1350670,931490,931490,931490,931490,Y,2001-01-01,2019-01-01,2019-12-31
Q2433,식도정맥류수술(식도@위주위 혈행차단술),920680,1334980,920680,920680,920680,920680,Y,2001-01-01,2019-01-01,2019-12-31
Q2438,식도정맥류수술-식도@위주위혈행차단술과식도혹은상부위절단문합술동시실시,999400,1449130,999400,999400,999400,999400,Y,2001-01-01,2019-01-01,2019-12-31
Q2440,진단적개복술,432430,627030,432430,432430,432430,432430,Y,2001-01-01,2019-01-01,2019-12-31
Q2450,복강농양 개복배액술,336240,487550,336240,336240,336240,336240,Y,2007-12-31,2019-01-01,2019-12-31
Q2481,복막세척술,160430,232620,160430,160430,160430,160430,Y,1991-01-01,2019-01-01,2019-12-31
Q2490,횡경막하농양절개 및 배농술,345350,500760,345350,345350,345350,345350,Y,2001-01-01,2019-01-01,2019-12-31
Q2501,후복막종양적출술(양성),432310,626840,432310,432310,432310,432310,Y,2001-01-01,2019-01-01,2019-12-31
Q2502,후복막종양적출술(악성 또는 갈색세포종),649200,941340,649200,649200,649200,649200,Y,2001-01-01,2019-01-01,2019-12-31
Q2510,위절개술,351890,510240,351890,351890,351890,351890,Y,2001-01-01,2019-01-01,2019-12-31
Q2521,위폴립절제술,331500,480670,331500,331500,331500,331500,Y,2001-01-01,2019-01-01,2019-12-31
Q2533,위전절제술(복부접근)-림프절 청소를 포함하는 것,1728760,2506700,1728760,1728760,1728760,1728760,Y,2001-01-01,2019-01-01,2019-12-31
Q2534,위전절제술(흉복부접근)-림프절 청소를 포함하는 것,1986670,2880670,1986670,1986670,1986670,1986670,Y,2001-01-01,2019-01-01,2019-12-31
Q2536,위전절제술(복부접근)-림프절 청소를 포함하지 않는 것,1269080,1840170,1269080,1269080,1269080,1269080,Y,2008-01-28,2019-01-01,2019-12-31
Q2537,위전절제술(흉복부접근)-림프절 청소를 포함하지 않는 것,1596080,2314310,1596080,1596080,1596080,1596080,Y,2008-01-28,2019-01-01,2019-12-31
Q2540,위 십이지장 천공 단순봉합술,387430,561770,387430,387430,387430,387430,Y,2001-01-01,2019-01-01,2019-12-31
Q2550,미주신경절단술(고위선택적),681230,987780,681230,681230,681230,681230,Y,2001-01-01,2019-01-01,2019-12-31
Q2551,미주신경절단술(체간미주신경절단술)-우회술또는유문성형술동시실시,683640,991270,683640,683640,683640,683640,Y,2001-01-01,2019-01-01,2019-12-31
Q2552,미주신경절단술(체간미주신경절단술)-위절제술동시실시,1073050,1555920,1073050,1073050,1073050,1073050,Y,2001-01-01,2019-01-01,2019-12-31
Q2561,유문성형술(비후성유문근절개술),621430,901070,621430,621430,621430,621430,Y,2001-01-01,2019-01-01,2019-12-31
Q2562,유문성형술(기타),550620,798390,550620,550620,550620,550620,Y,2001-01-01,2019-01-01,2019-12-31
Q2571,위장문합술(십이지장),613960,890240,613960,613960,613960,613960,Y,2001-01-01,2019-01-01,2019-12-31
Q2572,위장문합술(공장),609990,884490,609990,609990,609990,609990,Y,2001-01-01,2019-01-01,2019-12-31
Q2573,위장문합술(Roux-en-Y공장),734030,1064340,734030,734030,734030,734030,Y,2001-01-01,2019-01-01,2019-12-31
Q2594,위아전절제술(부분절제)-림프절 청소를 포함하는 것,1302770,1889010,1302770,1302770,1302770,1302770,Y,2001-01-01,2019-01-01,2019-12-31
Q2598,위아전절제술(근위부절제)-림프절 청소를 포함하지 않는 것,1255230,1820090,1255230,1255230,1255230,1255230,Y,2001-01-01,2019-01-01,2019-12-31
Q2601,식도공장문합술 [Roux-en-YLoop 포함],754510,1094040,754510,754510,754510,754510,Y,2001-01-01,2019-01-01,2019-12-31
Q2612,경피적(내시경유도 포함) 위루술,441750,640540,441750,441750,441750,441750,Y,2001-01-01,2019-01-01,2019-12-31
Q2613,위루술(관혈적)-일시적[튜브이용하는경우],454270,658690,454270,454270,454270,454270,Y,2001-01-01,2019-01-01,2019-12-31
Q2614,위루술(관혈적)-영구적,444780,644930,444780,444780,444780,444780,Y,2001-01-01,2019-01-01,2019-12-31
Q2640,장 절개술,355420,515350,355420,355420,355420,355420,Y,2001-01-01,2019-01-01,2019-12-31
Q2645,소장 결장 폴립절제술,297480,431350,297480,297480,297480,297480,Y,2001-01-01,2019-01-01,2019-12-31
Q2650,소장절제술-림프절 청소를 포함하지 않은것,577650,837600,577650,577650,577650,577650,Y,2001-01-01,2019-01-01,2019-12-31
Q2651,소장절제술-림프절 청소를 포함,720920,1045330,720920,720920,720920,720920,Y,2008-01-28,2019-01-01,2019-12-31
Q2655,장게실절제술,368090,533730,368090,368090,368090,368090,Y,2001-01-01,2019-01-01,2019-12-31
Q2671,결장절제술(우반 또는 좌반)-림프절청소를 포함하지 않는 것,916300,1328630,916300,916300,916300,916300,Y,2001-01-01,2019-01-01,2019-12-31
Q2672,결장절제술(전체)-림프절청소를 포함하지 않는 것,1372100,1989550,1372100,1372100,1372100,1372100,Y,2001-01-01,2019-03-01,2019-12-31
Q2673,결장절제술(부분절제)-림프절청소를 포함하지 않는 것,792000,1148410,792000,792000,792000,792000,Y,2001-01-01,2019-03-01,2019-12-31
Q2676,선천성거대결장수술(협착부근절제),441070,639550,441070,441070,441070,441070,Y,2001-01-01,2019-01-01,2019-12-31
Q2679,결장절제술 및 결장루@원위장 폐쇄[하트만수술]-림프절청소를 포함하지 않는 것,833090,1207990,833090,833090,833090,833090,Y,2001-01-01,2019-03-01,2019-12-31
Q2680,장문합술,449310,651500,449310,449310,449310,449310,Y,2001-01-01,2019-01-01,2019-12-31
Q2687,선천성거대결장근본수술(부분결장형),1453710,2107880,1453710,1453710,1453710,1453710,Y,2001-01-01,2019-01-01,2019-12-31
Q2688,선천성거대결장근본수술(전결장형),1762600,2555770,1762600,1762600,1762600,1762600,Y,2001-01-01,2019-01-01,2019-12-31
Q2691,장폐색증수술(장절제동반),550810,798680,550810,550810,550810,550810,Y,2001-01-01,2019-01-01,2019-12-31
Q2692,장폐색증수술(우회술),463860,672590,463860,463860,463860,463860,Y,2001-01-01,2019-01-01,2019-12-31
Q2693,장폐색증수술(폐색장관유착박리술),450100,652640,450100,450100,450100,450100,Y,2001-01-01,2019-01-01,2019-12-31
Q2710,장고정술,342890,497190,342890,342890,342890,342890,Y,2001-01-01,2019-01-01,2019-12-31
Q2721,제허니아근본수술(장관절제를 동반하는 것),584870,848060,584870,584870,584870,584870,Y,2001-01-01,2019-01-01,2019-12-31
Q2722,제허니아근본수술(기타의 것),355120,514930,355120,355120,355120,355120,Y,2001-01-01,2019-01-01,2019-12-31
Q2731,반흔허니아근본수술(장관절제를 동반하는 것),641010,929470,641010,641010,641010,641010,Y,2001-01-01,2019-01-01,2019-12-31
Q2732,반흔허니아근본수술(기타의 것),432450,627050,432450,432450,432450,432450,Y,2001-01-01,2019-01-01,2019-12-31
Q2740,감돈 허니아 비관혈 정복술,41970,60850,41970,41970,41970,41970,Y,2001-01-01,2019-01-01,2019-12-31
Q2753,서혜부허니아근본수술(장관절제를동반하는것@고위결찰만하는경우),683560,991170,683560,683560,683560,683560,Y,2001-01-01,2019-03-01,2019-12-31
Q2754,서혜부허니아근본수술(장관절제를동반하는것@고위결찰및후벽보강-인공막이용포함),669060,970130,669060,669060,669060,669060,Y,2001-01-01,2019-03-01,2019-12-31
Q2755,서혜부허니아근본수술(기타의것@고위결찰만하는경우),259060,375640,259060,259060,259060,259060,Y,2001-01-01,2019-03-01,2019-12-31
Q2756,서혜부허니아근본수술(기타의것@고위결찰및후벽보강-인공막이용포함),243820,353530,243820,243820,243820,243820,Y,2001-01-01,2019-03-01,2019-12-31
Q2757,대퇴허니아수술,249730,362110,249730,249730,249730,249730,Y,2001-01-01,2019-01-01,2019-12-31
Q2761,장간막종양적출술(장관절제를 동반하는 것),656940,952570,656940,656940,656940,656940,Y,2001-01-01,2019-01-01,2019-12-31
Q2762,장간막종양적출술(기타의 것),510670,740470,510670,510670,510670,510670,Y,2001-01-01,2019-01-01,2019-12-31
Q2771,장및장간막손상수술(장관절제를동반하는 것),545710,791280,545710,545710,545710,545710,Y,2001-01-01,2019-01-01,2019-12-31
Q2773,장및장간막손상수술(장막또는장파열봉합만하는경우),397740,576730,397740,397740,397740,397740,Y,2001-01-01,2019-01-01,2019-12-31
Q2774,장및장간막손상수술(장간막봉합만하는경우),387530,561920,387530,387530,387530,387530,Y,2001-01-01,2019-01-01,2019-12-31
Q2775,장및장간막손상수술(장막또는장파열봉합과장간막봉합동시실시),456320,661670,456320,456320,456320,456320,Y,2001-01-01,2019-01-01,2019-12-31
Q2781,제류 복벽균열수술,800760,1161110,800760,800760,800760,800760,Y,2001-01-01,2019-01-01,2019-12-31
Q2791,장루조성술[인공항문조성술]-튜브형(Feeding Jejunostomy 포함),305150,442460,305150,305150,305150,305150,Y,2001-01-01,2019-01-01,2019-12-31
Q2792,루프형 장루조성술,408990,593030,408990,408990,408990,408990,Y,2001-01-01,2019-01-01,2019-12-31
Q2793,장루조성술[인공항문조성술]-말단형,300140,435200,300140,300140,300140,300140,Y,2001-01-01,2019-01-01,2019-12-31
Q2794,장루조성술[인공항문조성술]-이중말단형,365480,529950,365480,365480,365480,365480,Y,2001-01-01,2019-01-01,2019-12-31
Q2796,루프형 회장루 교정술,402390,583470,402390,402390,402390,402390,Y,2017-06-30,2019-01-01,2019-12-31
Q2797,루프형 결장루 교정술,402390,583470,402390,402390,402390,402390,Y,2017-06-30,2019-01-01,2019-12-31
Q2798,말단 회장루 또는 말단 결장루 교정술,402390,583470,402390,402390,402390,402390,Y,2017-06-30,2019-01-01,2019-12-31
Q2801,장루폐쇄술-루프형,377530,547410,377530,377530,377530,377530,Y,2001-01-01,2019-01-01,2019-12-31
Q2802,장루폐쇄술-말단형,435630,631660,435630,435630,435630,435630,Y,2001-01-01,2019-01-01,2019-12-31
Q2803,장루폐쇄술-이중말단형,411680,596930,411680,411680,411680,411680,Y,2001-01-01,2019-01-01,2019-12-31
Q2804,장루폐쇄술-하트만술식복원술,687410,996740,687410,687410,687410,687410,Y,2008-01-28,2019-01-01,2019-12-31
Q2810,장관유착박리술,469880,681330,469880,469880,469880,469880,Y,2001-01-01,2019-01-01,2019-12-31
Q2831,선천성장무공증수술-단순복원술(절제문합),856740,1242270,856740,856740,856740,856740,Y,2001-01-01,2019-01-01,2019-12-31
Q2832,선천성장무공증수술-복합수술(검경성형@분획성형 등),1064450,1543460,1064450,1064450,1064450,1064450,Y,2001-01-01,2019-01-01,2019-12-31
Q2841,장이상회전증수술-복원술(라드술식),723930,1049700,723930,723930,723930,723930,Y,2001-01-01,2019-01-01,2019-12-31
Q2842,장이상회전증수술-장절제동반(라드술식포함),880930,1277350,880930,880930,880930,880930,Y,2001-01-01,2019-01-01,2019-12-31
Q2850,충수주위 농양절개술,235100,340900,235100,235100,235100,235100,Y,2001-01-01,2019-01-01,2019-12-31
Q2861,충수절제술(단순),263400,381930,263400,263400,263400,263400,Y,2001-01-01,2019-03-01,2019-12-31
Q2862,충수절제술(천공성),299260,433930,299260,299260,299260,299260,Y,2001-01-01,2019-03-01,2019-12-31
Q2863,충수절제술(충수농양절제 및 충수주위농양배액술),286470,415380,286470,286470,286470,286470,Y,2007-12-31,2019-03-01,2019-12-31
Q2871,내장탈장수술(정복술),301170,436700,301170,301170,301170,301170,Y,2001-01-01,2019-01-01,2019-12-31
Q2872,내장탈장수술(장절제술),500620,725900,500620,500620,500620,500620,Y,2001-01-01,2019-01-01,2019-12-31
Q2875,수술중 장세척,187510,271880,187510,187510,187510,187510,Y,2007-12-31,2019-01-01,2019-12-31
Q2881,직장항문주위농양수술(표재성-절개배농),115370,167290,115370,115370,115370,115370,Y,2001-01-01,2019-03-01,2019-12-31
Q2882,직장항문주위농양수술(표재성-괄약근절개동반),122910,178210,122910,122910,122910,122910,Y,2001-01-01,2019-03-01,2019-12-31
Q2883,직장항문주위농양수술(심부),140570,203820,140570,140570,140570,140570,Y,2001-01-01,2019-03-01,2019-12-31
Q2890,직장종양절제술(경천골 또는 방천골접근),338300,490530,338300,338300,338300,338300,Y,2001-01-01,2019-01-01,2019-12-31
Q2891,직장종양절제술(경항문접근),289000,419040,289000,289000,289000,289000,Y,2001-01-01,2019-03-01,2019-12-31
Q2892,직장종양절제술(복부접근),574740,833380,574740,574740,574740,574740,Y,2008-01-28,2019-03-01,2019-12-31
Q2901,회장낭항문문합술,758280,1099500,758280,758280,758280,758280,Y,2001-01-01,2019-03-01,2019-12-31
Q2910,고위직장루수술,230620,334390,230620,230620,230620,230620,Y,2001-01-01,2019-01-01,2019-12-31
Q2921,직장및에스장절제술(전방절제)-림프절청소를 포함하지 않는 것,939800,1362710,939800,939800,939800,939800,Y,2001-01-01,2019-01-01,2019-12-31
Q2922,직장및에스장절제술(저위전방절제)-림프절청소를 포함하지 않는 것,1486330,2155180,1486330,1486330,1486330,1486330,Y,2001-01-01,2019-03-01,2019-12-31
Q2923,직장및에스장절제술(복회음절제혹은복천골절제)-림프절청소를 포함하지 않는 것,1502940,2179260,1502940,1502940,1502940,1502940,Y,2001-01-01,2019-03-01,2019-12-31
Q2924,직장및에스장절제술(복부풀수루수술)-림프절청소를 포함하지 않는 것,1141050,1654520,1141050,1141050,1141050,1141050,Y,2001-01-01,2019-01-01,2019-12-31
Q2925,결장및직장전절제술(회장루동시실시)-림프절청소를 포함하지 않는 것,1329850,1928280,1329850,1329850,1329850,1329850,Y,2001-01-01,2019-03-01,2019-12-31
Q2926,결장및직장전절제술(회장낭항문문합술동시실시)-림프절청소를 포함하지 않는 것,1468470,2129280,1468470,1468470,1468470,1468470,Y,2001-01-01,2019-03-01,2019-12-31
Q2927,직장및에스장절제술(저위전방절제)-결장낭조성술을 실시한 경우,285140,413460,285140,285140,285140,285140,Y,2008-01-02,2019-01-01,2019-12-31
Q2928,직장및에스장절제술(초저위전방절제)-림프절청소를 포함하지 않는 것,1708120,2476770,1708120,1708120,1708120,1708120,Y,2017-06-30,2019-03-01,2019-12-31
Q2933,직장탈교정술(회음부수술)-경화요법,89980,130470,89980,89980,89980,89980,Y,2001-01-01,2019-01-01,2019-12-31
Q2934,직장탈교정술(회음부수술)-직장및결장점막절제후장봉축술[델롬씨수술],390370,566040,390370,390370,390370,390370,Y,2001-01-01,2019-01-01,2019-12-31
Q2935,직장탈교정술(회음부수술)-장관절제술[알테마이어씨수술],363540,527130,363540,363540,363540,363540,Y,2001-01-01,2019-01-01,2019-12-31
Q2936,직장탈교정술(회음부수술)-기타,168780,244730,168780,168780,168780,168780,Y,2001-01-01,2019-01-01,2019-12-31
Q2937,직장탈교정술(개복수술)-천골고정술,423470,614030,423470,423470,423470,423470,Y,2001-01-01,2019-01-01,2019-12-31
Q2938,직장탈교정술(개복수술)-장절제,523070,758450,523070,523070,523070,523070,Y,2001-01-01,2019-01-01,2019-12-31
Q2950,치열수술,133110,193010,133110,133110,133110,133110,Y,2001-01-01,2019-01-01,2019-12-31
Q2974,저위관통형치루절개술및절제술,192660,279360,192660,192660,192660,192660,Y,2001-01-01,2019-03-01,2019-12-31
Q2975,고위혹은복잡형치루수술(한리수술및기타괄약근보존술식),201430,292080,201430,201430,201430,201430,Y,2001-01-01,2019-03-01,2019-12-31
Q2976,고위혹은복잡형치루수술(근충전술혹은점막근육편이동),209690,304050,209690,209690,209690,209690,Y,2001-01-01,2019-03-01,2019-12-31
Q2977,고위혹은복잡형치루수술(시톤수술-설치술),177440,257290,177440,177440,177440,177440,Y,2001-01-01,2019-03-01,2019-12-31
Q2978,고위혹은복잡형치루수술(시톤수술-절단술),93830,136050,93830,93830,93830,93830,Y,2001-01-01,2019-03-01,2019-12-31
Q2979,고위혹은복잡형치루수술(시톤수술-단계적교액술),45980,66670,45980,45980,45980,45980,Y,2001-01-01,2019-03-01,2019-12-31
Q2981,선천성직장항문기형수술(저위기형),715660,1037700,715660,715660,715660,715660,Y,2001-01-01,2019-01-01,2019-12-31
Q2982,선천성직장항문기형수술(고위기형)-천미골접근술,1489820,2160240,1489820,1489820,1489820,1489820,Y,2001-01-01,2019-01-01,2019-12-31
Q2983,선천성직장항문기형수술(고위기형)-천미골접근술및개복술,1723090,2498480,1723090,1723090,1723090,1723090,Y,2001-01-01,2019-01-01,2019-12-31
Q2984,선천성직장항문기형수술(고위기형)-총배설강기형교정술,1974720,2863340,1974720,1974720,1974720,1974720,Y,2001-01-01,2019-01-01,2019-12-31
Q2991,항문협착증교정술-항문협착부위절단술,143130,207540,143130,143130,143130,143130,Y,2001-01-01,2019-03-01,2019-12-31
Q2992,항문협착증교정술-피부판@ 피부편 이용,191480,277640,191480,191480,191480,191480,Y,2001-01-01,2019-03-01,2019-12-31
Q3002,항문괄약근성형술(괄약근만성형),184100,266950,184100,184100,184100,184100,Y,2001-01-01,2019-03-01,2019-12-31
Q3003,항문괄약근성형술(괄약근및거상근성형),220000,319000,220000,220000,220000,220000,Y,2001-01-01,2019-03-01,2019-12-31
Q3012,혈전성치핵(내치핵) 절제술,123360,178870,123360,123360,123360,123360,Y,2001-01-01,2019-01-01,2019-12-31
Q3013,치핵근치술,225190,326520,225190,225190,225190,225190,Y,2001-01-01,2019-01-01,2019-12-31
Q3014,교액성환상치핵수술,257930,373990,257930,257930,257930,257930,Y,2001-01-01,2019-01-01,2019-12-31
Q3015,치핵수술(혈전제거술및췌피절제술),114880,166580,114880,114880,114880,114880,Y,2001-01-01,2019-01-01,2019-12-31
Q3016,치핵수술(응고@소작[레이저포함]@경화요법및고무밴드결찰술),111260,161320,111260,111260,111260,111260,Y,2001-01-01,2019-01-01,2019-12-31
Q3020,직장류 교정수술,252880,366680,252880,252880,252880,252880,Y,2001-01-01,2019-03-01,2019-12-31
Q3031,총배설강외번증수술,1103920,1600680,1103920,1103920,1103920,1103920,Y,2001-01-01,2019-01-01,2019-12-31
Q3041,모소동수술(조대술),133440,193480,133440,133440,133440,133440,Y,2001-01-01,2019-01-01,2019-12-31
Q3042,모소동수술(절제술),162700,235910,162700,162700,162700,162700,Y,2001-01-01,2019-01-01,2019-12-31
Q3050,항문관직장관내콘딜로마치료,46010,66720,46010,46010,46010,46010,Y,2008-01-28,2019-01-01,2019-12-31
Q3062,화농성 한선염 수술[항문및직장주위]-절제및조대술,154310,223750,154310,154310,154310,154310,Y,2008-01-28,2019-01-01,2019-12-31
