인증번호,사업체명,관할지사,대표자,사업자등록번호,소재지,인증일자,전화번호,업종 및 주요생산품,비고
제2021-039호,커넥트중앙(주),서울지역본부,류영호,740-88-01954,"서울특별시 마포구 월드컵북로 375, 2907호(상암동)",2021-07-06,02-2031-1927,"서비스업(세차, 헬스키퍼 등)",자회사
제2021-040호,베스띠아(주),서울남부지사,윤정호,106-86-52192,"서울특별시 영등포구 당산로41길 11, 이702호(당산동4가, 당산에스케이브이1센터)",2021-07-27,02-790-0381,"제조업(주방가구, 일반가구)",일반
제2021-041호,(주)휴빔스,경기북부지사,오세기,141-81-04306,경기도 파주시 광탄면 부흥로235번길 109,2021-07-27,031-941-1739,제조업(전기조명기기),일반
제2021-042호,그린가드(주),경기지역본부,방남석,125-86-17013,경기도 안성시 양성면 범티길 39-57,2021-08-06,031-671-5188,제조업(쓰레기봉투),일반
제2021-043호,(주)다올,경남동부지사,이상율,244-81-02155,경상남도 김해시 한림면 용덕로236번길 27,2021-08-06,055-313-6060,"제조업(일반가구, 주방가구 등)",일반
제2021-044호,(주)해든앰앤씨,서울남부지사,오현석,359-88-00894,"서울특별시 동작구 상도로 369, 벤처중소기업센터 203, 204호(상도동, 숭실대학교)",2021-08-06,070-7562-2820,"도매 및 소매업(판촉물, 사은품)",일반
제2021-045호,(주)에어공조시스템,경기북부지사,최만,652-86-02249,"경기도 파주시 광탄면 보광로632번길 14, 1층, 2층",2021-08-23,031-945-1764,"제조업, 도소매업(필터류, 공기조화기 등)",일반
제2021-046호,(주)비뉴,부산지역본부,김숙영,682-88-01696,"부산광역시 북구 백양대로 1025, 152호(구포동, 협진태양쇼핑프라자)",2021-08-23,1599-7585,서비스업(건물위생관리),일반
제2021-047호,(주)키뮤,서울북부지사,남장원,486-81-01099,"서울특별시 성동구 뚝섬로1나길 5, 2층 206호(성수동1가, 헤이그라운드)",2021-08-31,070-4159-6789,"서비스업(디자인, 교육서비스)",일반
제2021-048호,(사)중증장애인복지협회,광주지역본부,이한철,245-82-00157,"광주광역시 광산구 어등대로621번길 11, 1층(소촌동)",2021-09-02,062-363-4455,제조업(가구 및 인쇄물),일반
제2021-049호,(사)컴피장애인복지자립협회,부산지역본부,정희정,665-82-00332,부산광역시 사상구 대동로223번길 51(학장동),2021-09-02,051-317-3332,제조업(마스크),일반
제2021-050호,(주)에스얜에스,전남지사,정영옥,735-81-02063,전라남도 나주시 왕곡면 혁신산단7길 105,2021-09-02,031-351-6337,제조업(전력기기 등),일반
제2021-051호,선한팩토리(주),경기서부지사,권부상,876-88-02378,"경기도 부천시 석천로 397, 103동 1113호(삼정동, 부천테크노파크쌍용3차)",2021-09-16,070-4486-0424,"서비스업(종합디자인서비스, 광고대행 및 영상제작서비스 등)",일반
제2021-053호,㈜천우티이엠,경기북부지사,박영균,104-81-95375,경기도 김포시 양촌읍 서현로65번길 88,2021-09-16,031-982-8384,"제조업(분전반, 전기자재 등)",일반
제2021-054호,(주)오지글러브,경남동부지사,서행숙,370-86-01810,경상남도 창녕군 장마면 초곡길 322,2021-10-05,055-532-8242,제조업(장갑류),일반
제2021-055호,㈜그리니쉬 농업회사법인,경기동부지사,권영석,127-81-88294,경기도 용인시 처인구 남사면 방아로106번길 37,2021-10-13,031-339-2340,농업(화훼),일반
제2021-056호,㈜에스씨텍,경기지역본부,이덕란,638-87-01770,"경기도 수원시 권선구 산업로 180, 411호(고색동, 디에치테크타워)",2021-10-13,031-293-2114,"제조업, 도매업(전기조명 등)",일반
제2021-057호,㈜명성산업개발,광주지역본부,장안수,408-86-00305,광주광역시 북구 양일로 166(양산동),2021-10-19,062-227-8955,"제조업(가구, 옥외광고)",일반
제2021-058호,㈜세명에스앤더블유,대구지역본부,안미옥,151-81-00267,"대구광역시 북구 유통단지로 115, 3층(산격동, 대구우편집중국)",2021-10-19,053-587-1331,인쇄업,일반
제2021-059호,에스제이씨코리아㈜,대전지역본부,김민준,332-88-01812,"세종특별자치시 전의면 산단길 21-55, 1층",2021-10-19,044-862-1012,제조업(마스크),자회사
제2021-060호,몬스타㈜,부산지역본부,이승재,668-81-00519,부산광역시 사상구 학장로 329(주례동),2021-10-19,1544-3937,제조업(컴퓨터 등),일반
제2021-061호,(사)대한문화체육교육협회,대전지역본부,김상배,719-82-00191,"대전광역시 동구 태전로 25, 406호(중동, 도심형산업지원플랫폼)",2021-10-27,044-864-5654,"제조업(가구), 인쇄업(전산출력 등)",일반
제2021-062호,(사)에스디워크,서울남부지사,서영대,201-82-08668,"서울특별시 강서구 화곡로 416, 1118호(등촌동, 가양역 더스카이밸리 5차 지식산업센터)",2021-10-27,02-2279-9938,"제조업(인쇄, 판촉, 전자부품, 복사용지 등)",일반
제2021-063호,㈜느티나무의사랑,울산지사,정선희,605-86-01429,경상남도 양산시 동면 여락송정로 270-2,2021-10-27,051-808-5152,"제조업, 도소매(침구, 비누, 판촉물), 음식점업(빵류, 커피 등)",일반
제2021-064호,장수건강안마센터,경기동부지사,최재근,796-98-01354,"경기도 성남시 분당구 돌마로 79, 601, 602호(금곡동, 썬프라자)",2021-11-08,031-713-3330,서비스업(안마원),일반
제2021-065호,㈜해든,충북지사,김기석,665-88-01987,충청북도 청주시 청원구 양청송대길 74(오창읍),2021-11-08,070-4432-6815,제조업(생활안전용품 등),자회사
제2021-066호,㈜브라보비버대구,대구지역본부,강동욱,636-86-02058,"대구광역시 북구 노원로 50, 3층 303호(노원동3가)",2021-11-15,053-262-0016,도소매업(쿠키 및 드립백커피),자회사
제2021-067호,편백힐링안마원,서울북부지사,김종성,204-16-85015,"서울특별시 중랑구 면목로 456, 1층",2021-11-15,02-433-6889,서비스업(안마),일반
제2021-068호,㈜동행,서울북부지사,박국환,499-86-00112,"서울특별시 강북구 오패산로 148, 1층",2021-11-15,02-719-9451,서비스업(소독),일반
제2021-069호,파란동그라미 사회적협동조합,서울북부지사,송애덕,384-82-00388,"서울특별시 노원구 중계로6길 1-7, 2관 2층",2021-11-15,02-933-8200,"제과제빵, 카페",일반
제2021-070호,(사)행복드림복지회,전북지사,조연용,162-82-00134,전라북도 익산시 함열읍 익산대로78길 179-10,2021-11-15,063-861-1606,"제조업(수배전반, MCC분전반 등)",일반
제2021-072호,신우정공㈜,충남지사,신희수,310-81-31506,충청남도 홍성군 은하면 은하로184번길 111-26,2021-11-17,1599-7466,"제조업(가드레일, 금속처리업)",일반
제2021-073호,㈜위드엠,경기동부지사,전정훈,142-81-75425,"경기도 용인시 수지구 광교중앙로296번길 10, 203호(상현동, 광교 리치안 오피스텔)",2021-11-22,070-4779-4505,"서비스업(위생관리 용역, 소독 방역)",일반
제2021-074호,에코솔루션㈜,경기동부지사,"이경임, 정옥남",721-88-01894,"경기도 하남시 미사강변서로 25, 4층 에프420호(풍산동, 미사테스타타워 지식산업센터)",2021-11-22,031-8027-2087,제조업(LED 등기구 등),일반
제2021-075호,㈜에듀마크,인천지사,송종선,838-86-00831,"경기도 고양시 일산동구 호수로 358-25, 6층 606호(백석동, 동문타워Ⅱ)",2021-11-22,031-941-9980,서비스업(교육서비스),일반
제2021-076호,㈜고운누리,경기서부지사,노상식,248-81-02083,"경기도 안양시 만안구 박달로 337, A동 4층 일부(박달동)",2021-11-22,043-261-7376,"서비스업(카페, 매점 등)",자회사
제2021-077호,㈜에이블위,서울지역본부,이은자,314-86-66827,"서울특별시 마포구 마포대로 38, 9층 b912호",2021-11-22,02-6959-1855,서비스업(건물위생관리),자회사
제2021-079호,㈜유투,광주지역본부,강철원,410-86-28780,광주광역시 광산구 평동공단산정로 108(연산동),2021-11-26,062-1600-4907,제조업(컴퓨터 등),일반
제2021-080호,(사)한국장애인근로복지협회,서울북부지사,조무연,121-82-16576,"서울특별시 중랑구 겸재로50길 9, 2층",2021-11-26,02-433-2290,제조업(상하수기계장치 구성품),일반
제2021-081호,㈜에이스트레이드,대전지역본부,이원섭,626-88-01906,충청남도 논산시 부적면 예학로 206,2021-11-26,041-733-9256,도소매업(의류수출 등),일반
제2021-083호,㈜오뚜기프렌즈,경기서부지사,이학천,747-87-02239,경기도 안양시 동안구 흥안대로 405(평촌동),2021-12-06,,제조업(식품제조 등),자회사
제2021-085호,그린위드㈜,서울동부지사,정찬우,386-81-02385,"서울특별시 송파구 올림픽로 269, 4층(신천동, 롯데캐슬골드)",2021-12-06,02-3479-9145,"서비스업(시설유지관리, 세탁)",자회사
제2021-086호,(사)노란들판,서울지역본부,양현준,101-82-21153,"서울특별시 종로구 동숭길 25, 5층",2021-12-06,02-766-9101,서비스업(사회복지),일반
제2021-088호,(사)경기도장애인자활협회,경기북부지사,정사근,849-82-00191,경기도 남양주시 화도읍 재재기로 158,2021-12-09,031-521-3669,"제조업(사무용품, 화장지 등)",일반
제2021-090호,백성사,울산지사,신법환,621-01-52302,경상남도 양산시 북정공단2길 55(북정동),2021-12-09,055-385-2244,"세탁업(병원, 산업용 세탁)",일반
제2021-091호,㈜델리캡,경기북부지사,이정훈,678-87-00667,경기도 남양주시 진접읍 경복대로바람골길 42-175,2021-12-15,031-555-3080,제조업(간편식 등),일반
제2021-092호,㈜우리나눔,경기북부지사,신현석,490-88-01160,"경기도 파주시 청석로 272, 6층 606호(동패동, 센타프라자1)",2021-12-15,070-8811-8022,"서비스업(도시농업교육, 농수산물 도소매업, 온라인판매 등)",일반
제2021-093호,세상㈜,경기북부지사,홍현실,183-88-02048,경기도 파주시 광탄면 방축길 131-23,2021-12-15,031-939-2301,세탁업(산업용 세탁),일반
제2021-094호,(주)엘디원,경기북부지사,원오상,190-88-02459,경기도 파주시 법원읍 술이홀로934번길 24,2021-12-15,031-935-6940,"세탁업(병원용, 산업용 세탁)",일반
제2021-095호,㈜씨엘씨컴퍼니,경기지역본부,김우영,553-87-00863,경기도 화성시 향남읍 길성길 166-93,2021-12-15,,"도소매업, 서비스업(커피 및 차류, 편의점 운영)",일반
제2021-096호,㈜동건기업,경남동부지사,김일환,781-87-01211,"경상남도 김해시 생림면 생림대로 544-21, 544-23",2021-12-15,1899-5519,서비스업(폐기물 처리업),일반
제2021-097호,㈜참진주로컬푸드 농업회사법인,경남동부지사,정덕순,556-88-00476,경상남도 진주시 판문오동길 124(판문동),2021-12-15,055-795-1912,제조업(떡류),일반
제2021-098호,거성산업,대구지역본부,김병만,377-36-00684,대구광역시 동구 경안로 722-1(동호동),2021-12-15,055-795-1912,제조업(섬유표백염색),일반
제2021-099호,(사)친환경복지가로누리,부산지역본부,이상민,106-82-32164,"부산광역시 기장군 정관읍 정관로 859, 1층",2021-12-15,051-900-0880,"서비스업, 건축물일반청소, 소독업, 저수조청소업, 건물(시설)관리용역, 위생(청소)용품 및 잡화",일반
제2021-100호,㈜진우아이엔씨,충북지사,이종성,125-81-46885,"충청북도 청주시 흥덕구 직지대로436번길 76, 직지스마트타워 1312호",2021-12-15,070-4693-6089,제조업(컨테이너),일반
제2021-102호,㈜유신에코,인천지사,서경미,470-88-01512,인천광역시 서구 도담로 7(오류동),2021-12-20,032-716-6370,제조업(생분해 빨대·식탁보 등),일반
제2021-103호,나리찬주식회사 농업회사법인,전북지사,문성호,510-87-01036,전라북도 익산시 왕궁면 국가식품로 150,2021-12-20,063-853-3777,제조업(김치 등),일반
제2021-104호,㈜영림언어평생교육지원연구소,제주지사,"고영림, 오인실",616-81-71478,"제주특별자치도 제주시 연삼로 372, 2층",2021-12-20,064-745-2467,"서비스업(아동상담), 제조업(커피가공)",일반
제2021-106호,㈜호림,경기지역본부,오숙원,851-81-01444,"경기도 수원시 영통구 매영로 219-21, 에이동 1층 1호(원천동)",2021-12-23,031-217-3327,"제조업, 도소매업(토너, 쇼핑백 등)",자회사
제2021-107호,베스트푸드㈜,경기서부지사,전민수,365-86-02082,"경기도 군포시 공단로 149, 지하107호(당동, 아이밸리군포)",2021-12-23,,제조업(식품제조),자회사
제2021-108호,행복한200프로㈜,경북지사,조은별,450-86-01964,경상북도 김천시 어모면 산업단지4로 167,2021-12-23,054-436-4995,도소매업(농산물),자회사
제2021-109호,㈜경빈,부산지역본부,"박복수, 박해수",467-88-02209,부산광역시 동래구 사직로 66(사직동),2021-12-23,051-505-9507,음식점업(베이커리 및 커피음료),일반
제2021-110호,찬솔사회적협동조합,울산지사,김인환,807-82-00197,울산광역시 북구 대안4길 60(대안동),2021-12-23,052-274-3737,"제조업, 도소매업(물티슈, 화장지 등)",일반
제2021-111호,(유)대동,전남지사,김인철,633-86-00648,전라남도 순천시 생목순환길 116(생목동),2021-12-23,061-727-4004,"제조업(산업용필터), 서비스업(건물관리)",일반
제2021-113호,(사)햇살,충남지사,최명용,312-82-19408,충청남도 천안시 동남구 성남면 석곡3길 60,2021-12-23,041-552-1460,"제조업(수배전반, CCTV)",일반
제2021-114호,㈜자카본,강원지사,최진헌,383-87-01526,강원도 철원군 갈말읍 갈말로 32-31,2021-12-27,031-529-0517,"제조업(활성탄, 핫팩)",일반
제2021-115호,㈜마음샘,경기지역본부,장명찬,392-86-00373,"경기도 수원시 장안구 경수대로 1111, 1층(파장동)",2021-12-27,031-217-3327,"도소매업(커피전문점 운영, 카페 운영 재료 취급 등)",일반
제2021-116호,㈜한숲푸드,경북지사,김소향,767-81-01697,경상북도 포항시 북구 불종로 67-4(여천동),2021-12-27,,음식점업(출장뷔페 등),일반
제2021-117호,(사)한국참여자치장애인총연합회,서울동부지사,권영현,107-82-12254,서울특별시 송파구 중대로 300 7층 (오금동),2021-12-27,02-473-2330,"제조업(가구, 마스크, 창호), 용역(시설물유지관리 등)",일반
제2021-118호,㈜톡톡이네,경기동부지사,조아라,341-86-02048,경기도 용인시 처인구 남사읍 서촌로 56,2021-12-29,031-728-1491,"서비스업(카페, 사무지원 등)",자회사
제2021-119호,㈜늘조은,울산지사,김미자,643-81-00543,"울산광역시 울주군 온양읍 망양3길 11-24, 101호",2021-12-29,052-237-5267,제조업 및 음식점업(도시락 제조 등),자회사
제2022-001호,㈜청원그룹,부산지역본부,김시환,151-81-01984,부산광역시 기장군 정관읍 정관상곡1길 84,2022-01-11,051-728-8850,제조업(마스크),일반
제2022-002호,㈜신호에이피엘,서울북부지사,서영임,204-86-22309,"서울특별시 중랑구 신내역로 111, 423호, 424호(신내동, 신내에스케이브이1센터)",2022-01-18,02-766-9101,제조업(의류),일반
제2022-004호,(주)맏앙,서울남부지사,김성모,393-87-02537,"서울특별시 금천구 서부샛길 606, 비동 22층 2209호",2022-02-08,1811-8373,"제조업(전자부품, 악기)",일반
제2022-005호,행복믿음(주),서울지역본부,한영수,433-81-02342,서울특별시 종로구 종로 26,2022-02-08,02-2121-7693,서비스업(카페 운영 등),자회사
제2022-006호,미담,경남동부지사,배득호,309-14-05044,"경상남도 김해시 한림면 김해대로 1031번길 45, C동 1, 2층",2022-02-25,055-346-9990,제조업(천연조미료 등),일반
제2022-007호,해피위드(주),경북지사,임동섭,422-86-02444,경상북도 구미시 1공단로4길 141-11(공단동),2022-03-07,054-465-0093,"서비스업(청소, 폐기물수거)",자회사
제2022-009호,(주)아코퍼시스,경기북부지사,김순이,137-86-04388,경기도 김포시 대곶면 대곶서로89번길 125-43,2022-03-15,031-985-3744,제조업(가구),일반
제2022-010호,(사)한올장애인자립복지회,광주지역본부,신상균,410-82-12427,"광주광역시 북구 첨단연신로 63, 본관 1층(연제동)",2022-03-15,062-944-3625,제조업(수배전반),일반
제2022-011호,더봄플러스(주),서울남부지사,이성원,481-88-02466,"서울특별시 금천구 디지털로9길 32, 216-1호(가산동, 갑을그레이트밸리)",2022-03-15,02-1644-1984,사업지원 서비스업(사업시설관리),일반
제2022-012호,(주)제주참농,제주지사,한상헌,469-86-01099,제주특별자치도 제주시 애월읍 광령평화4길 14,2022-03-15,064-784-5882,도소매업(농산물),일반
제2022-013호,어둠속의 빛㈜,광주지역본부,김갑주,407-87-02030,"광주광역시 광산구 앰코로 35, 501-1, 501-2호(쌍암동, 폭스존)",2022-04-04,062-571-6000,음식점업(한식),자회사
제2022-014호,(주)아이디어비젼,경기동부지사,권기영,895-81-00881,"경기도 하남시 조정대로 45, 에프동 6층 632호(풍산동)",2022-04-12,02-711-7939,제조업(사진영상장비),일반
제2022-015호,(주)우리일터,경기서부지사,이익재,166-81-02156,"경기도 부천시 석천로 397, 102동 1305호(삼정동, 부천테크노파크쌍용3차)",2022-04-12,032-624-4872,제조업(친환경제품),일반
제2022-018호,(주)유비텍정보기술,경기서부지사,"송연숙, 주은미",123-86-26044,"경기도 시흥시 마산로 100, 1011-1013호(조남동, 이-스페이스)",2022-04-26,031-427-7883,"제조업(조명장치, 전광판, CCTV)",일반
제2022-019호,(사)희망근로장애인협회,대전지역본부,신창균,718-82-00354,"충청남도 공주시 백제문화로 2142, 1동 102호(웅진동)",2022-05-11,041-857-8537,"제조업(조명장치(LED), CCTV 등)",일반
제2022-020호,㈜베스트모카,대구지역본부,백신성,510-81-29556,경상북도 성주군 월항면 월항농공단지1길 45,2022-05-20,054-931-2241,제조업(장갑),일반
제2022-021호,㈜에스티이노베이션,부산지역본부,권민수,763-88-00981,"부산광역시 해운대구 센텀북대로 60, 501호",2022-06-07,1588-5086,"시장조사 및 통계리서치업(여론조사, 공공조사, 메케팅조사, 학술연구, 빅데이터 분석 등)",일반
제2022-024호,㈜오피스배재,서울남부지사,"배재문, 박윤경",105-87-61619,"서울특별시 금천구 가산디지털1로 19, 지1층 비114호(가산동, 대륭테크노타운 18차)",2022-06-15,02-716-0111,도소매업(문구 및 생활용품),일반
제2022-025호,(사)동행플러스,서울지역본부,조순희,227-82-11016,"서울시 종로구 삼봉로 81, 7층 712호",2022-06-28,02-899-8128,"제조업(인쇄, 디자인 등)",일반
제2022-026호,(사)행복일자리운동본부,서울남부지사,정덕환,633-82-00301,"서울특별시 강서구 마곡중앙6로 66, 512호(마곡동, 퀸즈파크텐)",2022-06-28,02-769-1030,"제조업(인쇄, 판촉, 전자부품 등)",일반
제2022-027호,(주)하이런드리,전남지사,허영범,759-88-02087,전라남도 순천시 해룡면 정채봉길 131,2022-06-28,061-723-0992,제조업(의료세탁),일반
제2022-029호,㈜다루다기프트,전북지사,최성호,553-88-01796,"전라북도 전주시 완산구 홍산로 249, 6층 603호(효자동2가)",2022-07-11,070-4742-7703,제조업(판촉물),일반
제2022-030호,(주)이프리,대전지역본부,유미정,831-81-02134,"대전광역시 유성구 문지로 291, 206호(문지동, 효성프라자)",2022-07-27,1544-7386,"제조업(샐러드, 샌드위치)",자회사
제2022-031호,태웅식품㈜,충북지사,장현주,303-81-25758,충청북도 음성군 대소면 대금로196번길 21,2022-07-27,043-535-0621,제조업(건강보조식품 등),일반
제2022-032호,(주)넥스톤,서울남부지사,이용택,590-81-02247,"서울특별시 금천구 가산디지털2로 43-14, 7층 712호, 713호(가산동, 가산한화비즈메트로2차)",2022-07-27,02-6951-3631,"제조업(CCTV, 영상감시장치 등)",일반
제2022-033호,(사)한빛장애인협회,경기북부지사,유금희,234-82-00161,경기도 김포시 대곶면 산자뫼로 127-22,2022-08-17,031-984-1661,"제조업(폐수, 상하수 처리기자재)",일반
제2022-034호,(주)터틀즈,부산지역본부,정수진,195-87-02457,"부산광역시 사상구 사상로 208-1, 402호(괘법동, 사상티오피)",2022-08-17,1688-6726,"서비스업(인쇄, 포장, 청소 등)",일반
제2022-035호,(주)쏠라페,경기동부지사,홍진경,220-88-73556,경기도 광주시 회덕길 18-70(회덕동),2022-09-05,031-1661-8759,"제조업(LED, 공기청정기)",일반
제2022-036호,솔로몬,경기북부지사,박채형,765-17-00707,경기도 김포시 통진읍 율마로211번길 30,2022-09-05,031-982-2116,제조업(주방가구),일반
제2022-037호,(주)에스씨모빌리티,부산지역본부,한영민,317-88-01910,"부산광역시 사하구 다대로 624, 5층(다대동)",2022-09-05,051-703-6156,"제조업(운동기구, 문구류, 살균제)",일반
제2022-038호,(주)유환,부산지역본부,이수영,605-81-58460,부산광역시 기장군 기장읍 차성서로 147,2022-09-05,051-703-6156,"제조업(LED조명, 무대기계, 태양광발전장치)",일반
제2022-039호,(사)반딧불나눔복지재단,충남지사,정미정,506-82-20422,"충청남도 당진시 당진중앙2로 59-12, 3층(읍내동)",2022-09-05,041-352-0607,"제조업(식료품, 즉석판매 식품가공)",일반
제2022-040호,㈜알이시스,부산지역본부,하부원,605-81-43235,"부산광역시 사상구 대동로 303, 606호, 607호(감전동, 부산디지털밸리아파트형공장)",2022-09-22,051-817-0555,제조업(전자칠판 등),일반
제2022-041호,㈜엔젤싹스,경기동부지사,신영임,308-86-00460,경기도 광주시 순암로 350(중대동),2022-09-29,031-762-9166,"제조업(양말, 스타킹)",일반
제2022-042호,(주)호브,서울지역본부,김창수,106-86-50888,"서울특별시 종로구 종로 33, 2층(청진동, 그랑서울)",2022-10-11,,음식점업(커피전문점),자회사
제2022-043호,인화전자㈜,경기동부지사,최종원,625-81-02261,"경기도 성남시 중원구 둔촌대로388번길 24, 810, 811호(상대원동, 성남 우림라이온스밸리3차)",2022-10-31,070-433-2290,제조업(결제단말기 등),자회사
제2022-044호,사회적협동조합 드림온,경기동부지사,김서정,830-82-00300,"경기도 성남시 분당구 서현로 170, 상가동 3층 302호, 302-1호(서현동, 풍림아이원플러스)",2022-10-31,031-702-4560,"음식점업(카페), 서비스업(무용공연, 미술품 렌탈)",일반
제2022-045호,김포장애인야학,경기북부지사,김진수,509-80-00611,"경기도 김포시 사우중로 78, 501호(사우동, 밀레니엄프라자)",2022-10-31,031-991-9420,서비스업(사회교육시설),일반
제2022-046호,(사)경기도장애인마을,경기지역본부,한수복,173-82-00380,"경기도 수원시 권선구 오목천로132번길 33, 106-2호(고색동, 휴먼스카이밸리)",2022-10-31,031-292-1400,"서비스업 및 도소매업(미술품 대여 및 판매, 청소용역)",일반
제2022-047호,앙쥬㈜,부산지역본부,박순옥,603-81-52271,부산광역시 기장군 정관읍 산단3로 92-82,2022-10-31,051-208-8357,제조업(유아용품),일반
제2022-048호,(사)한국장애인문화예술인협회,전북지사,김영명,476-82-00386,전라북도 전주시 덕진구 추천로 47-28(팔복동3가),2022-10-31,063-714-3967,"제조업(기타 인쇄, 피복류)",일반
제2022-049호,(주)반들,대구지역본부,신창목,532-86-02697,대구광역시 남구 이천로 63(봉덕동),2022-11-11,053-355-4777,서비스업(자동차 세차),자회사
제2022-050호,(주)부흥산업,대구지역본부,채수홍,603-81-81155,경상북도 영천시 금호읍 오계공단길 21,2022-11-11,054-336-2230,서비스업(의료세탁업 등),일반
제2022-051호,농업회사법인 (주)일광,대구지역본부,이승재,513-81-63214,경상북도 칠곡군 동명면 경북대로 860,2022-11-11,054-977-3900,"농업, 도소매업(채소, 농산물재배)",일반
제2022-052호,케이원메디칼,대구지역본부,류인자,169-05-00416,경상북도 칠곡군 동명면 금암동석1길 18-10,2022-11-11,054-977-1338,제조업(의료 및 건강기기),일반
제2022-053호,도시마을협동조합,서울남부지사,노정은,593-88-00039,"서울특별시 강서구 강서로 462, 208호(등촌동, 대룡드림타워-1)",2022-11-11,02-6347-0401,사업지원 서비스업(시설관리),일반
제2022-054호,(주)엠케이글로벌컴퍼니,서울남부지사,김성훈,638-81-02796,"서울시 금천구 디지털로 10길 78, 1224(가산동)",2022-11-11,02-2088-8836,"제조업(직물제품, 의복)",일반
제2022-055호,(유)이화,전남지사,정창선,873-87-00976,전라남도 나주시 산포면 재성길 22,2022-11-11,061-332-5659,세탁업,일반
제2022-056호,(사)서귀포시장애인단체연합회(모커리),제주지사,박향란,616-82-69663,"제주특별자치도 서귀포시 칠십리로72번길 9, 2층(서귀동)",2022-11-11,064-762-0729,음식점업(카페),일반
제2022-057호,KMG(거명),부산지역본부,문창수,603-01-87778,"부산광역시 사하구 하신번영로 419(하단동, 삼산빌딩 2층, 5층)",2022-11-28,051-804-2213,제조업(의료기기 등),일반
제2022-058호,에스앤씨(SnC)패션,서울남부지사,"최은숙, 신인철",108-12-75619,"서울특별시 금천구 가산디지털2로 14, 6층 606~608호 snc패션(가산동, 대륭테크노타운12차)",2022-11-28,,제조업(의복),일반
제2022-059호,사회적협동조합 국민행복서비스단,울산지사,박종진,134-82-12090,"울산광역시 남구 남산로 320, 2층(신정동)",2022-11-28,052-234-9955,"서비스업(복지서비스), 제조업(제과류 즉석판매)",일반
제2022-060호,㈜브라보비버인천,인천지사,이진수,415-86-02688,"인천광역시 부평구 주부토로 236, 씨동 408호(갈산동, 인천테크노밸리유1센터)",2022-12-06,,제조업(복사용지 등),자회사
제2022-061호,장애인생활신문,인천지사,조병호,131-19-49385,"인천광역시 남동구 예술로192번길 40, 5층(구월동)",2022-12-06,032-433-4201,제조업(신문발행 등),일반
제2022-063호,농업회사법인 푸르메소셜팜㈜,경기동부지사,김병두,126-86-33388,경기도 여주시 도예로 247(오학동),2022-12-08,031-882-5181,"음식점업(카페), 도소매업(농작물 판매)",자회사
제2022-064호,㈜효성조명,경기지역본부,유용준,106-81-82274,경기도 화성시 정남면 괘랑2길17번길 45-12,2022-12-08,031-352-4818,제조업(LED조명기구),일반
제2022-065호,인수기업,대전지역본부,신인수,181-16-02012,"대전광역시 동구 옥천로176번길 15-4, 2층 9호(판암동)",2022-12-08,042-282-4403,"제조업(포장), 서비스(렌탈 등)",일반
제2022-066호,좋은운동장,서울북부지사,이민구,567-81-01291,"서울특별시 성동구 고산자로 320, 1층(마장동)",2022-12-08,02-720-1002,서비스(재활스포츠),일반
제2022-067호,오아세 사회적협동조합,전남지사,최용희,184-87-02189,"전라남도 무안군 청계면 영산로 1666, 103호(목포대학교도림캠퍼스)",2022-12-08,,제조업(면장갑),일반
제2022-068호,농업회사법인 (유)산돌팜,전북지사,홍진웅,860-86-01948,전라북도 군산시 성산면 여방1길 107,2022-12-08,063-452-1120,도소매(농산물),일반
제2022-069호,㈜이랑,경기서부지사,정이랑,258-81-00592,"경기도 안양시 만안구 안양로329번길 108, 204호(안양동, 안양월드)",2022-12-16,031-469-2606,"제조업(판촉물, 인쇄)",일반
제2022-070호,피어라풀꽃 사회적협동조합,강원지사,전정란,603-82-12960,"강원도 원주시 역전시장길 10, 1층(학성동)",2022-12-19,,"사업지원 서비스업(DM발송, 임가공 등)",일반
제2022-071호,(주)시마,경기북부지사,서영석,846-86-01603,경기도 포천시 화합로 135-13(동교동),2022-12-19,031-541-5779,제조업(마스크),일반
제2022-072호,㈜인플럭스,경기지역본부,"진승균, 이진희",845-81-01717,경기도 화성시 팔탄면 터넉골로120번길 13-66,2022-12-19,031-354-6457,제조업(LED조명기구),일반
제2022-073호,청아띠 농업회사법인 주식회사,경북지사,조장현,504-81-59507,경상북도 의성군 봉양면 농공마전길 32-13,2022-12-19,054-834-9334,제조업(식료품),일반
제2022-074호,㈜화진산업,광주지역본부,이현철,408-86-04790,전라남도 장성군 남면 나노산단2로 145,2022-12-19,061-392-6081,"제조업(산업용필름, 보건용 마스크 등)",일반
제2022-075호,㈜티몬위드유,서울동부지사,류광진,121-88-02512,"서울특별시 강남구 압구정로 118, 1층(신사동, 아리지 빌딩)",2022-12-19,02-2098-4638,음식점업(카페),자회사
제2022-076호,(사)울산장애인부모회,울산지사,이해경,610-82-10937,"울산광역시 중구 염포로 26, 3층 304호(반구동, 유로캐슬)",2022-12-19,052-274-9001,서비스업(장애인주간활동),일반
제2022-077호,대원루스터㈜,인천지사,김재형,122-81-56540,인천광역시 계양구 서운산단로1길 59,2022-12-19,032-554-3871,제조업(LED조명기구),일반
제2022-078호,하나전자,인천지사,정재문,121-13-46623,인천광역시 남동구 남동서로 38,2022-12-19,032-815-8732,제조업(자동차부품 등),일반
제2022-079호,아이갓에브리씽이순신도서관점,전남지사,김정화,213-10-37586,"전라남도 여수시 웅천6길 51, 2층(웅천동, 여수시 이순신도서관)",2022-12-19,,음식점업(카페),일반
