진료년도,표시과목,주상병코드,환자수,명세서청구건수,입내원일수,요양급여비용총액,보험자부담금
2023,비뇨의학과,E12,11,24,24,1043920,763020
2023,비뇨의학과,E13,190,291,291,23247240,16985040
2023,비뇨의학과,E14,227,627,624,18249780,13504280
2023,비뇨의학과,E16,2,4,4,220000,154300
2023,비뇨의학과,E20,1,2,2,275890,195390
2023,비뇨의학과,E21,3,4,4,486850,340950
2023,비뇨의학과,E22,93,142,142,5047160,3653760
2023,비뇨의학과,E23,235,849,849,23040620,17153520
2023,비뇨의학과,E24,2,2,2,34640,24440
2023,비뇨의학과,E27,5,8,8,299280,256880
2023,비뇨의학과,E28,14,51,51,742200,579700
2023,비뇨의학과,E29,3851,7860,7858,417438730,295612650
2023,비뇨의학과,E30,17,17,17,372800,262400
2023,비뇨의학과,E34,351,575,575,27497830,19485730
2023,비뇨의학과,E35,10,15,15,989990,693590
2023,비뇨의학과,E43,5,5,5,76720,68620
2023,비뇨의학과,E46,1,1,1,35180,24680
2023,비뇨의학과,E50,249,422,422,6629890,4811590
2023,비뇨의학과,E53,11,18,18,2565180,1810880
2023,비뇨의학과,E55,727,1742,1742,83702260,61173660
2023,비뇨의학과,E56,4,6,6,230640,168740
2023,비뇨의학과,E58,20,61,61,3184990,2501290
2023,비뇨의학과,E61,46,77,77,3046270,2292170
2023,비뇨의학과,E63,481,506,506,616611060,493198680
2023,비뇨의학과,E65,5,5,5,178830,125630
2023,비뇨의학과,E66,84,166,166,3987600,2804800
2023,비뇨의학과,E70,6,7,7,130340,100440
2023,비뇨의학과,E71,1,3,3,1427750,1285040
2023,비뇨의학과,E72,3,4,4,279280,243880
2023,비뇨의학과,E75,4,4,4,69280,55680
2023,비뇨의학과,E78,1895,5020,5020,163523670,118725310
2023,비뇨의학과,E79,46,115,115,5096110,3606410
2023,비뇨의학과,E80,1,1,1,353550,352550
2023,비뇨의학과,E83,4,7,7,101480,74780
2023,비뇨의학과,E86,43,79,79,37973210,26626210
2023,비뇨의학과,E87,127,160,160,9163060,6753260
2023,비뇨의학과,E88,36,47,46,3640630,2578130
2023,비뇨의학과,E89,4,38,38,658140,488040
2023,비뇨의학과,F00,57,290,289,4928600,4126340
2023,비뇨의학과,F01,33,63,63,1002260,826860
2023,비뇨의학과,F02,1,62,62,989140,886140
2023,비뇨의학과,F03,40,71,71,1174430,940330
2023,비뇨의학과,F05,1,3,3,53330,48630
2023,비뇨의학과,F06,563,1547,1547,23906850,20064350
2023,비뇨의학과,F07,1,1,1,17320,12220
2023,비뇨의학과,F13,1,1,1,12380,10880
2023,비뇨의학과,F17,8,13,13,190580,138480
2023,비뇨의학과,F20,4,22,22,465820,402120
2023,비뇨의학과,F31,13,13,13,528210,376210
2023,비뇨의학과,F32,195,655,655,10453110,8308310
2023,비뇨의학과,F33,22,69,69,1194760,904260
2023,비뇨의학과,F34,34,65,64,1188830,935430
2023,비뇨의학과,F38,29,35,35,805340,579840
2023,비뇨의학과,F39,9,30,30,745160,568760
2023,비뇨의학과,F40,11,26,26,370720,301920
2023,비뇨의학과,F41,422,906,906,18088410,13916810
2023,비뇨의학과,F42,6,17,17,390400,273600
2023,비뇨의학과,F43,11,29,29,1344490,967390
2023,비뇨의학과,F45,228,402,402,8873390,6802490
2023,비뇨의학과,F48,112,182,182,4884150,3651450
2023,비뇨의학과,F50,5,21,21,486610,361210
2023,비뇨의학과,F51,979,2590,2590,45520530,35384630
2023,비뇨의학과,F52,2221,3322,3321,130397430,92509930
2023,비뇨의학과,F54,6,9,9,148150,119450
2023,비뇨의학과,F59,1,9,9,122210,108510
2023,비뇨의학과,F62,1,4,4,61470,52670
2023,비뇨의학과,F63,5,5,5,88620,65720
2023,비뇨의학과,F64,7,31,31,443070,311070
2023,비뇨의학과,F66,47,59,59,1290300,931700
2023,비뇨의학과,F72,1,2,2,147840,103540
2023,비뇨의학과,F73,1,2,2,24760,17360
2023,비뇨의학과,F84,2,3,3,49090,34490
2023,비뇨의학과,F90,7,34,34,828600,592400
2023,비뇨의학과,F91,1,1,1,17320,12220
2023,비뇨의학과,F92,27,72,72,2528100,1839300
2023,비뇨의학과,F98,525,1414,1413,34151860,24674560
2023,비뇨의학과,G04,4,6,6,134930,103130
2023,비뇨의학과,G05,9,10,10,206670,166270
2023,비뇨의학과,G11,13,65,65,5048300,4507500
2023,비뇨의학과,G12,10,47,47,6922530,6157130
2023,비뇨의학과,G20,173,720,720,53502160,48066360
2023,비뇨의학과,G22,1,2,2,32410,29210
2023,비뇨의학과,G23,2,4,4,224110,160610
2023,비뇨의학과,G24,3,6,6,93400,73500
2023,비뇨의학과,G25,13,32,32,362240,300940
2023,비뇨의학과,G30,10,56,56,1250830,998530
2023,비뇨의학과,G31,2229,5859,5859,91782930,76141730
2023,비뇨의학과,G32,2,2,2,29700,25000
2023,비뇨의학과,G35,9,22,22,1533750,1378550
2023,비뇨의학과,G36,5,10,9,2019240,1816240
2023,비뇨의학과,G37,2,4,4,64340,52140
2023,비뇨의학과,G40,10,50,50,988930,845730
2023,비뇨의학과,G41,1,1,1,17320,12220
2023,비뇨의학과,G43,244,470,470,7618180,5543280
2023,비뇨의학과,G44,226,535,534,23437800,16692600
2023,비뇨의학과,G45,2,12,12,517840,366240
2023,비뇨의학과,G46,5,9,9,111630,82630
2023,비뇨의학과,G47,2138,5583,5583,92306610,71200640
2023,비뇨의학과,G50,29,78,78,1417170,1149170
2023,비뇨의학과,G51,7,7,7,106420,89520
2023,비뇨의학과,G52,2,2,2,29700,23100
2023,비뇨의학과,G53,6452,18900,18900,322629330,260776530
2023,비뇨의학과,G54,2,7,7,104230,91130
2023,비뇨의학과,G55,3,6,6,59880,42080
2023,비뇨의학과,G56,4,9,9,700910,648810
2023,비뇨의학과,G57,5,8,8,152330,108330
2023,비뇨의학과,G58,23,45,45,1085260,859660
2023,비뇨의학과,G59,17,46,46,586580,516180
2023,비뇨의학과,G60,2,9,9,92080,83080
2023,비뇨의학과,G61,3,8,8,1151120,1036420
2023,비뇨의학과,G62,28,74,74,1147240,951940
2023,비뇨의학과,G63,11,17,17,254040,222340
2023,비뇨의학과,G64,45,98,98,1472380,1210580
2023,비뇨의학과,G70,2,4,4,346720,311920
2023,비뇨의학과,G71,8,17,17,255400,205600
2023,비뇨의학과,G82,24,52,52,1159350,923250
2023,비뇨의학과,G83,6,15,15,1421590,1002790
2023,비뇨의학과,G90,148,380,380,43265560,30410060
2023,비뇨의학과,G91,2,3,3,44060,30960
2023,비뇨의학과,G93,26,68,68,1933600,1364500
2023,비뇨의학과,G95,33,80,80,3043140,2539540
2023,비뇨의학과,G97,1,1,1,17320,12220
2023,비뇨의학과,G98,14,16,16,3784030,2652730
2023,비뇨의학과,G99,2,2,2,31840,26240
2023,비뇨의학과,H00,428,517,517,11909600,8665000
2023,비뇨의학과,H01,1426,1760,1760,31382080,23649880
2023,비뇨의학과,H02,131,149,149,5496290,3958990
2023,비뇨의학과,H03,2,2,2,34640,27840
2023,비뇨의학과,H04,582,1071,1071,17870050,13400450
2023,비뇨의학과,H05,3,5,5,80260,63160
2023,비뇨의학과,H10,1296,1786,1786,32290520,24497320
2023,비뇨의학과,H11,161,262,262,4189570,2998570
2023,비뇨의학과,H13,4,5,5,73910,55410
2023,비뇨의학과,H16,322,465,465,9434720,7026220
2023,비뇨의학과,H18,1,1,1,12380,8680
2023,비뇨의학과,H19,34,43,43,972950,711450
2023,비뇨의학과,H25,24,47,47,640970,548670
2023,비뇨의학과,H26,8,11,11,150460,118660
2023,비뇨의학과,H28,1,1,1,14330,10130
2023,비뇨의학과,H35,7,30,29,5087700,4571700
2023,비뇨의학과,H36,4,20,20,256880,226880
2023,비뇨의학과,H40,42,103,103,1230420,950920
2023,비뇨의학과,H44,11,15,15,260720,185520
2023,비뇨의학과,H47,4,4,4,79900,56300
2023,비뇨의학과,H50,1,1,1,15090,10590
2023,비뇨의학과,H52,3,3,3,58330,41030
2023,비뇨의학과,H53,1,1,1,12380,10880
2023,비뇨의학과,H54,6,6,6,111750,85450
2023,비뇨의학과,H57,1,2,2,29700,26500
2023,비뇨의학과,H59,2,2,2,34640,27840
2023,비뇨의학과,H60,454,633,633,12772840,9454140
2023,비뇨의학과,H61,51,65,65,1924080,1416580
2023,비뇨의학과,H62,10,13,13,197590,158990
2023,비뇨의학과,H65,19,28,28,471660,365960
2023,비뇨의학과,H66,105,166,166,2590440,2088040
2023,비뇨의학과,H67,2,2,2,38940,32940
2023,비뇨의학과,H73,1,1,1,21620,17320
2023,비뇨의학과,H81,85,257,257,3676870,3011370
2023,비뇨의학과,H82,2,9,9,119070,83570
2023,비뇨의학과,H83,2,2,2,34640,31240
2023,비뇨의학과,H90,6,9,9,136600,108500
2023,비뇨의학과,H91,32,34,34,522940,451720
2023,비뇨의학과,H92,2,2,2,34640,31240
2023,비뇨의학과,H93,75,123,123,2103320,1701620
2023,비뇨의학과,I00,4,6,6,104310,81510
2023,비뇨의학과,I01,1,1,1,12380,10880
2023,비뇨의학과,I10,2784,11634,11631,204367680,158839180
2023,비뇨의학과,I11,155,625,625,10930960,8701960
2023,비뇨의학과,I12,16,48,48,982690,759990
2023,비뇨의학과,I13,10,33,33,432680,342480
2023,비뇨의학과,I15,193,757,757,12608490,9762290
2023,비뇨의학과,I20,40,107,106,1655430,1330930
2023,비뇨의학과,I21,4,12,12,105950,74550
2023,비뇨의학과,I24,2,2,2,48370,33970
2023,비뇨의학과,I25,5,12,12,112110,84310
2023,비뇨의학과,I31,1,1,1,17320,12220
2023,비뇨의학과,I34,1,1,1,12380,8680
2023,비뇨의학과,I35,1,1,1,12380,10880
2023,비뇨의학과,I42,3,25,25,393440,349040
2023,비뇨의학과,I44,1,1,1,206730,165390
2023,비뇨의학과,I47,9,12,12,228130,176330
2023,비뇨의학과,I48,9,28,28,510020,402420
2023,비뇨의학과,I49,32,85,85,1270550,1027350
2023,비뇨의학과,I50,15,28,28,431620,348420
2023,비뇨의학과,I51,4,9,9,124010,103310
2023,비뇨의학과,I52,1,1,1,21620,15220
2023,비뇨의학과,I60,2,4,4,244850,171750
2023,비뇨의학과,I63,22,62,61,1241770,955370
2023,비뇨의학과,I64,4,34,34,457090,372790
2023,비뇨의학과,I65,5,27,27,346850,306150
2023,비뇨의학과,I67,21,55,55,2501530,2230930
2023,비뇨의학과,I68,1,4,4,78460,61660
2023,비뇨의학과,I69,9,27,27,569610,509810
2023,비뇨의학과,I70,11,25,24,488250,374650
2023,비뇨의학과,I71,2,2,2,42640,32140
2023,비뇨의학과,I72,1,1,1,17320,12220
2023,비뇨의학과,I73,962,2357,2357,41253990,32526110
2023,비뇨의학과,I74,5,8,8,89430,76830
2023,비뇨의학과,I77,3,6,6,205480,146280
2023,비뇨의학과,I78,259,299,299,5982740,4552640
2023,비뇨의학과,I79,1,2,2,24760,21760
2023,비뇨의학과,I80,52,86,86,2387280,1717380
2023,비뇨의학과,I82,12,26,26,644380,489880
2023,비뇨의학과,I83,226,447,447,7992480,5948480
2023,비뇨의학과,I86,8377,14874,14959,2595050140,1928629440
2023,비뇨의학과,I87,301,628,628,11000930,8447930
2023,비뇨의학과,I88,357,622,622,48024630,33722130
2023,비뇨의학과,I89,221,400,400,16878010,12165110
2023,비뇨의학과,I95,10,10,10,148980,116980
2023,비뇨의학과,I99,2,17,17,243890,181290
2023,비뇨의학과,J00,3965,7810,7808,144867990,111439710
2023,비뇨의학과,J01,81,154,154,2588460,1927360
2023,비뇨의학과,J02,620,1448,1448,25905840,20131740
2023,비뇨의학과,J03,1303,2654,2654,46824570,35886080
2023,비뇨의학과,J04,369,875,875,13800790,10775090
2023,비뇨의학과,J05,2,3,3,54230,44930
2023,비뇨의학과,J06,1544,3214,3214,53253640,41010040
2023,비뇨의학과,J09,2,2,2,24760,21760
2023,비뇨의학과,J10,34,45,45,884050,652250
2023,비뇨의학과,J11,39,67,67,1173240,870040
2023,비뇨의학과,J15,10,18,18,274060,198660
2023,비뇨의학과,J17,3,4,4,71780,50480
2023,비뇨의학과,J18,6,9,9,150930,118130
2023,비뇨의학과,J20,1525,3368,3367,53762330,41292530
2023,비뇨의학과,J21,132,229,229,4802840,3577840
2023,비뇨의학과,J22,61,112,112,2079080,1523980
2023,비뇨의학과,J30,2394,4510,4508,88424520,66617220
2023,비뇨의학과,J31,66,138,138,2445970,1808570
2023,비뇨의학과,J32,54,101,100,1210940,949040
2023,비뇨의학과,J33,1,1,1,230140,161140
2023,비뇨의학과,J34,374,607,607,15073330,10723230
2023,비뇨의학과,J35,6,11,11,147080,125980
2023,비뇨의학과,J36,25,53,53,1909930,1365030
2023,비뇨의학과,J37,3,3,3,56260,43060
2023,비뇨의학과,J38,13,25,25,396780,298580
2023,비뇨의학과,J39,164,329,329,5165270,4021570
2023,비뇨의학과,J40,257,604,604,8143890,6283390
2023,비뇨의학과,J41,218,590,590,9044390,7230290
2023,비뇨의학과,J42,58,117,117,1622080,1252880
2023,비뇨의학과,J44,35,75,75,5373980,3857380
2023,비뇨의학과,J45,123,324,324,5225070,3954070
2023,비뇨의학과,J46,1,3,3,37140,26040
2023,비뇨의학과,J47,8,13,12,220260,163160
2023,비뇨의학과,J60,1,1,1,19490,13690
2023,비뇨의학과,J80,1,5,5,162940,116640
2023,비뇨의학과,J84,2,27,27,521420,470120
2023,비뇨의학과,J96,1,1,1,48270,33870
2023,비뇨의학과,J98,19,34,34,571020,427020
2023,비뇨의학과,K00,1,1,1,18240,12840
2023,비뇨의학과,K03,1,1,1,17320,15620
2023,비뇨의학과,K04,30,74,74,1971670,1453870
2023,비뇨의학과,K05,44,155,155,2186600,1848200
2023,비뇨의학과,K07,7,11,11,165460,116660
2023,비뇨의학과,K08,16,21,21,352370,268970
2023,비뇨의학과,K09,2,2,2,34640,24440
2023,비뇨의학과,K10,1,1,1,17320,12220
2023,비뇨의학과,K11,14,17,16,380140,290140
2023,비뇨의학과,K12,972,1845,1845,32506440,26525540
2023,비뇨의학과,K13,1005,1362,1362,23918480,18214980
2023,비뇨의학과,K14,106,158,157,2847910,2356310
2023,비뇨의학과,K20,15,18,18,408470,288870
2023,비뇨의학과,K21,3047,5655,5655,137171420,102054620
2023,비뇨의학과,K22,6,12,12,226110,175410
2023,비뇨의학과,K23,5,7,7,114840,94940
2023,비뇨의학과,K25,499,863,863,15194370,11848370
2023,비뇨의학과,K26,40,111,111,2620190,2166190
2023,비뇨의학과,K27,285,485,485,9523550,7120650
2023,비뇨의학과,K28,3,3,3,60570,44770
2023,비뇨의학과,K29,16022,26835,26838,830384390,619015970
2023,비뇨의학과,K30,5023,9372,9371,429836420,308491560
2023,비뇨의학과,K31,58,129,129,7678040,5528940
2023,비뇨의학과,K35,27,28,28,2885400,2027500
2023,비뇨의학과,K36,8,9,9,1003720,707820
2023,비뇨의학과,K37,9,9,9,198950,149050
2023,비뇨의학과,K40,3264,3822,3802,225163410,170451660
2023,비뇨의학과,K41,69,86,86,6014410,4269310
2023,비뇨의학과,K42,4,4,4,68640,56740
2023,비뇨의학과,K43,122,134,133,3952730,2976730
2023,비뇨의학과,K45,35,48,48,1360150,1042950
2023,비뇨의학과,K46,306,332,332,13747420,10123620
2023,비뇨의학과,K50,29,40,40,1642660,1370060
2023,비뇨의학과,K51,16,28,28,2847700,2526500
2023,비뇨의학과,K52,61,98,98,1809040,1404440
2023,비뇨의학과,K56,7,9,9,720490,513790
2023,비뇨의학과,K57,14,17,17,686170,488470
2023,비뇨의학과,K58,174,287,287,6123490,4548290
2023,비뇨의학과,K59,1562,2704,2704,68725970,53775290
2023,비뇨의학과,K60,50,77,77,1744080,1304980
2023,비뇨의학과,K61,191,366,366,14502780,10890920
2023,비뇨의학과,K62,90,122,122,2757320,2102220
2023,비뇨의학과,K63,12,21,21,997440,778540
2023,비뇨의학과,K64,779,1242,1241,21833200,16995900
2023,비뇨의학과,K65,2,2,2,291700,207700
2023,비뇨의학과,K66,2,8,6,3232910,2902910
2023,비뇨의학과,K67,1,1,1,19520,17620
2023,비뇨의학과,K70,76,115,115,2753330,1964630
2023,비뇨의학과,K71,17,45,45,933630,667730
2023,비뇨의학과,K72,4,6,6,103920,73320
2023,비뇨의학과,K73,96,162,162,13690080,9722680
2023,비뇨의학과,K74,40,90,90,1638010,1292010
2023,비뇨의학과,K75,172,299,299,15623040,11312540
2023,비뇨의학과,K76,508,891,890,38650010,27549510
2023,비뇨의학과,K77,5,5,5,92590,64990
2023,비뇨의학과,K80,101,161,161,5451750,3970850
2023,비뇨의학과,K81,8,15,14,380810,283910
2023,비뇨의학과,K82,9,15,15,1555680,1097280
2023,비뇨의학과,K83,6,14,14,278240,225040
2023,비뇨의학과,K85,2,2,2,78160,54860
2023,비뇨의학과,K86,6,8,8,1415750,994150
2023,비뇨의학과,K87,2,12,12,475780,353180
2023,비뇨의학과,K90,1,1,1,220240,154240
2023,비뇨의학과,K91,1,7,7,89370,62670
2023,비뇨의학과,K92,16,19,19,428950,328050
2023,비뇨의학과,L00,3,3,3,51360,38360
2023,비뇨의학과,L01,16718,28726,28725,604140770,456498190
2023,비뇨의학과,L02,101585,199334,199328,4478847630,3275624110
2023,비뇨의학과,L03,51963,91808,91805,2077414460,1542183770
2023,비뇨의학과,L04,487,830,832,35596190,25239800
2023,비뇨의학과,L05,3438,6502,6502,148743460,107994760
2023,비뇨의학과,L08,42964,77372,77372,1572401010,1180298610
2023,비뇨의학과,L10,40,106,106,1835560,1536460
2023,비뇨의학과,L11,179,193,193,3791110,2754410
2023,비뇨의학과,L12,17,37,37,591870,473770
2023,비뇨의학과,L13,1421,2481,2480,67839840,49526840
2023,비뇨의학과,L20,30377,66531,66527,1256546410,927870010
2023,비뇨의학과,L21,88376,169240,169233,3030764540,2352778040
2023,비뇨의학과,L22,41,57,57,1016560,866960
2023,비뇨의학과,L23,525120,1068785,1068768,20376359260,15768140920
2023,비뇨의학과,L24,101701,182258,182256,3273589820,2546989720
2023,비뇨의학과,L25,44060,80855,80853,1494287910,1154323310
2023,비뇨의학과,L26,150,213,226,4860280,3857790
2023,비뇨의학과,L27,3218,5947,5947,109011450,84650950
2023,비뇨의학과,L28,25735,51729,51728,1101800810,839541610
2023,비뇨의학과,L29,23293,46179,46178,917247640,713922040
2023,비뇨의학과,L30,114439,206140,206130,4081418770,3113097670
2023,비뇨의학과,L40,13356,37427,37423,639109840,489602540
2023,비뇨의학과,L41,113,225,225,4664490,3502490
2023,비뇨의학과,L42,1063,1618,1618,30957060,22184560
2023,비뇨의학과,L43,1240,2444,2444,55675800,41614600
2023,비뇨의학과,L44,320,440,440,7980560,5896260
2023,비뇨의학과,L45,10,10,10,161830,130230
2023,비뇨의학과,L50,130097,286117,286116,5957118610,4552012630
2023,비뇨의학과,L51,578,1061,1061,19340440,15140440
2023,비뇨의학과,L52,157,349,349,6360440,4836840
2023,비뇨의학과,L53,451,844,844,14222810,11116510
2023,비뇨의학과,L54,14,16,16,280900,201300
2023,비뇨의학과,L55,452,529,529,10369110,7439910
2023,비뇨의학과,L56,714,988,988,17215380,13023180
2023,비뇨의학과,L57,1459,2160,2159,75277060,56620660
2023,비뇨의학과,L58,6,15,15,266410,222310
2023,비뇨의학과,L59,60,63,63,1116780,838080
2023,비뇨의학과,L60,8146,16056,16055,494775500,363717880
2023,비뇨의학과,L62,46,47,47,834180,614180
2023,비뇨의학과,L63,14934,56183,56181,2103158590,1482402390
2023,비뇨의학과,L64,716,1257,1257,27031000,19300900
2023,비뇨의학과,L65,591,842,841,17705500,13221200
2023,비뇨의학과,L66,2935,5409,5409,139253770,100988550
2023,비뇨의학과,L67,2,2,2,38940,27440
2023,비뇨의학과,L68,7,7,7,182020,127420
2023,비뇨의학과,L70,5743,14052,14052,266595850,189079450
2023,비뇨의학과,L71,2696,5369,5369,89340080,67008980
2023,비뇨의학과,L72,15717,30221,30220,1801372840,1286022440
2023,비뇨의학과,L73,17326,35198,35198,630983580,462049580
2023,비뇨의학과,L74,789,1085,1085,19897610,14957810
2023,비뇨의학과,L75,24,31,31,1292460,923860
2023,비뇨의학과,L80,1973,3055,3049,66775080,50722180
2023,비뇨의학과,L81,2933,3380,3377,63999590,48618590
2023,비뇨의학과,L82,2414,3469,3469,116587880,87019680
2023,비뇨의학과,L83,126,166,166,8772880,6162080
2023,비뇨의학과,L84,29970,54789,54789,2648573420,1892255620
2023,비뇨의학과,L85,18920,34301,34301,607457190,486238490
2023,비뇨의학과,L86,128,171,171,3137980,2390880
2023,비뇨의학과,L87,43,50,50,987380,699280
2023,비뇨의학과,L88,6,20,20,485080,347080
2023,비뇨의학과,L89,448,1604,1603,33220470,27843970
2023,비뇨의학과,L90,450,704,704,22288870,15944570
2023,비뇨의학과,L91,9041,22664,22663,884206550,624871950
2023,비뇨의학과,L92,583,760,760,47386200,33578400
2023,비뇨의학과,L93,10,14,14,423270,302570
2023,비뇨의학과,L94,29,43,43,1542280,1099880
2023,비뇨의학과,L95,134,246,246,4776910,3544810
2023,비뇨의학과,L97,9,26,26,504950,444650
2023,비뇨의학과,L98,2333,5000,4999,151943180,113695380
2023,비뇨의학과,L99,9,12,12,466100,346400
2023,비뇨의학과,M00,4,4,4,64340,50940
2023,비뇨의학과,M01,1,1,1,19350,13550
2023,비뇨의학과,M02,37,127,127,1861270,1600570
2023,비뇨의학과,M03,3,7,7,106450,89750
2023,비뇨의학과,M05,13,44,44,2456160,2207660
2023,비뇨의학과,M06,103,248,248,3789520,3135320
2023,비뇨의학과,M07,5,8,8,108310,84710
2023,비뇨의학과,M08,2,4,4,52230,46230
2023,비뇨의학과,M10,285,729,728,17388200,12844910
2023,비뇨의학과,M11,5,5,5,78860,62360
2023,비뇨의학과,M12,9,13,13,192680,164780
2023,비뇨의학과,M13,509,1187,1187,18649880,15052680
2023,비뇨의학과,M14,9,9,9,155390,112490
2023,비뇨의학과,M15,194,467,467,7474450,6301350
2023,비뇨의학과,M16,17,44,44,710980,596980
2023,비뇨의학과,M17,412,1146,1146,17881340,14482440
2023,비뇨의학과,M18,3,3,3,37140,28240
2023,비뇨의학과,M19,143,297,297,7311680,5506680
2023,비뇨의학과,M20,18,20,20,402130,306730
2023,비뇨의학과,M21,1,1,1,17320,15620
2023,비뇨의학과,M22,2,3,3,37140,26040
2023,비뇨의학과,M23,1,1,1,17320,12220
2023,비뇨의학과,M24,9,28,28,1420710,1015610
2023,비뇨의학과,M25,338,627,627,12673740,9827540
2023,비뇨의학과,M30,4,14,14,298630,238230
2023,비뇨의학과,M31,16,26,26,603880,455980
2023,비뇨의학과,M32,12,40,40,1575460,1395760
2023,비뇨의학과,M33,4,4,4,366440,319240
2023,비뇨의학과,M34,1,5,5,827510,744910
2023,비뇨의학과,M35,28,172,171,8892230,7767830
2023,비뇨의학과,M36,1,4,4,50310,44310
2023,비뇨의학과,M40,2,2,2,29700,24300
2023,비뇨의학과,M41,2,2,2,39790,27990
2023,비뇨의학과,M42,1,1,1,17320,15620
2023,비뇨의학과,M43,9,35,35,491980,390080
2023,비뇨의학과,M45,25,53,53,2270390,2014790
2023,비뇨의학과,M46,3,11,11,273080,201180
2023,비뇨의학과,M47,34,149,149,2650320,1936820
2023,비뇨의학과,M48,98,267,267,5531700,4415900
2023,비뇨의학과,M49,1,6,6,74400,65400
2023,비뇨의학과,M50,12,17,17,523220,380420
2023,비뇨의학과,M51,76,253,253,4722690,3696490
2023,비뇨의학과,M53,3,28,28,405690,354490
2023,비뇨의학과,M54,5818,9268,9263,618714380,442163910
2023,비뇨의학과,M60,131,170,170,7295350,5233050
2023,비뇨의학과,M61,3,10,10,385930,270830
2023,비뇨의학과,M62,413,823,823,24789750,17994350
2023,비뇨의학과,M63,4,6,6,438880,307580
2023,비뇨의학과,M65,190,629,629,13321660,10600560
2023,비뇨의학과,M67,300,462,462,19987410,14516610
2023,비뇨의학과,M70,18,20,20,326560,274860
2023,비뇨의학과,M71,24,44,44,1420380,1039080
2023,비뇨의학과,M72,111,175,174,7148310,5179410
2023,비뇨의학과,M73,13,19,19,321050,233150
2023,비뇨의학과,M75,104,221,221,7698340,5799640
2023,비뇨의학과,M76,8,17,17,128740,104740
2023,비뇨의학과,M77,32,58,58,1713100,1284900
2023,비뇨의학과,M79,4287,7375,7372,252615540,186068740
2023,비뇨의학과,M80,11,46,46,1593320,1252520
2023,비뇨의학과,M81,92,238,238,5139980,3934580
2023,비뇨의학과,M82,17,35,35,2324340,1942640
2023,비뇨의학과,M83,2,5,5,107940,86840
2023,비뇨의학과,M84,1,1,1,21620,17320
2023,비뇨의학과,M85,1,1,1,12380,10880
2023,비뇨의학과,M86,3,3,3,347920,245920
2023,비뇨의학과,M89,91,194,194,3636860,2808260
2023,비뇨의학과,M92,1,1,1,0,0
2023,비뇨의학과,M96,7,12,12,145930,123330
2023,비뇨의학과,M99,5,11,11,166610,122810
2023,비뇨의학과,N00,271,551,551,24023940,17361040
2023,비뇨의학과,N01,13,30,30,983960,709960
2023,비뇨의학과,N02,5630,10021,10071,1441680730,1022723470
2023,비뇨의학과,N03,15,29,29,812060,601660
2023,비뇨의학과,N04,35,45,44,3056180,2174080
2023,비뇨의학과,N05,23,31,31,946030,677430
2023,비뇨의학과,N06,42,56,56,2344170,1669970
2023,비뇨의학과,N08,3,8,8,245950,172450
2023,비뇨의학과,N10,10447,23626,23731,1249745900,902523070
2023,비뇨의학과,N11,363,1119,1119,35707350,26666650
2023,비뇨의학과,N12,1008,2159,2177,150703530,107023170
2023,비뇨의학과,N13,1714,3168,3151,863694940,612625020
2023,비뇨의학과,N14,4,7,7,134940,106640
2023,비뇨의학과,N15,10,14,14,564360,405360
2023,비뇨의학과,N16,1,1,1,12380,8680
2023,비뇨의학과,N17,14,17,16,1683630,1192330
2023,비뇨의학과,N18,102,306,304,22143080,19652180
2023,비뇨의학과,N19,67,102,101,4946320,3651220
2023,비뇨의학과,N20,128464,308821,309011,164743130700,116386644500
2023,비뇨의학과,N21,3600,6720,6752,1881697110,1353071290
2023,비뇨의학과,N22,28,54,54,2301040,1631440
2023,비뇨의학과,N23,2516,3142,3141,673266070,474286930
2023,비뇨의학과,N25,2,2,2,82040,60940
2023,비뇨의학과,N26,15,24,24,1744700,1248500
2023,비뇨의학과,N27,6,12,12,732500,532800
2023,비뇨의학과,N28,1035,1502,1497,168318850,120185440
2023,비뇨의학과,N29,16,27,27,1509340,1098340
2023,비뇨의학과,N30,390454,950790,950640,40942296050,29538929160
2023,비뇨의학과,N31,278915,774150,774119,38133646580,27763420460
2023,비뇨의학과,N32,16166,41203,41213,1474098410,1096356100
2023,비뇨의학과,N33,66,287,287,4686280,3930880
2023,비뇨의학과,N34,373457,843963,843822,64141921560,45119616500
2023,비뇨의학과,N35,1311,3954,3981,717911430,528490330
2023,비뇨의학과,N36,1047,1982,1989,203973630,149598720
2023,비뇨의학과,N37,1114,1925,1925,103620120,73169720
2023,비뇨의학과,N39,58841,124445,124663,9197118580,6759281070
2023,비뇨의학과,N40,773516,3540030,3541021,165095218160,121455270200
2023,비뇨의학과,N41,196909,593278,593258,40831685630,28879896240
2023,비뇨의학과,N42,1503,2684,2694,188159860,134796730
2023,비뇨의학과,N43,5379,10290,10334,1174870570,873723880
2023,비뇨의학과,N44,906,1027,1028,60919980,43727120
2023,비뇨의학과,N45,46636,99346,99364,7263195400,5136525620
2023,비뇨의학과,N46,6109,10210,10245,1136353530,832624330
2023,비뇨의학과,N47,6421,8324,8318,378000680,270706950
2023,비뇨의학과,N48,62890,91543,91508,3709849460,2666233750
2023,비뇨의학과,N49,5496,11033,11032,699013810,493871270
2023,비뇨의학과,N50,4486,8930,8928,351329910,251772710
2023,비뇨의학과,N51,1378,2115,2115,108891080,76983150
2023,비뇨의학과,N60,3,19,18,290900,210600
2023,비뇨의학과,N61,2,2,2,39860,31860
