발생연도,성별,국제질병분류,암종,발생자수,조발생률,연령표준화발생률
2019,여자,C00-C14,"입술, 구강 및 인두",1126,4.4,4.2
2019,여자,C15,식도,300,1.2,1.1
2019,여자,C16,위,9861,38.3,36.6
2019,여자,C18-C20,대장,12154,47.2,44.5
2019,여자,C22,간,4134,16.1,15.1
2019,여자,C23-C24,담낭 및 기타담도,3512,13.7,12.4
2019,여자,C25,췌장,3980,15.5,14.4
2019,여자,C32,후두,69,0.3,0.3
2019,여자,C33-C34,폐,9768,38.0,35.9
2019,여자,C50,유방,24963,97.0,97.3
2019,여자,C53,자궁경부,3317,12.9,12.8
2019,여자,C54,자궁체부,3311,12.9,12.9
2019,여자,C56,난소,2943,11.4,11.3
2019,여자,C61,전립선,0,,
2019,여자,C62,고환,0,,
2019,여자,C64,신장,1890,7.3,7.2
2019,여자,C67,방광,920,3.6,3.3
2019,여자,C70-C72,뇌 및 중추신경계,924,3.6,3.5
2019,여자,C73,갑상선,23481,91.3,92.2
2019,여자,C81,호지킨림프종,128,0.5,0.5
2019,여자,"C82-C86,C96",비호지킨림프종,2286,8.9,8.5
2019,여자,C90,다발성 골수종,843,3.3,3.1
2019,여자,C91-C95,백혈병,1638,6.4,6.2
2019,여자,Re.C00-C96,기타 암,10618,41.3,38.7
2020,남녀전체,C00-C96,모든암,250521,487.9,487.9
2020,남녀전체,C00-C14,"입술, 구강 및 인두",4105,8.0,8.0
2020,남녀전체,C15,식도,2760,5.4,5.4
2020,남녀전체,C16,위,26845,52.3,52.3
2020,남녀전체,C18-C20,대장,28280,55.1,55.1
2020,남녀전체,C22,간,15296,29.8,29.8
2020,남녀전체,C23-C24,담낭 및 기타담도,7510,14.6,14.6
2020,남녀전체,C25,췌장,8470,16.5,16.5
2020,남녀전체,C32,후두,1213,2.4,2.4
2020,남녀전체,C33-C34,폐,29219,56.9,56.9
2020,남녀전체,C50,유방,25037,48.8,48.8
2020,남녀전체,C53,자궁경부,3031,5.9,5.9
2020,남녀전체,C54,자궁체부,3519,6.9,6.9
2020,남녀전체,C56,난소,2991,5.8,5.8
2020,남녀전체,C61,전립선,16968,33.0,33.0
2020,남녀전체,C62,고환,363,0.7,0.7
2020,남녀전체,C64,신장,5993,11.7,11.7
2020,남녀전체,C67,방광,4813,9.4,9.4
2020,남녀전체,C70-C72,뇌 및 중추신경계,2004,3.9,3.9
2020,남녀전체,C73,갑상선,29636,57.7,57.7
2020,남녀전체,C81,호지킨림프종,327,0.6,0.6
2020,남녀전체,"C82-C86,C96",비호지킨림프종,5670,11.0,11.0
2020,남녀전체,C90,다발성 골수종,1759,3.4,3.4
2020,남녀전체,C91-C95,백혈병,3627,7.1,7.1
2020,남녀전체,Re.C00-C96,기타 암,21085,41.1,41.1
2020,남자,C00-C96,모든암,131931,515.2,569.6
2020,남자,C00-C14,"입술, 구강 및 인두",2922,11.4,12.2
2020,남자,C15,식도,2463,9.6,10.6
2020,남자,C16,위,17977,70.2,76.7
2020,남자,C18-C20,대장,16735,65.4,71.7
2020,남자,C22,간,11241,43.9,47.8
2020,남자,C23-C24,담낭 및 기타담도,4039,15.8,18.4
2020,남자,C25,췌장,4350,17.0,19.1
2020,남자,C32,후두,1151,4.5,4.9
2020,남자,C33-C34,폐,19837,77.5,88.8
2020,남자,C50,유방,119,0.5,0.5
2020,남자,C53,자궁경부,0,,
2020,남자,C54,자궁체부,0,,
2020,남자,C56,난소,0,,
2020,남자,C61,전립선,16968,66.3,75.5
2020,남자,C62,고환,363,1.4,1.4
2020,남자,C64,신장,4166,16.3,17.0
2020,남자,C67,방광,3872,15.1,17.6
2020,남자,C70-C72,뇌 및 중추신경계,1072,4.2,4.4
2020,남자,C73,갑상선,7567,29.6,29.4
2020,남자,C81,호지킨림프종,217,0.8,0.9
2020,남자,"C82-C86,C96",비호지킨림프종,3274,12.8,13.9
2020,남자,C90,다발성 골수종,970,3.8,4.2
2020,남자,C91-C95,백혈병,2036,8.0,8.4
2020,남자,Re.C00-C96,기타 암,10592,41.4,46.1
2020,여자,C00-C96,모든암,118590,460.7,440.2
2020,여자,C00-C14,"입술, 구강 및 인두",1183,4.6,4.4
2020,여자,C15,식도,297,1.2,1.1
2020,여자,C16,위,8868,34.4,31.9
2020,여자,C18-C20,대장,11545,44.8,41.1
2020,여자,C22,간,4055,15.8,14.3
2020,여자,C23-C24,담낭 및 기타담도,3471,13.5,11.7
2020,여자,C25,췌장,4120,16.0,14.4
2020,여자,C32,후두,62,0.2,0.2
2020,여자,C33-C34,폐,9382,36.4,33.4
2020,여자,C50,유방,24918,96.8,96.2
2020,여자,C53,자궁경부,3031,11.8,11.6
2020,여자,C54,자궁체부,3519,13.7,13.6
2020,여자,C56,난소,2991,11.6,11.3
2020,여자,C61,전립선,0,,
2020,여자,C62,고환,0,,
2020,여자,C64,신장,1827,7.1,6.8
2020,여자,C67,방광,941,3.7,3.2
2020,여자,C70-C72,뇌 및 중추신경계,932,3.6,3.5
2020,여자,C73,갑상선,22069,85.7,86.6
2020,여자,C81,호지킨림프종,110,0.4,0.4
2020,여자,"C82-C86,C96",비호지킨림프종,2396,9.3,8.7
2020,여자,C90,다발성 골수종,789,3.1,2.8
2020,여자,C91-C95,백혈병,1591,6.2,5.9
2020,여자,Re.C00-C96,기타 암,10493,40.8,37.1
2021,남녀전체,C00-C96,모든암,277523,540.6,526.7
2021,남녀전체,C00-C14,"입술, 구강 및 인두",4371,8.5,8.3
2021,남녀전체,C15,식도,2954,5.8,5.5
2021,남녀전체,C16,위,29361,57.2,55.3
2021,남녀전체,C18-C20,대장,32751,63.8,61.9
2021,남녀전체,C22,간,15131,29.5,28.5
2021,남녀전체,C23-C24,담낭 및 기타담도,7617,14.8,14.2
2021,남녀전체,C25,췌장,8872,17.3,16.7
2021,남녀전체,C32,후두,1302,2.5,2.4
2021,남녀전체,C33-C34,폐,31616,61.6,59.3
2021,남녀전체,C50,유방,28861,56.2,55.7
2021,남녀전체,C53,자궁경부,3173,6.2,6.1
2021,남녀전체,C54,자궁체부,3749,7.3,7.2
2021,남녀전체,C56,난소,3221,6.3,6.2
2021,남녀전체,C61,전립선,18697,36.4,35.0
2021,남녀전체,C62,고환,347,0.7,0.7
2021,남녀전체,C64,신장,6883,13.4,13.1
2021,남녀전체,C67,방광,5169,10.1,9.7
2021,남녀전체,C70-C72,뇌 및 중추신경계,2055,4.0,3.9
2021,남녀전체,C73,갑상선,35303,68.8,68.6
2021,남녀전체,C81,호지킨림프종,356,0.7,0.7
2021,남녀전체,"C82-C86,C96",비호지킨림프종,5726,11.2,10.9
2021,남녀전체,C90,다발성 골수종,2018,3.9,3.8
2021,남녀전체,C91-C95,백혈병,3983,7.8,7.6
2021,남녀전체,Re.C00-C96,기타 암,24007,46.8,45.3
2021,남자,C00-C96,모든암,143723,561.7,596.7
2021,남자,C00-C14,"입술, 구강 및 인두",3159,12.3,12.7
2021,남자,C15,식도,2615,10.2,10.7
2021,남자,C16,위,19533,76.3,80.2
2021,남자,C18-C20,대장,19142,74.8,78.7
2021,남자,C22,간,11207,43.8,46.1
2021,남자,C23-C24,담낭 및 기타담도,4085,16.0,17.7
2021,남자,C25,췌장,4592,17.9,19.2
2021,남자,C32,후두,1226,4.8,5.1
2021,남자,C33-C34,폐,21176,82.8,90.5
2021,남자,C50,유방,141,0.6,0.6
2021,남자,C53,자궁경부,0,,
2021,남자,C54,자궁체부,0,,
2021,남자,C56,난소,0,,
2021,남자,C61,전립선,18697,73.1,79.3
2021,남자,C62,고환,347,1.4,1.3
2021,남자,C64,신장,4775,18.7,19.0
2021,남자,C67,방광,4201,16.4,18.3
2021,남자,C70-C72,뇌 및 중추신경계,1116,4.4,4.5
2021,남자,C73,갑상선,8771,34.3,33.9
2021,남자,C81,호지킨림프종,244,1.0,1.0
2021,남자,"C82-C86,C96",비호지킨림프종,3292,12.9,13.5
2021,남자,C90,다발성 골수종,1095,4.3,4.6
2021,남자,C91-C95,백혈병,2297,9.0,9.4
2021,남자,Re.C00-C96,기타 암,12012,46.9,50.5
2021,여자,C00-C96,모든암,133800,519.7,489.5
2021,여자,C00-C14,"입술, 구강 및 인두",1212,4.7,4.4
2021,여자,C15,식도,339,1.3,1.2
2021,여자,C16,위,9828,38.2,34.5
2021,여자,C18-C20,대장,13609,52.9,47.5
2021,여자,C22,간,3924,15.2,13.3
2021,여자,C23-C24,담낭 및 기타담도,3532,13.7,11.5
2021,여자,C25,췌장,4280,16.6,14.5
2021,여자,C32,후두,76,0.3,0.3
2021,여자,C33-C34,폐,10440,40.6,36.1
2021,여자,C50,유방,28720,111.6,109.9
2021,여자,C53,자궁경부,3173,12.3,12.0
2021,여자,C54,자궁체부,3749,14.6,14.3
2021,여자,C56,난소,3221,12.5,12.1
2021,여자,C61,전립선,0,,
2021,여자,C62,고환,0,,
2021,여자,C64,신장,2108,8.2,7.7
2021,여자,C67,방광,968,3.8,3.2
2021,여자,C70-C72,뇌 및 중추신경계,939,3.6,3.4
2021,여자,C73,갑상선,26532,103.1,104.0
2021,여자,C81,호지킨림프종,112,0.4,0.4
2021,여자,"C82-C86,C96",비호지킨림프종,2434,9.5,8.7
2021,여자,C90,다발성 골수종,923,3.6,3.2
2021,여자,C91-C95,백혈병,1686,6.5,6.2
2021,여자,Re.C00-C96,기타 암,11995,46.6,41.2
