의료기관기호,의료기관명,우편번호,주소,전화번호
1021757,좋은경희한의원,3709,"서울특별시 서대문구  수색로6길 17 (북가좌동, 성공타워상가 1층~4층)",02-303-3600
1021758,비엔에스신경외과의원,7222,"서울특별시 영등포구  양평로 68 (당산동6가, 디엔빌딩) 3,4층",02-2038-2500
1021759,믿음마취통증의학과의원,7554,"서울 강서구 양천로 660 (염창동, 왈도강서캠퍼스) 301호",02-2668-1114
1021761,의료법인혜담의료재단평택이편안요양병원,17817,경기 평택시 안중읍 서동대로 1831-16 (평택 의료시설),031-683-2277
1021762,자향한의원,51520,경남 창원시 성산구 용지로 83 ２층 (중앙동),055-283-1075
1021763,참결한방병원,16498,"경기 수원시 팔달구 중부대로 229 (우만동) GS타워 5,6층",031-890-8080
1021764,제일정형외과의원,58520,전남 무안군 무안읍 무안로 567 (무안제일병원),061-453-1400
1021765,하나병원,52518,경남 사천시 사천읍 진삼로 1468-8 (하나병원),055-855-1112
1021766,선한목자병원,6132,서울 강남구 논현로 507 성지하이츠3차 2층 (역삼동),02-557-1004
1021767,맥치과의원,46950,부산 사상구 사상로 297 (덕포동) 3층,051-303-0028
1021768,경희궁한의원,7349,서울 영등포구 도신로60길 2 미주메디컬빌딩 401호 (신길동),02-834-7500
1021769,킹콩연합정형외과의원,42256,대구광역시 수성구  달구벌대로 3134 (시지동) 1층,053-243-1234
1021770,꽃빛한방병원,35264,대전 서구 계룡로 605 (탄방동) 4층,042-524-1075
1021771,다사랑한의원,8337,서울 구로구 개봉로 67 2층 (개봉동),02-2619-1075
1021772,글로리치과의원,13936,경기 안양시 동안구 관평로 327 (관양동) 2층 202호,031-341-2875
1021773,삼성바른병원,12178,경기 남양주시 화도읍 경춘로 1872 2~4층,031-511-0123
1021774,운서성모정형외과의원,22371,인천 중구 영종대로 118 3층 305호 306호 (운서동),032-746-7725
1021775,청구경희한의원(마곡점),7801,"서울 강서구 마곡중앙로  76 203,204호 (마곡동, 힐스테이트에코마곡역)",02-3663-1079
1021776,근로복지공단 부산의원,47366,"부산 부산진구 자유평화로 11 16층 (범천동, 누리엔)",051-790-3303
1021777,센텀화외과의원,48062,부산 해운대구 해운대로 365 (우동) 7층 701호,051-710-8253
1021778,관악하치과의원,8767,서울 관악구 남부순환로 1451 5층 (신림동),02-864-2800
1021779,미래본병원,5510,"서울 송파구 송파대로 562 (신천동, 한빛프라자) 2,3,8층",1899-5230
1021780,정강의료재단검단수한방병원,22636,"인천 서구 완정로 147 (왕길동, 유영빌딩 3~10층, 12층)",032-713-5300
1021781,성심한의원,22127,"인천광역시 미추홀구 염창로42 (주안동, 강남메디컬타워)",032-862-7524
1021782,남양한방병원,18266,"경기 화성시 남양읍 남양중앙로 293 4,5층 (남양더스퀘어)",031-613-3700
1021783,한마음한의원,11786,경기 의정부시 용민로 77 3층 303호 (용현동),031-853-9500
1021784,서울VIP요양병원,8238,서울 구로구 경인로 297 (개봉동) 오류빌딩,02-2611-8883
1021785,미라온한의원,12950,"경기 하남시 대청로 11 2층 (신장동, 백천빌딩)",031-699-8727
1021786,9988정형외과의원,42122,대구 수성구 수성로 353 (수성동1가),053-784-9988
1021787,호남한의원,55000,전북 전주시 완산구 현무1길 29 (경원동3가),063-287-1991
1021788,삼육오(365) 다시재 한방병원,5790,서울 송파구 위례서로 248 3층 303호 (거여동),02-512-0750
1021789,청심당한의원,4013,"서울특별시 마포구  월드컵로 75 (망원동, 대흥빌딩) 4층",02-333-3522
1021790,모본한의원,6031,"서울 강남구 논현로 841 301, 302호 (신사동, 제이비 미소 빌딩)",02-543-2702
1021791,목동현대요양병원,8228,서울특별시 구로구 중앙로91 (고척동),02-3666-1122
1021792,해담한의원,17108,"경기 용인시 기흥구 서천로 121 (서천동, 원희캐슬) 306호",031-206-1775
1021793,서울송도병원,4597,"서울 중구 다산로 78 (신당동, 송도병원)",02-2250-7599
1021795,첫마을치과의원,30130,"세종특별자치시   한누리대로 165 (나성동, 세종메디피아) 303호",044-867-2275
1021796,강남본한의원,6257,"서울 강남구 도곡로 191 (역삼동, 상운빌딩) 2층",02-539-5575
1021797,사랑플러스치과의원,5737,서울 송파구 마천로 240 (마천동)5층 사랑플러스치과의원,02-401-5425
1021801,연세고든병원,11813,경기 의정부시 천보로 44 (민락동) 5층,031-8083-0000
1021803,경희수한의원,11730,"경기도 의정부시 발곡로24 (신곡동, 3층)",031-876-5796
1021804,더퍼스트요양병원,18411,"경기 화성시 경기대로 1020 (병점동)1,2,3,4층",031-223-9975
1021806,의료법인하영의료재단 철원요양병원,24020,강원 철원군 동송읍 금학로157번길 23-17 (철원요양병원),033-455-3131
1021807,미올한방병원,8787,서울 관악구 남부순환로 1814 (봉천동) 1층 2층 6층,02-553-7000
1021808,뉴엠치과의원,35307,대전 서구 계룡로 651 (용문동) 5층,042-551-2875
1021809,의료법인소랑의료재단 구미제일요양병원,39137,경북 구미시 고아읍 선산대로 1116 (구미제일요양병원),054-451-8888
1021811,경희한방병원(부평골의료소비자생활협동조합),21111,"인천 계양구 새벌로 112 5층 (효성동, 마스터즈)",032-548-1188
1021812,365팔팔한의원,10099,"경기 김포시 걸포2로 33 3층 (걸포동, 365 팔팔한의원)",031-984-8365
1021814,바른원한의원,3125,서울 종로구 종로39길 2 (종로6가),02-6954-7512
1021815,주월한방병원,61725,"광주광역시 남구  서문대로 739 (주월동, 귀빈빌딩) 2-4층",062-710-7117
1021817,이우주치과의원,7442,"서울 영등포구 시흥대로 675 3층 (대림동, 삼성YJ그랜드빌딩)",02-848-2875
1021818,연산당당한방병원,47580,부산 연제구 월드컵대로 82 (연산동) 연산당당한방병원,050-861-7575
1021819,신세계서울병원,7305,"서울 영등포구 경인로 841 (영등포동4가, 영등포우체국) 6~7,9~11층",
1021820,바로서한의원 센텀점,48047,부산 해운대구 해운대로76번길 16 (재송동) 301호,051-781-7585
1021821,남양주백병원,12066,경기 남양주시 진접읍 해밀예당1로 30-25 (해밀빌딩(2~10층)),031-570-3710
1021822,조암한의원,18567,경기 화성시 우정읍 3.1만세로 16 301호 (조암빌딩),031-358-8900
1021823,삼성척재활의학과의원,1405,"서울 도봉구 노해로63길 84-3 2,3층 (창동)",02-902-7589
1021825,치유본한방병원,8776,"서울 관악구 신원로 35 (신림동, 삼모더프라임타워) 6층",02-1644-8511
1021826,성운요양병원,51216,경남 창원시 마산회원구 내서읍 함마대로 2694-72 (성운요양병원),055-817-7575
1021827,더힘한의원,7591,"서울 강서구 강서로54길 14 (등촌동, 윤강빌딩) 4층",02-516-3537
1021828,생생마취통증의학과의원,2219,"서울특별시 중랑구 겸재로178 (면목동, 2층)",02-432-7514
1021829,연세명인병원,26414,강원 원주시 평원로 100 A동 (학성동),033-813-1111
1021830,더나은365한의원(성서이곡점),42612,대구 달서구 계대동문로 124 (이곡동),
1021831,상인요양병원,42748,대구 달서구 월배로 247 (상인동),053-282-5000
1021832,고상준안과의원,54072,전북 군산시 궁포3로 5 301호 302호 303호(조촌동),063-446-1616
1021833,보현한의원,38859,"경북 영천시 호국로 73 (야사동) 2,3,4층",054-331-2075
1021834,바로서한의원,51296,"경남 창원시 마산회원구  북성로 106 (회원동, 환금프라자) 301호",055-246-0606
1021835,오케이정형외과의원,14676,"경기 부천시 경인로 505 (괴안동, 역곡하이뷰) 하이뷰4층",032-264-1002
1021837,성북미올한방병원,2845,"서울특별시 성북구 동소문로 106 유타몰 8층,9층 (동선동1가)",02-921-0088
1021839,사랑인한의원,16703,"경기 수원시 영통구 봉영로 1569 2동 201호 (영통동, NEW WORLD PLAZA)",031-202-1007
1021841,동의한방병원,54976,"전북 전주시 완산구 백제대로 277 (중화산동2가, 3, 4층)",063-274-8575
1021843,의료법인원중의료재단 우리내일병원,3758,서울 서대문구 신촌로37길 10 (북아현동),02-2096-9041
1021844,척추나한의원,38888,경북 영천시 시장로 59 (완산동),054-336-1216
1021845,비에스치과의원,22534,"인천 동구 샛골로 212 (송림동) 2,3층",032-772-2870
1021847,재이한의원,1767,"서울 노원구 동일로 1345 (상계동) 3층 303호 304(상계동, 인천빌딩)호",02-937-8875
1021849,365청추나한의원,3462,"서울 은평구 은평로 170 (응암동, 상현빌딩) 205호",02-359-1275
1021851,광덕안정한의원 부산중구점,48980,부산 중구 보수대로 14 2층 (부평동2가),051-243-1075
1021852,현신경외과의원,41083,"대구 동구 안심로 389 (신서동) 2층 202호,203호",053-955-7575
1021853,용인연세병원,16986,경기 용인시 기흥구 어정로 85 (상하동),031-281-7071
1021854,대겸한의원,11695,"경기 의정부시 시민로 125 (의정부동, 경선빌딩) 2층",031-928-5333
1021855,서울바른훈치과의원,3330,"서울 은평구 통일로 855-8 (갈현동) 7층 701호, 702호",02-352-2828
1021856,혜인당한의원,2598,"서울특별시 동대문구  답십리로 140 (답십리동, 세기프라자) 407호",02-2242-8875
1021857,늘푸른 한방병원,15367,"경기 안산시 단원구 선부광장로 95 (선부동) 203, 301~305호",031-475-1079
1021858,덕산한의원,12623,경기 여주시 여흥로11번길 64-1 (하동),
1021860,푸른의원,35005,"대전 중구 천근로 40 , 2,3층(문화동)",042-585-8275
1021861,백두산한의원,8251,서울 구로구  고척로21나길 28 (개봉동),02-6910-3123
1021862,한송한방병원,18270,"경기 화성시 남양읍 시청로160번길 46 6,7층",031-366-7070
1021863,정우리한의원,7009,서울특별시 동작구  솔밭로 106 (사당동) 1층,02-812-1688
1021865,청아한방병원,21388,"인천 부평구 부평대로51번길 7 (부평동, 제이·원 부평메디피아)",032-527-5999
1021866,미르한방병원,21360,"인천 부평구 장제로 153 4,5층 (부평동,부흥빌딩)",032-501-7582
1021867,서울메트로의원,48034,"부산 해운대구 재반로 344 (반여동, 반여동 정형외과)",051-540-9999
1021868,스타한방병원,10896,"경기 파주시 경의로1240번길 19 5,6층 (와동동)",031-941-7582
1021869,첨단요양병원,62274,광주 광산구 첨단중앙로170번길 54 5~12층 (쌍암동),062-607-1900
1021871,개포한의원,6329,"서울 강남구 삼성로 38 (개포동, 개포빌딩) 201호",02-3411-9990
1021872,송월한의원,58259,전남 나주시 남고문로 36-20 (송월동)1층,061-335-1075
1021873,덕산한의원,47379,부산 부산진구 냉정로 226 (개금동),051-623-6200
1021874,정성한방병원,21091,"인천 계양구 계양대로 94 1,3,5층(작전동,영화빌딩)",032-556-5575
1021875,부천바로한방병원,14689,"경기 부천시 소사구 부광로 52 2~5층 (괴안동, 이임빌딩)",032-710-8075
1021876,천호경희한의원,5245,서울 강동구 올림픽로 699 (천호동),
1021878,한결마취통증의학과,61903,"광주 서구 하남대로 706 201호, 202호 (동천동, 제일메디프라자)",062-515-2000
1021879,하나의원,59158,전남 완도군 노화읍 이포길 27-1 (하나의원),
1021880,바로서한의원,50629,경상남도 양산시 양산역6길17 (중부동) 402호,
1021881,산삼한의원,48497,"부산광역시 남구  수영로 260 (대연동, 대연백리명가에덴) 611호",051-612-1066
1021882,팔팔요양병원,1349,"서울 도봉구 시루봉로 310 (도봉동, 화성빌딩 지하1층~지상8층 전체, 지하2층 일부)",02-3492-0888
1021883,송파정형외과의원,5809,"서울 송파구 새말로 125 101호 (문정동, 어은회관)",02-3012-2332
1021884,화순고려병원,58124,전남 화순군 화순읍 충의로 109 ,061-370-3700
1021885,강산한의원,7705,서울특별시 강서구 강서로45길13 (화곡동),
1021886,오늘한방병원,34189,"대전 유성구 계룡로 142 (봉명동, 2층,3층)",042-710-0006
1021887,이안한방병원,16525,"경기 수원시 영통구 중부대로 300 (매탄동, 우진빌딩) 4-7층",031-213-1151
1021888,자연방한의원,4561,서울 중구 을지로 252 (6가) 2층,02-2266-7777
1021889,주촌센텀한의원,50966,경남 김해시 주촌면 선천남로 97 2층,
1021891,제이한의원,51382,"경남 창원시 의창구 중동중앙로 47 (중동, 어반브릭스 STUDIO STREET MALL) 4026,4027호",
1021892,사라나라 한의원,16685,"경기도 수원시 영통구 덕영대로 1478 (주건축물 1동 3층 312호, 316호(망포동, 망포역 포레 스퀘어))",031-273-3049
1021893,일로한방병원,14576,경기 부천시 부천로 151 (심곡동)3층,032-613-1575
1021894,조정래한의원,5241,서울 강동구 올림픽로 787 304호 (암사동),02-3427-2111
1021895,두리연치과의원,27172,"충북 제천시 용두천로 88 1층 (남천동, 영창빌딩)",043-716-2879
1021896,365송도경희한의원,22020,"인천광역시 연수구 센트럴로 415 (송도동, 힐스테이트 송도 더테라스) S동250호,251호",032-715-8575
1021897,삼성스카이병원,31109,"충남 천안시 서북구 성정공원1길 9-4 (성정동, 호원빌딩 4층)",041-551-3391
1021899,한마음한방병원,2803,"서울 성북구 종암로 129 (종암동) 4,5층",02-6231-7575
1021900,의료법인대구의료재단 케이병원,41452,대구 북구 칠곡중앙대로 357 (태전동),053-310-7114
1021901,미체담한의원,13807,"경기 과천시 관문로 92 101동 3층 313호 (중앙동, 힐스테이트 과천중앙)",02-585-7582
1021902,답십리경희한의원,2541,"서울 동대문구 사가정로 80 (답십리동, 답십리 뉴타운 카운티 에비뉴) 310,311호",02-3394-7942
1021903,지제도솔한방병원,18029,"경기 평택시 동삭동 386-24  4,5,6층 전체 ,7층 일부",031-658-1075
1021904,말바우재활의학과의원,61194,"광주 북구 동문대로 79-1 (우산동, 동진빌딩) 1동 2층 0호",062-268-7588
1021905,23한의원,12097,"경기 남양주시 별내3로 328 (별내동, 광장프라자) 303호",031-575-0230
1021906,유앤아이치과병원,47596,"부산 연제구 중앙대로 1090 701호 (연산동, 프라임시티)",051-921-0100
1021908,경희생생한방병원 건대점,5079,서울 광진구 동일로 82-1 (자양동) b2층~지상5층,02-465-6575
1021909,서울원병원,7714,"서울 강서구 강서로 179 6~10층 (화곡동, 동명M빌딩)",1544-5888-
1021910,정담외과의원,21555,"인천광역시 남동구  구월남로 153 (구월동, W 타워) 3층, 4층",032-429-8553
1021911,365경희준한의원,15596,"경기 안산시 상록구 해양5로 11 229-230호 (사동, P상가동)",031-365-4976
1021913,슬기로운재활의학과병원,62421,광주 광산구 상무대로 271 (소촌동),062-467-1100
1021915,강추한방병원,51316,"경남 창원시 마산회원구 3·15대로 686 본관동5층 (석전동, 501,701,801,1003호)",055-221-0365
1021916,플러스한의원수원,16295,"경기 수원시 장안구 송원로 83 305, 401호 (조원동)",031-256-1275
1021918,라페치과의원,10401,"경기 고양시 일산동구 중앙로1275번길 38-5 2층 202, 204호 (장항동, 이레21빌딩)",031-902-2200
1021920,자황한방병원,11649,경기 의정부시 시민로 36 (의정부동),070-4345-3460
1021921,남양주프라임정형외과,12036,경기 남양주시 오남읍 진건오남로 923 1~5층 (창민빌딩),031-510-7060
1021922,잘보는한방병원,42641,대구 달서구 달구벌대로 1653 5-10층 (감삼동),053-559-7777
1021923,남양주경희한방병원,12248,경기 남양주시 다산중앙로123번길 22-80 (다산동) 신해메디컬타워 6층,031-558-8999
1021924,일산바로한의원,10386,경기 고양시 일산서구 중앙로 1425 3층 301호 (주엽동),031-912-7588
1021925,서울더탑정형외과의원,15011,"경기 시흥시 배곧2로 95 212호 (배곧동, 배곧 유효 N-CITY 2차)",031-499-7588
1021926,42좋은치과,16282,경기 수원시 장안구 조원로 86 (조원동) 2층,031-213-4242
1021927,더바른한의원,13642,"경기 성남시 수정구 위례동로 153 (창곡동, 에이플타워) 605호",031-755-1800
1021928,빛고을생생병원,61139,"광주 북구 각화동 480-13 지하층 지상 1,2,3,4,5층",062-261-9000
1021929,새한의료재단목포성심요양병원,58604,전남 목포시 영산로844번길 13 (대양동),061-283-5400
1021930,스페셜정형외과,16953,"경기 용인시 기흥구 흥덕2로105번길 5 (영덕동, 서서타워) 7~8층",031-1899-9899
1021931,은평경희부부한의원,3401,"서울 은평구 역말로 49 201호 (역촌동, 파발리안)",02-6348-1075
1021932,새문한의원,4044,서울 마포구 양화로 68 (서교동) 3층,02-332-5355
1021933,위례명인한의원,13640,"경기 성남시 수정구 위례광장로 310 (창곡동, 우성트램타워) B동609호",02-957-3411
1021934,맑은숲365한의원,7714,"서울특별시 강서구 화곡로161 (화곡동, 대성빌딩6층)",02-2606-6441
1021936,강서경희한의원,7586,서울 강서구 공항대로41길 43 새한프라자３층 (등촌동),02-3662-5222
1021939,나이스병원,18313,"경기 화성시 봉담읍 삼천병마로 1283 4,5,6층",031-297-8875
1021940,경희스마일한의원,8631,서울 금천구 시흥대로 164 (시흥동) 4층 401호,014-809-7780
1021941,제율한의원 구로,8391,서울 구로구 시흥대로  577 3층 (구로동),02-861-1075
1021942,봄한의원,21949,"인천광역시 연수구  독배로 42 (옥련동, 해창빌딩) 2층",032-831-0500
1021943,화곡숨한의원,7727,서울 강서구 화곡로 192 2층 (화곡동),02-2603-0120
1021944,경희본한의원,6329,"서울 강남구 개포로 504 (개포동, 메트하임) 6층 604호",02-451-5438
1021946,고마워한의원,7741,"서울 강서구 등촌로 59-1 (화곡동) 3, 4층",02-2065-1075
1021947,더드림병원,6198,"서울 강남구 선릉로 404 17호 (대치동, 더드림병원, 907번지)",02-1661-1177
1021948,송파바른정형외과의원,5695,서울 송파구 가락로 78 (석촌동) 3층 302~304호,02-423-5501
1021949,드림한의원,34909,"대전 중구 계백로 1715 (오류동, 경복궁메디컬파크) 3층 306호",042-523-9975
1021950,중앙대학교광명병원,14353,경기 광명시 덕안로 110 (일직동),02-2610-9132
1021951,해나루구강악안면외과치과의원,31770,"충청남도 당진시 계성3길6 (읍내동, 푸른메디칼빌딩 A동)",041-358-2835
1021952,장위365경희한의원,2766,"서울 성북구 장월로38길 4 (장위동, 타워39) 3층",02-6952-2800
1021953,연세그리어슨신경외과의원,18600,"경기 화성시 향남읍 행정중앙2로 63-3 (백상프라자 202호, 203호 일부)",031-359-8825
1021956,백정형외과,48106,부산 해운대구 양운로 92 8층 (좌동),051-928-0100
1021957,덕영치과병원,41921,대구 중구 국채보상로 511 (서문로2가),053-420-2622
1021958,보리은백한의원,47258,"부산광역시 부산진구  가야대로 749-1 (부전동, 신동아오피스텔) 2층 203호",051-806-3588
1021959,모아한방병원,1861,"서울 노원구 동일로 987 (공릉동)2층(일부제외),6층,7층일부,8층",02-1533-7585
1021961,시카고정형외과의원,47295,"부산 부산진구 중앙대로692번길 37 (부전동, 서면청호빌딩) 1층",051-715-0275
1021962,더경희한의원,25515,강원 강릉시 솔올로 3 (교동) 2층,033-646-0212
1021963,경희모세한의원,1634,"서울 노원구 상계로 311 (상계동, 1층 경희모세한의원)",02-931-9315
1021964,경희위례한방병원,13640,"경기 성남시 수정구 위례광장로 300 (창곡동, 위례중앙타워) 410-16호",031-759-7755
1021965,우리경희한의원,10461,"경기 고양시 덕양구 호국로  773 501,502,503동 (주교동, 코스모프라자빌딩)",031-966-0818
1021966,무척조은병원,10816,경기 파주시 문산읍 방촌로 1675-20 무척조은병원,031-954-1400
1021967,자경당한의원,47524,"부산광역시 연제구  중앙대로 1111 (연산동, 워드타워) 12층 1201호",051-863-3377
1021968,센텀플러스신경외과,50613,"경남 양산시 물금읍 청운로 185 502, 503호 (오즈시티)",055-381-7588
1021970,경기의료복지사회적협동조합 경기한의원,17941,경기 평택시 안중읍 안현로 362 2층 201호,031-681-7675
1021971,경인한의원,13907,경기 안양시 만안구 경수대로 1430 (석수동) 2층 203호,031-471-9900
1021972,의료법인가창의료재단토탈케어한방병원,21927,"인천 연수구 청능대로 109 (연수동, 탑피온 10층 1001호, 11층 1호) 10,11층 1001，1호",032-715-5667
1021973,서광정형외과의원,15002,경기 시흥시 장곡로37번길 16 (장곡동) 3층 형제빌딩,031-317-8277
1021975,경희정담한의원,5700,서울 송파구 오금로 300 김해빌딩 304호 (가락동),02-431-1075
1021976,건강누리한의원,12179,경기 남양주시 화도읍 경춘로 1943 2층 (미리내빌딩),031-559-1075
1021977,부평프라임메디컬의원,21393,인천 부평구 대정로 28 (부평동) 2층,032-721-2521
1021978,전주탑치과의원,54962,전북 전주시 완산구  유연로 158 (효자동3가) 4층,063-226-5775
1021979,나무한의원,36657,"경북 안동시 광명로 191 2층 (옥동, 세원빌딩)",054-856-8875
1021981,공감마취통증의학과,22617,"인천 서구 완정로 172 (마전동) 3층 301, 302호",032-710-7588
1021982,서온요양병원,22600,인천 서구 도곡로 172-5 (대곡동)서온요양병원,032-561-0136
1021983,해빛한방병원,54822,전북 전주시 덕진구 사근1길 10 (송천동2가),063-714-3015
1021984,충무로필한의원,4619,서울 중구 퇴계로 244 (충무로5가) 7층,02-2261-3331
1021985,신세계정형외과의원,48243,"부산 수영구 수영로 669 (광안동, 신세계메디컬센터) 2,3층",051-917-7400
1021986,상록수한의원,31724,충청남도 당진시 송악읍 신복운로3길 23-1 2층(풍산빌딩),041-358-1720
1021987,수요양병원,54593,전북 익산시 중앙로1길 23 (창인동1가),063-723-2500
1021988,노원 진 통증의학과의원,1849,서울 노원구 공릉로 105 (공릉동) 2층,02-979-7553
1021989,포유용한의원,7653,"서울 강서구 화곡로 342 2층 (화곡동, 포유)",02-2608-0980
1021991,장현한방병원,14996,"경기 시흥시 황고개로 526 6-7층 (장곡동, 중앙프라자)",031-507-0055
1021996,인덕원동은정형외과의원,13951,경기 안양시 동안구 흥안대로 511 (관양동) 2층,031-341-2225
1021998,참길한의원,52415,경남 남해군 남해읍 화전로96번가길 21 201호,055-862-5625
1021999,바른누리치과,55057,"전북 전주시 완산구 세내로 257 3,4층 (효자동2가)",063-223-7528
1022001,맑은숲한의원,8584,서울 금천구 시흥대로 399 (독산동) 401호,02-803-7701
1022002,네이처요양병원,6376,서울 강남구 헌릉로569길 21-40 (세곡동),02-575-5114
1022003,삼성마디탑 정형외과,13506,"경기 성남시 분당구 성남대로 912 3층 305-310호 (야탑동, 분당BYC빌딩)",031-602-8800
1022004,장유아나파마취통증의학과,50981,"경남 김해시 능동로 161 (부곡동, 제일프라자) 501호",055-331-2525
1022006,연합한의원,10114,"경기도 김포시 풍무로 104 (2층 202호(풍무동,윤슬프라자))",031-982-9575
1022007,순창한의원,56041,전북 순창군 순창읍 순창로 236 .동,063-653-1075
1022008,슈퍼맨정형외과의원,2530,"서울 동대문구 장한로 139 3층 (장안동, 한성빌딩)",02-3394-6607
1022009,고양한의원,10275,"경기 고양시 덕양구 읍내로 15 (고양동, 프라자리치 201호)",031-963-6611
1022010,송도세명한의원,22000,"인천광역시 연수구  인천타워대로54번길 15-5 (송도동, 북일프라자) 301호",032-435-9700
1022011,광덕안정한의원 구리점,11922,경기 구리시 경춘로 239 (인창동) 327호,031-522-5975
1022012,인천국제한방병원,21545,인천 남동구 석촌로 21 (간석동),032-428-7582
1022013,의정부모커리한방병원,11749,경기 의정부시 동일로 713 4층 (금오동),031-827-2585
1022014,쾌통한의원,15433,"경기 안산시 단원구 산단로 278 (원시동, 반월 하이테크 빌리지) 제A동 1층 105호",031-495-5975
1022020,튼튼정형외과의원,28744,"충북 청주시 상당구 산성로92번길 6 3층 (금천동, 굿모닝타워)",043-287-0852
1022021,봉선한방병원,61674,"광주 남구 봉선2로 85 (봉선동) 2,4,5층 봉선한방병원",062-365-1075
1022022,애플조은치과의원,11695,경기 의정부시 평화로542번길 5 (의정부동) 2층,031-843-5555
1022023,믿음치과,54086,"전북 군산시  미장안1길 1 (미장동, 믿음치과의원) 3층",063-467-2804
1022024,백제현경희한의원,10322,"경기 고양시 일산동구  위시티4로 46 (식사동, 일산자이아파트 단지내상가 2단지) 308호",031-968-5454
1022025,율하서울정형외과의원,51022,경남 김해시 율하6로 49 901호 (장유동),055-327-8575
1022027,아이본한의원,31480,충남 아산시 배방읍 배방로  26 4층 (다온팰리스),041-549-1082
1022028,흥케이병원,14999,"경기 시흥시 능곡번영길 22 (능곡동) 5,6,7,8층",031-314-7575
1022029,제중한의원,2120,서울 중랑구 망우로32길 20 대림프라자 2층 202 (상봉동),02-491-7510
1022031,도손한의원,4577,"서울 중구 퇴계로 432 1,2층 (신당동)",02-6952-7975
1022034,도봉예감한의원,1394,"서울 도봉구 도당로 10 2층 203호 (쌍문동, 쌍문동 LG트윈빌1)",02-908-5333
1022035,광주미래병원,61165,광주 북구 두리봉길 59 (각화동),062-260-2917
1022036,고든정형외과의원,13177,"경기 성남시 중원구 광명로 333 2,3층(금광동)",031-732-0880
1022037,마디로한의원부천춘의점,14558,"경기 부천시 원미구 조마루로385번길  92 1층 120호 (원미동, 부천테크노밸리 U1 center)",032-219-0175
1022038,신세계연합정형외과의원,42739,"대구 달서구 월배로 397 1,2층 (송현동, .)",053-657-8575
1022039,청담탑정형외과의원,12069,"경기 남양주시 진접읍 해밀예당3로 52 302,303,304호",031-8034-5080
1022041,남대전요양병원,34711,"대전 동구 산서로1660번길 142 (대별동, 산내장례예식장)",042-273-0900
1022042,위례삼성정형외과의원,13640,"경기 성남시 수정구 위례광장로 322 302호, 307호, 308호, 309호(창곡동, 아이플렉스)",031-778-7973
1022043,씨엠씨연산한의원,47524,부산 연제구 월드컵대로 152 (연산동),051-863-4800
1022045,달리마정형외과,3311,"서울 은평구 진관2로 12 207호 (진관동, 메이플카운티2차)",02-356-8799
1022046,사랑인한의원,28413,"충북 청주시 흥덕구 가경로 9-18 (가경동, 아인빌딩 2, 3층)",043-233-1075
1022047,햇님한의원,30150,"세종특별자치시   소담1로 16 (소담동, 지엘플렉스2) 3층 302호",044-866-6777
1022048,대윤한방병원,14058,경기 안양시 동안구 시민대로 388 (관양동),031-360-1375
1022049,춘의생한방병원,10071,"경기 김포시 김포한강8로 416 4,5층 (구래동)",02-1833-2820
1022051,연세모아요양병원,16712,"경기 수원시 영통구 봉영로1759번길 41 (영통동, 연세모아병원)",031-201-4715
1022052,삼성큰병원,16649,"경기 수원시 권선구 매송고색로 724 (고색동, 신병원)",1577-0826-
1022053,바른지성한방병원,8022,서울 양천구 목동로 189 (신정동) 바른지성한방병원,02-2602-8421
1022054,마디팔팔정형외과의원,11473,"경기 양주시 옥정동로7가길 36 (옥정동, 옥정메인타워) 3층 302호",031-857-1788
1022055,서울제일신경외과의원,7702,서울 강서구 강서로 178 (화곡동),02-2604-1788
1022056,바른경희한의원,3464,"서울 은평구 응암로 304 (응암동) 1,2층",02-358-6788
1022057,윤한의원,35315,대전 서구 도산로253번길 45 301호 (내동),042-483-7503
1022058,다나아마취통증의학과의원,27353,"충북 충주시 계명대로 251 (연수동, 골드프라자2차) 2층",043-848-4788
1022059,아라이비인후과의원,59673,"전남 여수시 시청로 19 (학동, 우리빌딩) 3층",061-685-5500
1022060,채음한방병원,28132,충북 청주시 청원구 오창읍 오창대로 412 채음한방병원,1533-0607-
1022062,파티마요양병원,13345,경기 성남시 수정구 산성대로 231 (신흥동),031-721-1004
1022063,일산365한방병원,10381,경기 고양시 일산서구 중앙로 1581 2층 203~209호 (대화동),031-911-3650
1022065,손광락한의원,38145,경북 경주시 화랑로 115 (동부동),054-749-5656
1022066,희성한방병원,1390,서울 도봉구 방학로3길 6 1층 4층(방학동),02-3491-7775
1022067,남원S한의원,55764,전북 남원시 의총로 77 (왕정동) 1층,
1022068,서울현정형외과,34675,"대전 동구 옥천로 177 (판암동, 송원빌딩) 2층",042-710-7585
1022069,마음모아한의원,5566,서울 송파구 삼전로13길 22 (잠실동) 2층 201호,02-419-1788
1022070,올진한의원,38604,"경북 경산시 백자로10길 3-11 (사동, 드림프라자) 20호",053-812-5940
1022071,리치한방병원,28808,"충북 청주시 상당구 중고개로 137 7,8층 (용암동)",043-258-7000
1022072,해운대탄탄정형외과,48078,"부산 해운대구 좌동순환로 176 5층 501호 (좌동, 장산빌딩)",051-704-1010
1022073,명주병원,17052,경기 용인시 처인구 김량장동 254번지 337호,070-5005-9307
1022074,우리가족한의원,35214,대전광역시 서구  월평북로 90 (월평동) 2층,042-825-7558
1022075,상동중동탑정형외과의원,14621,"경기 부천시 원미구 부일로 293 (상동, LT TOWER 2층)",032-668-0365
