소매인구분,업소명,업소지번주소,업소도로명주소,업소전화번호,지정일자,영업구분,데이터기준일자
일반소매인,해진슈퍼,충청북도 제천시 청전동 905호 24통 3반   ,충청북도 제천시 의림대로27길 24-4  (청전동), ,1998-03-06,정상영업,2024-09-12
일반소매인,분식,충청북도 제천시 서부동 67-14호   , ,043-647-5389,1998-12-18,정상영업,2024-09-12
일반소매인,서부할인마트,충청북도 제천시 명동 190번지 6호 4통 3반,충청북도 제천시 동명로 24  (명동), ,1998-09-22,정상영업,2024-09-12
일반소매인,아리랑슈퍼,충청북도 제천시 장락동 747호   ,충청북도 제천시 용두천로36길 1  (장락동), ,1998-01-26,정상영업,2024-09-12
일반소매인,대동쇼핑,충청북도 제천시 중앙로2가 124-1호   , , ,1997-08-26,정상영업,2024-09-12
일반소매인,한진슈퍼,충청북도 제천시 화산동 346호   , , ,1997-07-11,정상영업,2024-09-12
일반소매인,백천전기상사,충청북도 제천시 청전동 585-1호   , , ,1997-12-24,정상영업,2024-09-12
일반소매인,두현기사식당,충청북도 제천시 봉양읍 연박리 997-4호   , ,043-645-2825,1997-07-11,정상영업,2024-09-12
일반소매인,대성상회,충청북도 제천시 청풍면 물태리 133-76호   , , ,1997-03-28,정상영업,2024-09-12
일반소매인,성암매점휴게식당,충청북도 제천시 덕산면 도전리 492호   , , ,1997-02-22,정상영업,2024-09-12
일반소매인,이마트24 제천하소주공점,충청북도 제천시 하소동 351번지 주공3단지아파트,충청북도 제천시 하소로 99. 주공3단지아파트 (하소동),043-647-0328,1996-02-07,정상영업,2024-09-12
일반소매인,옥순봉 휴게소,충청북도 제천시 수산면 수산리 609-1번지,충청북도 제천시 수산면 월악로 3075, ,1996-10-15,정상영업,2024-09-12
일반소매인,영동슈퍼,충청북도 제천시 화산동 346호   , , ,1996-10-15,정상영업,2024-09-12
일반소매인,서울병원매점,충청북도 제천시 서부동 1-8호, ,043-648-2221,1996-07-02,정상영업,2024-09-12
일반소매인,대림윤활유,충청북도 제천시 동현동 145호   ,충청북도 제천시 내토로 627  (동현동), ,1996-06-05,정상영업,2024-09-12
일반소매인,한일전기재료,충청북도 제천시 수산면 수산리 141-6호   , , ,1996-05-08,정상영업,2024-09-12
일반소매인,미니코아,충청북도 제천시 명동 10-6호   , , ,1996-06-21,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 청전동 호 두진상가 3블럭  , , ,1995-06-30,정상영업,2024-09-12
일반소매인,도화슈퍼,충청북도 제천시 송학면 도화리 179번지 5호   ,충청북도 제천시 송학면 송학주천로 263,043-642-7575,1995-06-15,정상영업,2024-09-12
일반소매인,음성식품,충청북도 제천시 장락동 395-7호   , ,,1995-03-18,정상영업,2024-09-12
일반소매인,산곡구판장,충청북도 제천시 산곡동 호 13통 3반   , ,,1995-02-11,정상영업,2024-09-12
일반소매인,고명상회,충청북도 제천시 고명동 554-3호   , ,,1995-01-09,정상영업,2024-09-12
일반소매인,금성농업협동조합,충청북도 제천시 금성면 구룡리 70-1 금성농업협동조합,충청북도 제천시 금성면 청풍호로 1042. 금성농업협동조합,043-652-5251,1995-06-16,정상영업,2024-09-12
일반소매인,식잡,충청북도 제천시 교동 52-19호   , , ,1995-11-16,정상영업,2024-09-12
일반소매인,호화문구,충청북도 제천시 하소동 401호   ,충청북도 제천시 용두대로21길 22-1  (하소동), ,1995-05-24,정상영업,2024-09-12
일반소매인,식잡,충청북도 제천시 화산동 206-73호   , , ,1995-04-15,정상영업,2024-09-12
일반소매인,공설슈퍼,충청북도 제천시 화산동 657번지   105호,충청북도 제천시 내토로45길 20.  105호 (화산동),043-647-2638,1995-02-11,정상영업,2024-09-12
일반소매인,상현마트,충청북도 제천시 하소동 345번지 주공아파트4단지 상가동 101~102호,충청북도 제천시 용두대로23길 14. 상가동 101~102호 (하소동. 주공아파트4단지),043 646-8828,1994-09-14,정상영업,2024-09-12
일반소매인,민성슈퍼정육점,충청북도 제천시 청전동 482-51호   , ,043-644-7513,1994-08-24,정상영업,2024-09-12
일반소매인,영동두꺼비,충청북도 제천시 신백동 203-100호   , , ,1994-06-22,정상영업,2024-09-12
일반소매인,약수터기사식당,충청북도 제천시 대랑동 200호   ,충청북도 제천시 단양로 2974  (대랑동),043-652-3423,1994-04-06,정상영업,2024-09-12
일반소매인,초원식당,충청북도 제천시 동현동 357-1호   , , ,1994-03-08,정상영업,2024-09-12
일반소매인,신한공사집수리,충청북도 제천시 교동 97-9호   , , ,1994-08-12,정상영업,2024-09-12
일반소매인,기사식당,충청북도 제천시 동현동 201-2호   , , ,1994-08-12,정상영업,2024-09-12
일반소매인,영동슈퍼,충청북도 제천시 명동 4-9호   , , ,1994-07-09,정상영업,2024-09-12
일반소매인,영동두꺼비,충청북도 제천시 신백동 203-100호   , , ,1994-06-22,정상영업,2024-09-12
일반소매인,신흥슈퍼,충청북도 제천시 동현동 30-5호   , , ,1993-09-08,정상영업,2024-09-12
일반소매인,장락식품,충청북도 제천시 장락동 384호 9통 4반   , , ,1993-07-22,정상영업,2024-09-12
일반소매인,에벤에셀,충청북도 제천시 교동 30-31호 1통 5반   , , ,1993-01-14,정상영업,2024-09-12
일반소매인,생약공판장,충청북도 제천시 화산동 987호   ,충청북도 제천시 원화산로 121  (화산동), ,1993-01-14,정상영업,2024-09-12
일반소매인,진흥슈퍼,충청북도 제천시 영천동 22번지 13호   , , ,1993-06-02,정상영업,2024-09-12
일반소매인,홈비디오,충청북도 제천시 장락동 861호   ,충청북도 제천시 용두천로32길 6  (장락동), ,1993-09-24,정상영업,2024-09-12
일반소매인,신흥슈퍼,충청북도 제천시 동현동 호 30-5  , , ,1993-09-08,정상영업,2024-09-12
일반소매인,금성슈퍼,충청북도 제천시 청전동 499-26호   , , ,1993-09-08,정상영업,2024-09-12
일반소매인,으뜸카센터,충청북도 제천시 명동 134-17호   , , ,1993-07-31,정상영업,2024-09-12
일반소매인,서민슈퍼,충청북도 제천시 화산동 63호   , , ,2004-07-20,정상영업,2024-09-12
일반소매인,일동마트,충청북도 제천시 동현동 98호,충청북도 제천시 의병대로 176 (동현동), ,1993-03-22,정상영업,2024-09-12
일반소매인,동현현대하이슈퍼마켓,충청북도 제천시 동현동 호 현대아파트 상가 101호  , , ,1993-01-28,정상영업,2024-09-12
일반소매인,둘리탁구장,충청북도 제천시 중앙로1가 호 중앙시장 2층 다동 5호  , , ,1993-01-25,정상영업,2024-09-12
일반소매인,크로바식품,충청북도 제천시 신백동 178-9호   , , ,1993-01-04,정상영업,2024-09-12
일반소매인,풍성식품,충청북도 제천시 신백동 203-115호   , , ,1993-06-30,정상영업,2024-09-12
일반소매인,대덕상회,충청북도 제천시 영천동 251-34호   , , ,1993-05-29,정상영업,2024-09-12
일반소매인,평화식품,충청북도 제천시 장락동 945호   ,충청북도 제천시 용두천로32길 30  (장락동), ,1993-05-26,정상영업,2024-09-12
일반소매인,성문슈퍼,충청북도 제천시 한수면 송계리 636-36호   , ,,1992-06-10,정상영업,2024-09-12
일반소매인,대전상회,충청북도 제천시 수산면 대전리 173호   , ,,1992-03-13,정상영업,2024-09-12
일반소매인,백운농협 하나로마트,충청북도 제천시 백운면 평동리 223-14번지,충청북도 제천시 백운면 평동로2길 7-5,043-652-6611,1992-03-19,정상영업,2024-09-12
일반소매인,한아름슈퍼,충청북도 제천시 장락동 964호   ,충청북도 제천시 용두천로30나길 4-20  (장락동),,1992-02-27,정상영업,2024-09-12
일반소매인,수정하이퍼,충청북도 제천시 장락동 852 수정타운,충청북도 제천시 용두천로32길 13. 101호 (장락동. 수정타운),,1992-02-06,정상영업,2024-09-12
일반소매인,태창식품,충청북도 제천시 화산동 호 삼익상가 지상1층 1호  , , ,1992-08-03,정상영업,2024-09-12
일반소매인,팔로슈퍼,충청북도 제천시 덕산면 도전리 432-4호   , , ,1991-07-22,정상영업,2024-09-12
일반소매인,은혜슈퍼,충청북도 제천시 청전동 605호   ,충청북도 제천시 청전대로15길 14  (청전동), ,1991-12-03,정상영업,2024-09-12
일반소매인,아리랑슈퍼,충청북도 제천시 장락동 747호   ,충청북도 제천시 용두천로36길 1  (장락동),,1991-07-11,정상영업,2024-09-12
일반소매인,정선상회,충청북도 제천시 두학동 984-4호   , , ,1991-12-03,정상영업,2024-09-12
일반소매인,제주슈퍼,충청북도 제천시 서부동 66-7호   , , ,1991-12-04,정상영업,2024-09-12
일반소매인,서울고개슈퍼,충청북도 제천시 남천동 858번지,충청북도 제천시 의병대로 136  (남천동),043-646-7068,1991-07-08,정상영업,2024-09-12
일반소매인,성한슈퍼,충청북도 제천시 청전동 481-1호 성한아파트 상가 101호  , , ,1991-06-04,정상영업,2024-09-12
일반소매인,현대식당,충청북도 제천시 동현동 28-5호   , , ,1991-05-15,정상영업,2024-09-12
일반소매인,문화상회,충청북도 제천시 백운면 원월리 83-2호   , , ,1990-06-05,정상영업,2024-09-12
일반소매인,두진하우스,충청북도 제천시 청전동 217-10호   , , ,1990-12-08,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 명동 160-1호   , , ,1990-09-27,정상영업,2024-09-12
일반소매인,선영전기철물,충청북도 제천시 청전동 108-15호   , , ,1990-09-07,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 고명동 646호   , , ,1990-12-17,정상영업,2024-09-12
일반소매인,벌꿀슈퍼,충청북도 제천시 서부동 58-2호   , , ,1990-09-24,정상영업,2024-09-12
일반소매인,우리슈펴,충청북도 제천시 화산동 130-10호   , , ,1990-08-22,정상영업,2024-09-12
일반소매인,대흥상회,충청북도 제천시 금성면 구룡리 311호   ,충청북도 제천시 금성면 국사봉로23길 19-10,,1989-04-11,정상영업,2024-09-12
일반소매인,비디오랜드,충청북도 제천시 청전동 586-9호   , ,,1989-06-02,정상영업,2024-09-12
일반소매인,미미연쇄점,충청북도 제천시 청전동 496호   ,충청북도 제천시 청전대로4길 11  (청전동),043-644-0532,1989-07-20,정상영업,2024-09-12
일반소매인,희망비디오,충청북도 제천시 청전동 138-20호   , ,,1989-07-20,정상영업,2024-09-12
일반소매인,월드스포츠,충청북도 제천시 서부동 43-1호 6통 5반   , , ,1989-11-03,정상영업,2024-09-12
일반소매인,초원화원,충청북도 제천시 남천동 399호   ,충청북도 제천시 용두천로 94  (남천동), ,1989-07-10,정상영업,2024-09-12
일반소매인,하소주공슈퍼,충청북도 제천시 하소동 호 하소아파트 상가 6호  , , ,1989-11-07,정상영업,2024-09-12
일반소매인,협신슈퍼,충청북도 제천시 중앙로1가 호 중앙시장지하층 23.25호  , , ,1989-08-18,정상영업,2024-09-12
일반소매인,대원상회,충청북도 제천시 명동 235-11호   , , ,1989-06-02,정상영업,2024-09-12
일반소매인,식품잡화,충청북도 제천시 봉양읍 구학리 224호   , ,043-642-4772,1988-07-22,정상영업,2024-09-12
일반소매인,영재편의점,충청북도 제천시 동현동 201-14호   , ,,1988-09-19,정상영업,2024-09-12
일반소매인,금강슈퍼,충청북도 제천시 중앙로2가 73-1호   , ,,1988-09-19,정상영업,2024-09-12
일반소매인,식잡,충청북도 제천시 장락동 273호   ,충청북도 제천시 탑안로6길 5  (장락동),,1988-12-13,정상영업,2024-09-12
일반소매인,식잡,충청북도 제천시 백운면 평동리 232-3호   , , ,1988-05-11,정상영업,2024-09-12
일반소매인,호림슈퍼,충청북도 제천시 화산동 505번지,충청북도 제천시 의림대로4길 40-2 (화산동), ,1988-09-23,정상영업,2024-09-12
일반소매인,대길상회,충청북도 제천시 청풍면 도화리 26-4호   , , ,1987-11-19,정상영업,2024-09-12
일반소매인,삼화식품,충청북도 제천시 화산동 193-8호 2통 8반   , ,,1987-09-18,정상영업,2024-09-12
일반소매인,화목슈퍼,충청북도 제천시 청전동 509-44호   , , ,1987-07-24,정상영업,2024-09-12
일반소매인,마을부녀회,충청북도 제천시 영천동 70-11호   , , ,1987-07-29,정상영업,2024-09-12
일반소매인,소매,충청북도 제천시 청풍면 도곡리 171번지 16  호   ,충청북도 제천시 청풍면 비봉2길 43, ,2005-03-03,정상영업,2024-09-12
일반소매인,식잡,충청북도 제천시 화산동 201-2호   , , ,1987-07-20,정상영업,2024-09-12
일반소매인,식품,충청북도 제천시 의림동 228-16호   , , ,1987-08-11,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 청풍면 물태리 133-89호   , , ,1986-09-17,정상영업,2024-09-12
일반소매인,동현문방구,충청북도 제천시 화산동 호 제4토지 7블럭 10로트  , ,,1986-09-29,정상영업,2024-09-12
일반소매인,태평막국수,충청북도 제천시 중앙로2가 81-9호   , ,,1986-10-28,정상영업,2024-09-12
일반소매인,영진슈퍼,충청북도 제천시 청전동 173-7호   , ,043 643-3421,1986-06-30,정상영업,2024-09-12
일반소매인,농협공판장,충청북도 제천시 남천동 134번지 2   호   , , ,2005-03-16,정상영업,2024-09-12
일반소매인,버섯,충청북도 제천시 화산동 206-13호 3통 4반   , , ,1986-10-10,정상영업,2024-09-12
일반소매인,식잡,충청북도 제천시 화산동 168-3호   , ,,1986-01-21,정상영업,2024-09-12
일반소매인,식품,충청북도 제천시 의림동 51-6호   , ,,1986-10-07,정상영업,2024-09-12
일반소매인,식품,충청북도 제천시 봉양읍 학산리 351호   , ,,1985-12-16,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 의림동 263호   , ,,2005-03-21,정상영업,2024-09-12
일반소매인,식잡,충청북도 제천시 교동 138-45호   , ,,1985-01-28,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 중앙로1가 14-1호   , ,,1985-12-28,정상영업,2024-09-12
일반소매인,덕곡낚시터,충청북도 제천시 한수면 덕곡리 637호   ,충청북도 제천시 한수면 봉화재11길 24-13,,1985-06-28,정상영업,2024-09-12
일반소매인,종합알뜰매장,충청북도 제천시 교동 115-1호   , ,,1985-08-12,정상영업,2024-09-12
일반소매인,식잡,충청북도 제천시 산곡동 588호   , , ,1985-11-19,정상영업,2024-09-12
일반소매인,식품,충청북도 제천시 남천동 182-1호   , , ,1985-11-22,정상영업,2024-09-12
일반소매인,농협공판장,충청북도 제천시 남천동 134번지 2   호   , , ,2005-04-21,정상영업,2024-09-12
일반소매인,청풍상회,충청북도 제천시 송학면 입석리 639호   ,충청북도 제천시 송학면 입석중앙로 11, ,1984-01-27,정상영업,2024-09-12
일반소매인,식잡,충청북도 제천시 명지동 55호   , , ,1984-04-20,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 영천동 265-63호   , , ,1984-04-02,정상영업,2024-09-12
일반소매인,씨유 제천터미널점,충청북도 제천시 의림동 7번지 29호,충청북도 제천시 칠성로10길 11-1 (의림동),043-648-4938,1983-10-20,정상영업,2024-09-12
일반소매인,원주슈퍼,충청북도 제천시 영천동 22번지 5   호   , , ,2005-03-16,정상영업,2024-09-12
일반소매인,미인세상,충청북도 제천시 중앙로2가 144-2호   , ,043-646-2263,1982-11-30,정상영업,2024-09-12
일반소매인,신흥식품,충청북도 제천시 중앙로1가 114-24호   , ,,1982-09-14,정상영업,2024-09-12
일반소매인,식잡,충청북도 제천시 청전동 107-17호   , ,,1982-04-30,정상영업,2024-09-12
일반소매인,영일식품,충청북도 제천시 청전동 149-14호   , ,,1981-05-15,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 수산면 괴곡리 427호   ,충청북도 제천시 수산면 월악로29길 297-13,,1981-05-21,정상영업,2024-09-12
일반소매인,버들슈퍼,충청북도 제천시 영천동 255번지 259호   , ,,2005-03-17,정상영업,2024-09-12
일반소매인,식잡,충청북도 제천시 교동 87호 3통 2반   ,충청북도 제천시 칠성로 117  (교동),,1980-12-13,정상영업,2024-09-12
일반소매인,식잡,충청북도 제천시 교동 호 2통 4반   , ,,1980-12-13,정상영업,2024-09-12
일반소매인,동백식당,충청북도 제천시 화산동 98-15호   , ,,1980-12-15,정상영업,2024-09-12
일반소매인,식잡,충청북도 제천시 중앙로1가 57호   ,충청북도 제천시 의병대로 95  (중앙로1가), ,1980-12-13,정상영업,2024-09-12
일반소매인,식잡,충청북도 제천시 청전동 호 2통 4반   , , ,1980-12-01,정상영업,2024-09-12
일반소매인,진미상회,충청북도 제천시 중앙로1가 115-1호   , , ,1980-12-13,정상영업,2024-09-12
일반소매인,수산버스정류장,충청북도 제천시 수산면 수산리 596-5,충청북도 제천시 수산면 월악로22길 96-19, ,1980-12-01,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 영천동 255-82호   , , ,1980-06-30,정상영업,2024-09-12
일반소매인,월악휴게소,충청북도 제천시 덕산면 월악리 584호   , , ,1979-05-07,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 송학면 입석리 640-4,충청북도 제천시 송학면 입석중앙로4길 1, ,1979-06-30,정상영업,2024-09-12
일반소매인,식잡,충청북도 제천시 청전동 78-62호   , , ,1979-06-04,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 하소동 67번지 9호   ,충청북도 제천시 용두대로17길 24  (하소동), ,1978-06-13,정상영업,2024-09-12
일반소매인,농업,충청북도 제천시 봉양읍 구학리 470호   , , ,1977-03-07,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 화산동 108호   , , ,1977-07-16,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 화산동 239호   , , ,1977-10-01,정상영업,2024-09-12
일반소매인,소매,충청북도 제천시 덕산면 도전리 1195호   ,충청북도 제천시 덕산면 삼전로2길 19, ,1977-09-15,정상영업,2024-09-12
일반소매인,상업,충청북도 제천시 동현동 202-2호   , , ,1977-02-07,정상영업,2024-09-12
일반소매인,남양미니슈퍼,충청북도 제천시 화산동 196-1호   , ,,1977-12-15,정상영업,2024-09-12
일반소매인,천남식품,충청북도 제천시 천남동 135호   , ,043-643-6684,1976-03-12,정상영업,2024-09-12
일반소매인,덕화상회,충청북도 제천시 봉양읍 봉양리 502번지 2호,충청북도 제천시 봉양읍 용두대로 915,043-647-4465,1976-03-18,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 영천동 265-63호   , , ,1975-11-02,정상영업,2024-09-12
일반소매인,상업,충청북도 제천시 동현동 177-3호   , , ,1975-07-01,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 의림동 100호   , , ,1975-07-01,정상영업,2024-09-12
일반소매인,구회말슈퍼,충청북도 제천시 송학면 입석리 552호   ,충청북도 제천시 송학면 입석중앙로8길 5-1, ,1975-07-01,정상영업,2024-09-12
일반소매인,식잡,충청북도 제천시 백운면 방학리 451-1호   , , ,1975-07-01,정상영업,2024-09-12
일반소매인,상업,충청북도 제천시 금성면 구룡리 106호   , , ,2005-03-02,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 화산동 225호   , , ,1975-07-01,정상영업,2024-09-12
일반소매인,미림의류,충청북도 제천시 중앙로1가 87호   , , ,1975-07-01,정상영업,2024-09-12
일반소매인,미니슈퍼,충청북도 제천시 영천동 40번지 12호   , , ,1975-07-01,정상영업,2024-09-12
일반소매인,농업,충청북도 제천시 송학면 입석리 140-1호 마을회관  , , ,1975-07-01,정상영업,2024-09-12
일반소매인,담배소매,충청북도 제천시 동현동 213호   , , ,1975-07-01,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 수산면 수리 79호   , , ,1975-07-01,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 덕산면 신현리 699호   , , ,1975-08-16,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 수산면 내리 272호   , , ,1975-07-01,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 덕산면 도전리 812호   , , ,1975-07-01,정상영업,2024-09-12
일반소매인,경남수퍼,충청북도 제천시 남천동,충청북도 제천시 의병대로21길 5 (남천동), ,1975-11-03,정상영업,2024-09-12
일반소매인,동문 닭 생선,충청북도 제천시 중앙로1가 113호   , ,,1975-07-01,정상영업,2024-09-12
일반소매인,잡화도매,충청북도 제천시 의림동 99호   , , ,1975-07-01,정상영업,2024-09-12
일반소매인,부녀회구판장,충청북도 제천시 송학면 무도리 280호   , , ,1975-07-01,정상영업,2024-09-12
일반소매인,이발소,충청북도 제천시 장락동 691-2호   , , ,1971-07-01,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 수산면 수리 79호   , , ,1975-07-01,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 덕산면 신현리 699호   , , ,1975-08-16,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 수산면 내리 272호   , , ,1975-07-01,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 덕산면 도전리 812호   , , ,1975-07-01,정상영업,2024-09-12
일반소매인,경남수퍼,충청북도 제천시 남천동,충청북도 제천시 의병대로21길 5 (남천동), ,1975-11-03,정상영업,2024-09-12
일반소매인,동문 닭 생선,충청북도 제천시 중앙로1가 113호   , ,,1975-07-01,정상영업,2024-09-12
일반소매인,잡화도매,충청북도 제천시 의림동 99호   , , ,1975-07-01,정상영업,2024-09-12
일반소매인,부녀회구판장,충청북도 제천시 송학면 무도리 280호   , , ,1975-07-01,정상영업,2024-09-12
구내소매인,이발소,충청북도 제천시 장락동 691-2호   , , ,1971-07-01,정상영업,2024-09-12
