구간 번호,관리청,도로 분류,대표지역,도로(노선)명,총길이(km),기점 위도(WGS84(4326)),기점 경도(WGS84(4326)),종점 위도(WGS84(4326)),종점 경도(WGS84(4326)),정북기준 도로방향 각도(x1),정북기준 도로방향 각도(y1),정북기준 도로방향 각도(기점 기준십진수 방위각)
43000-1,충청북도(본청),지방도,충청북도 청주시,지방도509호선,2,36.48767064,127.5224431,36.47416138,127.52669,-0.004246857,0.01350926,107.4513921
41460-65,경기도(용인시),도시계획도로,경기도 용인시,중1-1호(죽전동 전내교차로),0.43,37.32522025,127.1212257,37.32134057,127.1230792,-0.001853506,0.003879678,115.5360196
27000-11,대구광역시(본청),지방도,대구광역시 서구,신천대로,0.9,35.87981406,128.5333011,35.87341488,128.5311786,0.002122564,0.00639918,71.64967222
42130-28,강원특별자치도(원주시),군도,강원특별자치도 원주시 ,군도24호선,1.5,37.276382,127.771636,37.277401,127.75688,0.014756,-0.001019,356.0496167
41410-1,경기도(군포시),시도,경기도 군포시,7호선,1.1,37.35072902,126.9292075,37.34805306,126.9398956,-0.010688082,0.002675964,165.943861
41220-53,경기도(평택시),도시계획도로,경기도 평택시,도시계획도로,1.1,37.118952,127.065428,37.118056,127.075479,-0.010051,0.000896,174.905813
41220-55,경기도(평택시),도시계획도로,경기도 평택시,도시계획도로,0.1,36.976769,127.116012,36.976749,127.115681,0.000331,2.00E-05,3.457776686
41130-11,경기도(성남시),시도,경기도 성남시,갈마치로,0.05,37.42224895,127.1690625,37.4224579,127.1683187,0.0007438,-0.00020895,344.3087636
41370-1,경기도(오산시),시도,경기도 오산시,동부대로(원동고가),1.2,37.14612778,127.0781478,37.13607111,127.0782305,-8.27E-05,0.010056664,90.47119907
41480-1,경기도(파주시),지방도,경기도 파주시,지방도371호선,0.42,37.97962295,126.917329,37.98261819,126.9176966,-0.000367554,-0.002995236,263.0040553
41480-1,경기도(파주시),지방도,경기도 파주시,지방도357호선,0.24,37.75333011,126.7218422,37.75530686,126.7215831,0.000259059,-0.001976752,277.4662139
36000-7,세종특별자치시(본청),농어촌도로,세종특별자치시 세종특별자치시,부강외천로(리도213호),0.8,36.52923525,127.3949544,36.52338017,127.3998873,-0.004932943,0.005855077,130.1143717
60500-53,국토관리청(부산청),일반국도,경상북도 영주시,36호선,4,36.841729,128.656439,36.855231,128.697243,-0.040804,-0.013502,198.3093244
26200-7,부산광역시(영도구),지방도,부산광역시 영도구,동삼남로,0.43,35.07738466,129.0704869,35.07719379,129.0659317,0.004555207,0.000190865,2.399312458
70100-14,한국도로공사(한국도로공사),고속국도,경기도 성남시,100호선,3,37.40575158,127.0946465,37.41692835,127.1224461,-0.02779952,-0.011176777,201.9025578
41130-15,경기도(성남시),시도,경기도 성남시,경충대로,0.25,37.42733258,127.127826,37.42739027,127.1305202,-0.0026942,-5.77E-05,181.2266678
27260-1,대구광역시(수성구),지방도,대구광역시 수성구,화랑로,0.63,35.87200802,128.6352605,35.8763258,128.6444988,-0.009238286,-0.004317781,205.0504031
41130-16,경기도(성남시),지방도,경기도 성남시,지방도338,1.5,37.433065,127.180213,37.432195,127.190706,-0.010493,0.00087,175.2603095
51720-1,강원특별자치도(홍천군),군도,강원도 홍천군 ,군도4호선,1.8,37.739018,127.831336,37.738091,127.814228,0.017108,0.000927,3.101548883
27720-1,대구광역시(군위군),군도,경상북도 군위군 ,군도10호선,2,36.030238,128.628986,36.021749,128.630058,-0.001072,0.008489,97.19727557
30110-7,대전광역시(동구),지방도,대전광역시 동구,산서로,0.82,36.26878689,127.4518487,36.27314038,127.4540772,-0.002228423,-0.004353494,242.8934568
26530-3,부산광역시(사상구),지방도,부산광역시 사상구,동서대 진입로,1.5,35.15089567,129.0113455,35.14692139,129.0105518,0.000793685,0.003974276,78.70629647
27290-5,대구광역시(달서구),지방도,대구광역시 달서구,월곡로,1,35.81873937,128.5389073,35.81995275,128.5368773,0.00202998,-0.001213373,329.1321224
41460-1,경기도(용인시),시도,경기도 용인시,12호선,1.1,37.29497858,127.0900081,37.29544876,127.1017321,-0.011723952,-0.000470172,182.2965348
60100-30,국토관리청(서울청),일반국도,경기도 포천시,47호선,2,38.099335,127.394262,38.084248,127.391258,0.003004,0.015087,78.73900767
42000-93,강원특별자치도(도로관리사업소 태백지소),지방도,강원특별자치도 정선군 ,국지도28호선,1,37.254499,128.863345,37.262562,128.86734,-0.003995,-0.008063,243.6428199
45730-3,전라북도(무주군),지방도,전라북도 무주군,농어촌도로,0.4,35.99538788,127.5696185,35.98986694,127.5617091,0.007909377,0.005520936,34.91596933
28185-1,인천광역시(연수구),구도,인천광역시 연수구,인권로,0.48,37.418036,126.650715,37.419376,126.653415,-0.0027,-0.00134,206.3950345
28260-33,인천광역시(서구),구도,인천광역시 서구,검단로540번길,0.15,37.59975451,126.6654279,37.60056333,126.6667485,-0.001320612,-0.000808825,211.4858951
28260-15,인천광역시(서구),구도,인천광역시 서구,서달로,0.05,37.51206678,126.6768629,37.51199059,126.6786873,-0.001824423,7.62E-05,177.6087736
46790-9,전라남도(화순군),지방도,전라남도 화순군,818,0.3,34.92917998,126.9174131,34.92883213,126.9142632,0.003149931,0.000347843,6.301571106
46910-2,전라남도(신안군),군도,전라남도 신안군,군도9호선,1.2,34.98766027,126.1453311,34.97805663,126.1470171,-0.001685957,0.009603643,99.95703851
48170-1,경상남도(진주시),지방도,경상남도 진주시,지방도1007호선,1,35.20552603,128.0726618,35.21492699,128.065416,0.007245734,-0.009400958,307.623031
46910-27,전라남도(신안군),농어촌도로,전라남도 신안군,농어촌도로201호선,1.2,34.77858208,126.1502059,34.77354344,126.1588086,-0.008602648,0.005038641,149.6421473
48170-4,경상남도(진주시),시도,경상남도 진주시,시도20호선,1,35.20115516,128.0247265,35.2031373,128.0196351,0.005091484,-0.001982134,338.7288496
45730-14,전라북도(무주군),지방도,전라북도 무주군,지방도 635,0.6,35.98840445,127.5490186,35.98667838,127.5541024,-0.005083813,0.001726074,161.246439
46790-8,전라남도(화순군),지방도,전라남도 화순군,817,0.07,34.94021183,126.8965613,34.93993577,126.896964,-0.000402623,0.000276054,145.5639113
46790-11,전라남도(화순군),군도,전라남도 화순군,24,0.7,34.92150187,126.8976696,34.9182261,126.9000194,-0.002349853,0.003275775,125.6534848
42000-33,강원특별자치도(도로관리사업소 태백지소),지방도,강원도 삼척시 ,국지도28호선,1.5,37.384713,129.012089,37.388434,129.023756,-0.011667,-0.003721,197.6892373
46790-16,전라남도(화순군),농어촌도로,전라남도 화순군,면도 101,0.2,34.87935412,126.8375622,34.87868589,126.8357385,0.001823739,0.000668228,20.12310603
46790-3,전라남도(화순군),지방도,전라남도 화순군,839,0.3,34.8337153,126.9368848,34.83166068,126.9370162,-0.000131405,0.002054622,93.65941963
28260-5,인천광역시(서구),광역시도,인천광역시 서구,서곶로,0.3,37.52035307,126.6809022,37.51916321,126.6822208,-0.001318612,0.001189858,137.9383003
28260-17,인천광역시(서구),구도,인천광역시 서구,서달로,0.1,37.50970425,126.6767323,37.5096332,126.6785151,-0.001782775,7.10E-05,177.7178921
48170-6,경상남도(진주시),시도,경상남도 진주시,시도26호선,1.4,35.19240796,128.2170383,35.19664522,128.2038959,0.01314237,-0.004237261,342.130043
41110-19,경기도(수원시),시도,경기도 수원시,장안구 밤밭고가차도,1.04,37.30072811,126.972757,37.29077415,126.9698748,0.002882129,0.009953958,73.85183854
43000-1,충청북도(본청),지방도,충청북도 음성군,지방도516호,2,36.88795895,127.5777038,36.88786914,127.5947552,-0.01705134,8.98E-05,179.6982233
48000-178,경상남도(도로관리사업소 진주지소),지방도,경상남도 하동군,지방도1047호선,1.3,35.24263578,127.736551,35.23187306,127.7333654,0.003185635,0.010762722,73.51188769
41150-1,경기도(의정부시),지방도,경기도 의정부시,국도 39호선,1.9,37.73650184,127.0093439,37.74285948,127.0234148,-0.014070871,-0.006357645,204.3148905
43730-2,충청북도(옥천군),군도,충청북도 옥천군,군도11호,0.8,36.19193532,127.6513628,36.19247465,127.6536578,-0.002294994,-0.000539329,193.2246771
41170-3,경기도(안양시),지방도,경기도 안양시,예술공원고가차도,0.5,37.41402192,126.9194112,37.4162732,126.9149967,0.004414442,-0.002251277,332.9793287
28260-13,인천광역시(서구),구도,인천광역시 서구,완정로,0.16,37.59621219,126.670794,37.59745053,126.6741029,-0.003308963,-0.001238348,200.5178891
27000-9,대구광역시(본청),지방도,대구광역시 달서구,도시고속도로,0.25,35.84802016,128.5222853,35.84839461,128.5253703,-0.003085007,-0.000374451,186.9205756
46790-12,전라남도(화순군),농어촌도로,전라남도 화순군,면도 207,1.7,34.95073433,126.9690538,34.94176857,126.9825562,-0.013502435,0.00896576,146.4154167
41650-4,경기도(포천시),지방도,경기도 포천시,국지도56호선,2,37.8591722,127.2630463,37.8517529,127.2728477,-0.00980132,0.007419297,142.8754014
41110-20,경기도(수원시),시도,경기도 수원시,장안구 장안지하차도,0.6,37.30357589,127.0060627,37.29875097,127.012634,-0.006571319,0.004824925,143.7123967
48840-2,경상남도(남해군),군도,경상남도 남해군,군도5호선,1.3,34.800062,127.869464,34.794597,127.869447,1.70E-05,0.005465,89.82177034
41650-5,경기도(포천시),일반국도,경기도 포천시,국도87호선,1.9,37.9109142,127.188072,37.92688103,127.1875836,0.000488463,-0.015966823,271.7522666
27260-1,대구광역시(수성구),지방도,대구광역시 수성구,청수로,0.72,35.84077809,128.6384611,35.84586934,128.6423596,-0.003898442,-0.005091247,232.5581932
41110-13,경기도(수원시),시도,경기도 수원시,권선구 권선지하차도,1.4,37.25132069,127.0416627,37.23889414,127.036265,0.005397688,0.012426546,66.52143918
43730-1,충청북도(옥천군),군도,충청북도 옥천군,군도11호,0.8,36.19256088,127.6310425,36.19350692,127.6381648,-0.007122336,-0.000946036,187.5661176
41210-3,경기도(광명시),시도,경기도 광명시,가림일로,1,37.4709065,126.8663839,37.4654223,126.8690271,-0.0026432,0.0054842,115.7325034
30230-1,대전광역시(대덕구),지방도,대전광역시 대덕구,대청로,1.9,36.449465,127.458241,36.463509,127.4667703,-0.0085293,-0.014044,238.7285612
11590-6,서울특별시(동작구),구도,서울특별시 동작구,서달로,0.4,37.50421887,126.9534547,37.50654644,126.9556177,-0.002162998,-0.002327571,227.0988632
41270-3,경기도(안산시),지방도,경기도 안산시,순환로,5.8,37.34391736,126.7954557,37.345419,126.829033,-0.033577271,-0.00150164,182.5606707
50000-12,제주특별자치도(본청),지방도,제주특별자치도 서귀포시,1100도로(지방도1139호),0.6,33.324895,126.463592,33.321622,126.463162,0.00043,0.003273,82.51546349
31200-2,울산광역시(북구),지방도,울산광역시 북구,구국도31호선,2,35.580331,129.396565,35.586684,129.408907,-0.012342,-0.006353,207.2369817
29000-8,광주광역시(본청),광역시도,광주광역시 광산구,국지도49호선,180,35.15872135,126.7305978,35.15726221,126.7300016,0.000596213,0.00145914,67.77478375
41630-14,경기도(양주시),시도,경기도 양주시,김삿갓 지하차도,0.2,37.8306,127.0921,37.8182,127.0917,0.0004,0.0124,88.15238973
46000-39,전라남도(도로관리사업소),지방도,전라남도 강진군,지방도 827,2,34.739372,126.743288,34.75602,126.739127,0.004161,-0.016648,284.0330043
60300-38,국토관리청(대전청),일반국도,충청남도 아산시,45호선,5,36.901286,127.032412,36.85796,127.027474,0.004938,0.043326,83.4978775
60300-3,국토관리청(대전청),일반국도,충청남도 공주시,1호선,2,36.361179,127.264687,36.34355,127.264573,0.000114,0.017629,89.62949527
44000-1,충청남도(본청),일반국도,충청남도 홍성군,40호선,1,36.59771,126.504787,36.592357,126.51245,-0.007663,0.005353,145.0637184
44000-1,충청남도(본청),일반국도,충청남도 예산군,32호선,6,36.675284,126.864582,36.631371,126.880666,-0.016084,0.043913,110.1162503
42000-45,강원특별자치도(도로관리사업소 북부지소),위임국도,강원도 춘천시 ,국지70호선,1.9,37.95762412,127.6797707,37.96934312,127.666241,0.013529675,-0.011719001,319.1018672
44000-1,충청남도(본청),위임국도,충청남도 예산군,32호선,7,36.59106,126.912308,36.542829,126.945165,-0.032857,0.048231,124.2643486
27260-9,대구광역시(수성구),지방도,대구광역시 수성구,진밭길,3.5,35.81519,128.65195,35.80293,128.66354,-0.01159,0.01226,133.3908562
60100-23,국토관리청(서울청),일반국도,경기도 포천시,37호선,1,37.900524,127.301543,37.891898,127.302535,-0.000992,0.008626,96.56026196
41110-16,경기도(수원시),시도,경기도 수원시,권선구 신곡초교앞,0.5,37.25872021,127.0123245,37.25749829,127.0169082,-0.004583712,0.001221916,165.0733322
46910-3,전라남도(신안군),군도,전라남도 신안군,군도13호선,1,35.07841564,126.1055337,35.06543826,126.0997209,0.0058128,0.012977374,65.87152982
28185-2,인천광역시(연수구),시도,인천광역시 연수구,비류대로,0.5,37.431016,126.646251,37.431338,126.641378,0.004873,-0.000322,356.219483
28260-18,인천광역시(서구),구도,인천광역시 서구,서달로,0.06,37.50452462,126.6783963,37.50827724,126.6785984,-0.000202089,-0.003752628,266.9174423
70100-76,한국도로공사(한국도로공사),고속국도,충청남도 예산군,30호선,2,36.59005306,126.9009977,36.58782202,126.923037,-0.022039342,0.002231033,174.219664
31710-1,울산광역시(울주군),지방도,울산광역시 울주군,국지도69호선,1.4,35.6173775,129.0397686,35.61412703,129.0418821,-0.00211352,0.003250469,123.0327241
42130-24,강원특별자치도(원주시),지방도,강원도 원주시,군도11호선,1.9,37.245863,127.857834,37.257915,127.870388,-0.012554,-0.012052,223.8312407
42190-4,강원특별자치도(태백시),지방도,강원도 태백시,시도(연화산길),0.5,37.1471,129.0109,37.1463,129.0117,-0.0008,0.0008,135
42110-18,강원특별자치도(춘천시),지방도,강원도 춘천시,남산102호선,3.3,37.761452,127.561364,37.754641,127.569772,-0.008408,0.006811,140.9903878
41270-5,경기도(안산시),지방도,경기도 안산시,용신로,0.75,37.3040873,126.8701515,37.297809,126.872752,-0.0026005,0.0062783,112.4995559
42110-27,강원특별자치도(춘천시),지방도,강원도 춘천시,시도,0.2,37.866043,127.738864,37.864172,127.740717,-0.001853,0.001871,134.7230623
42190-19,강원특별자치도(태백시),지방도,강원도 태백시,시도(번영로),0.3,37.153,128.9881,37.1549,128.987,0.0011,-0.0019,300.0685828
41820-6,경기도(가평군),지방도,경기도 가평군,지방도387호선,2,37.7749426,127.2832529,37.78394815,127.2956386,-0.012385691,-0.009005551,216.0206421
42780-3,강원특별자치도(철원군),군도,강원도 철원군,군도2호선,2,38.24594121,127.1662993,38.24609925,127.1684073,-0.00210803,-0.000158039,184.2874327
11590-14,서울특별시(동작구),구도,서울특별시 동작구,만양로,0.06,37.50807149,126.9471584,37.50772452,126.9482506,-0.001092211,0.000346967,162.3763246
27710-11,대구광역시(달성군),지방도,대구광역시 달성군,군도8,1,35.74255691,128.5562038,35.73406757,128.5522309,0.003972925,0.008489338,64.92087676
